	Sp7498_pacbio.protein	Sp9509_oxford_v3.proteins	wa7733.asm1v1.ann1.run1.all.std.maker.proteins.func	wa8730.asm201904v2.ann1.proteins
OG0023330			wa7733.asm1v1.ann1.run1_002342_2	
OG0023331			wa7733.asm1v1.ann1.run1_002342_1	
OG0023332			wa7733.asm1v1.ann1.run1_010329_1	
OG0023333			wa7733.asm1v1.ann1.run1_010330_1	
OG0023334			wa7733.asm1v1.ann1.run1_013650_1	
OG0023335			wa7733.asm1v1.ann1.run1_011433_1	
OG0023336			wa7733.asm1v1.ann1.run1_011435_1	
OG0023337			wa7733.asm1v1.ann1.run1_011436_1	
OG0023338			wa7733.asm1v1.ann1.run1_015226_1	
OG0023339			wa7733.asm1v1.ann1.run1_007625_1	
OG0023340			wa7733.asm1v1.ann1.run1_007641_1	
OG0023341			wa7733.asm1v1.ann1.run1_007653_1	
OG0023342			wa7733.asm1v1.ann1.run1_007658_1	
OG0023343			wa7733.asm1v1.ann1.run1_007650_1	
OG0023344			wa7733.asm1v1.ann1.run1_013347_1	
OG0023345			wa7733.asm1v1.ann1.run1_013220_1	
OG0023346			wa7733.asm1v1.ann1.run1_014413_1	
OG0023347			wa7733.asm1v1.ann1.run1_006178_1	
OG0023348			wa7733.asm1v1.ann1.run1_006181_1	
OG0023349			wa7733.asm1v1.ann1.run1_006182_1	
OG0023350			wa7733.asm1v1.ann1.run1_006183_1	
OG0023351			wa7733.asm1v1.ann1.run1_006198_1	
OG0023352			wa7733.asm1v1.ann1.run1_006219_1	
OG0023353			wa7733.asm1v1.ann1.run1_014824_1	
OG0023354			wa7733.asm1v1.ann1.run1_013527_1	
OG0023355			wa7733.asm1v1.ann1.run1_014992_1	
OG0023356			wa7733.asm1v1.ann1.run1_003210_1	
OG0023357			wa7733.asm1v1.ann1.run1_003215_1	
OG0023358			wa7733.asm1v1.ann1.run1_003224_1	
OG0023359			wa7733.asm1v1.ann1.run1_003227_1	
OG0023360			wa7733.asm1v1.ann1.run1_003230_1	
OG0023361			wa7733.asm1v1.ann1.run1_003238_1	
OG0023362			wa7733.asm1v1.ann1.run1_003234_1	
OG0023363			wa7733.asm1v1.ann1.run1_003252_1	
OG0023364			wa7733.asm1v1.ann1.run1_003267_1	
OG0023365			wa7733.asm1v1.ann1.run1_012983_1	
OG0023366			wa7733.asm1v1.ann1.run1_004380_1	
OG0023367			wa7733.asm1v1.ann1.run1_004417_1	
OG0023368			wa7733.asm1v1.ann1.run1_004436_1	
OG0023369			wa7733.asm1v1.ann1.run1_014785_1	
OG0023370			wa7733.asm1v1.ann1.run1_010547_1	
OG0023371			wa7733.asm1v1.ann1.run1_008812_1	
OG0023372			wa7733.asm1v1.ann1.run1_008814_1	
OG0023373			wa7733.asm1v1.ann1.run1_008813_1	
OG0023374			wa7733.asm1v1.ann1.run1_008834_1	
OG0023375			wa7733.asm1v1.ann1.run1_008841_1	
OG0023376			wa7733.asm1v1.ann1.run1_014172_1	
OG0023377			wa7733.asm1v1.ann1.run1_012468_1	
OG0023378			wa7733.asm1v1.ann1.run1_008519_1	
OG0023379			wa7733.asm1v1.ann1.run1_008525_1	
OG0023380			wa7733.asm1v1.ann1.run1_008537_1	
OG0023381			wa7733.asm1v1.ann1.run1_013745_1	
OG0023382			wa7733.asm1v1.ann1.run1_011324_1	
OG0023383			wa7733.asm1v1.ann1.run1_006486_1	
OG0023384			wa7733.asm1v1.ann1.run1_006496_1	
OG0023385			wa7733.asm1v1.ann1.run1_006518_1	
OG0023386			wa7733.asm1v1.ann1.run1_000723_1	
OG0023387			wa7733.asm1v1.ann1.run1_000765_1	
OG0023388			wa7733.asm1v1.ann1.run1_000778_1	
OG0023389			wa7733.asm1v1.ann1.run1_000789_1	
OG0023390			wa7733.asm1v1.ann1.run1_000805_1	
OG0023391			wa7733.asm1v1.ann1.run1_000808_1	
OG0023392			wa7733.asm1v1.ann1.run1_000813_1	
OG0023393			wa7733.asm1v1.ann1.run1_000845_1	
OG0023394			wa7733.asm1v1.ann1.run1_000858_1	
OG0023395			wa7733.asm1v1.ann1.run1_000860_1	
OG0023396			wa7733.asm1v1.ann1.run1_014292_1	
OG0023397			wa7733.asm1v1.ann1.run1_014291_1	
OG0023398			wa7733.asm1v1.ann1.run1_013901_1	
OG0023399			wa7733.asm1v1.ann1.run1_000388_1	
OG0023400			wa7733.asm1v1.ann1.run1_000401_1	
OG0023401			wa7733.asm1v1.ann1.run1_000396_1	
OG0023402			wa7733.asm1v1.ann1.run1_000431_1	
OG0023403			wa7733.asm1v1.ann1.run1_000436_1	
OG0023404			wa7733.asm1v1.ann1.run1_000451_1	
OG0023405			wa7733.asm1v1.ann1.run1_000457_1	
OG0023406			wa7733.asm1v1.ann1.run1_000471_1	
OG0023407			wa7733.asm1v1.ann1.run1_000491_1	
OG0023408			wa7733.asm1v1.ann1.run1_000502_1	
OG0023409			wa7733.asm1v1.ann1.run1_000494_1	
OG0023410			wa7733.asm1v1.ann1.run1_000532_1	
OG0023411			wa7733.asm1v1.ann1.run1_000536_1	
OG0023412			wa7733.asm1v1.ann1.run1_015078_1	
OG0023413			wa7733.asm1v1.ann1.run1_015079_1	
OG0023414			wa7733.asm1v1.ann1.run1_009230_1	
OG0023415			wa7733.asm1v1.ann1.run1_009236_1	
OG0023416			wa7733.asm1v1.ann1.run1_009219_1	
OG0023417			wa7733.asm1v1.ann1.run1_013768_1	
OG0023418			wa7733.asm1v1.ann1.run1_013123_1	
OG0023419			wa7733.asm1v1.ann1.run1_013123_2	
OG0023420			wa7733.asm1v1.ann1.run1_006690_1	
OG0023421			wa7733.asm1v1.ann1.run1_006692_1	
OG0023422			wa7733.asm1v1.ann1.run1_006694_1	
OG0023423			wa7733.asm1v1.ann1.run1_006700_1	
OG0023424			wa7733.asm1v1.ann1.run1_006702_1	
OG0023425			wa7733.asm1v1.ann1.run1_006714_1	
OG0023426			wa7733.asm1v1.ann1.run1_007534_1	
OG0023427			wa7733.asm1v1.ann1.run1_015037_1	
OG0023428			wa7733.asm1v1.ann1.run1_014716_1	
OG0023429			wa7733.asm1v1.ann1.run1_012072_1	
OG0023430			wa7733.asm1v1.ann1.run1_012082_1	
OG0023431			wa7733.asm1v1.ann1.run1_005007_1	
OG0023432			wa7733.asm1v1.ann1.run1_005012_1	
OG0023433			wa7733.asm1v1.ann1.run1_005013_1	
OG0023434			wa7733.asm1v1.ann1.run1_005031_1	
OG0023435			wa7733.asm1v1.ann1.run1_005037_1	
OG0023436			wa7733.asm1v1.ann1.run1_005039_1	
OG0023437			wa7733.asm1v1.ann1.run1_005044_1	
OG0023438			wa7733.asm1v1.ann1.run1_005062_1	
OG0023439			wa7733.asm1v1.ann1.run1_013861_1	
OG0023440			wa7733.asm1v1.ann1.run1_013858_1	
OG0023441			wa7733.asm1v1.ann1.run1_013859_1	
OG0023442			wa7733.asm1v1.ann1.run1_013857_1	
OG0023443			wa7733.asm1v1.ann1.run1_013860_1	
OG0023444			wa7733.asm1v1.ann1.run1_009829_1	
OG0023445			wa7733.asm1v1.ann1.run1_012547_1	
OG0023446			wa7733.asm1v1.ann1.run1_012548_1	
OG0023447			wa7733.asm1v1.ann1.run1_012549_1	
OG0023448			wa7733.asm1v1.ann1.run1_005784_1	
OG0023449			wa7733.asm1v1.ann1.run1_012762_1	
OG0023450			wa7733.asm1v1.ann1.run1_015063_1	
OG0023451			wa7733.asm1v1.ann1.run1_003003_1	
OG0023452			wa7733.asm1v1.ann1.run1_003013_1	
OG0023453			wa7733.asm1v1.ann1.run1_003023_1	
OG0023454			wa7733.asm1v1.ann1.run1_003027_1	
OG0023455			wa7733.asm1v1.ann1.run1_003043_1	
OG0023456			wa7733.asm1v1.ann1.run1_011261_1	
OG0023457			wa7733.asm1v1.ann1.run1_011265_1	
OG0023458			wa7733.asm1v1.ann1.run1_011263_1	
OG0023459			wa7733.asm1v1.ann1.run1_015035_1	
OG0023460			wa7733.asm1v1.ann1.run1_014673_1	
OG0023461			wa7733.asm1v1.ann1.run1_005821_1	
OG0023462			wa7733.asm1v1.ann1.run1_005823_1	
OG0023463			wa7733.asm1v1.ann1.run1_005838_1	
OG0023464			wa7733.asm1v1.ann1.run1_005839_1	
OG0023465			wa7733.asm1v1.ann1.run1_005849_1	
OG0023466			wa7733.asm1v1.ann1.run1_005853_1	
OG0023467			wa7733.asm1v1.ann1.run1_005853_3	
OG0023468			wa7733.asm1v1.ann1.run1_005861_1	
OG0023469			wa7733.asm1v1.ann1.run1_008175_1	
OG0023470			wa7733.asm1v1.ann1.run1_008195_1	
OG0023471			wa7733.asm1v1.ann1.run1_008196_1	
OG0023472			wa7733.asm1v1.ann1.run1_008183_1	
OG0023473			wa7733.asm1v1.ann1.run1_015181_1	
OG0023474			wa7733.asm1v1.ann1.run1_006906_1	
OG0023475			wa7733.asm1v1.ann1.run1_006904_2	
OG0023476			wa7733.asm1v1.ann1.run1_006904_1	
OG0023477			wa7733.asm1v1.ann1.run1_006905_1	
OG0023478			wa7733.asm1v1.ann1.run1_006907_1	
OG0023479			wa7733.asm1v1.ann1.run1_006927_1	
OG0023480			wa7733.asm1v1.ann1.run1_006933_1	
OG0023481			wa7733.asm1v1.ann1.run1_006938_1	
OG0023482			wa7733.asm1v1.ann1.run1_012939_1	
OG0023483			wa7733.asm1v1.ann1.run1_015172_1	
OG0023484			wa7733.asm1v1.ann1.run1_010168_1	
OG0023485			wa7733.asm1v1.ann1.run1_010178_1	
OG0023486			wa7733.asm1v1.ann1.run1_010172_1	
OG0023487			wa7733.asm1v1.ann1.run1_010175_1	
OG0023488			wa7733.asm1v1.ann1.run1_010188_1	
OG0023489			wa7733.asm1v1.ann1.run1_013562_1	
OG0023490			wa7733.asm1v1.ann1.run1_013563_1	
OG0023491			wa7733.asm1v1.ann1.run1_013564_1	
OG0023492			wa7733.asm1v1.ann1.run1_014063_1	
OG0023493			wa7733.asm1v1.ann1.run1_014066_1	
OG0023494			wa7733.asm1v1.ann1.run1_013939_1	
OG0023495			wa7733.asm1v1.ann1.run1_009243_1	
OG0023496			wa7733.asm1v1.ann1.run1_009254_1	
OG0023497			wa7733.asm1v1.ann1.run1_014884_1	
OG0023498			wa7733.asm1v1.ann1.run1_012606_1	
OG0023499			wa7733.asm1v1.ann1.run1_012607_1	
OG0023500			wa7733.asm1v1.ann1.run1_013712_1	
OG0023501			wa7733.asm1v1.ann1.run1_013714_1	
OG0023502			wa7733.asm1v1.ann1.run1_012896_1	
OG0023503			wa7733.asm1v1.ann1.run1_014701_1	
OG0023504			wa7733.asm1v1.ann1.run1_012988_1	
OG0023505			wa7733.asm1v1.ann1.run1_010799_1	
OG0023506			wa7733.asm1v1.ann1.run1_002926_1	
OG0023507			wa7733.asm1v1.ann1.run1_002928_1	
OG0023508			wa7733.asm1v1.ann1.run1_002949_1	
OG0023509			wa7733.asm1v1.ann1.run1_002971_1	
OG0023510			wa7733.asm1v1.ann1.run1_002987_1	
OG0023511			wa7733.asm1v1.ann1.run1_002988_1	
OG0023512			wa7733.asm1v1.ann1.run1_008566_1	
OG0023513			wa7733.asm1v1.ann1.run1_008572_1	
OG0023514			wa7733.asm1v1.ann1.run1_008574_1	
OG0023515			wa7733.asm1v1.ann1.run1_011067_1	
OG0023516			wa7733.asm1v1.ann1.run1_011066_1	
OG0023517			wa7733.asm1v1.ann1.run1_008004_1	
OG0023518			wa7733.asm1v1.ann1.run1_008017_1	
OG0023519			wa7733.asm1v1.ann1.run1_008027_1	
OG0023520			wa7733.asm1v1.ann1.run1_008026_1	
OG0023521			wa7733.asm1v1.ann1.run1_015187_1	
OG0023522			wa7733.asm1v1.ann1.run1_011645_1	
OG0023523			wa7733.asm1v1.ann1.run1_015197_1	
OG0023524			wa7733.asm1v1.ann1.run1_013620_1	
OG0023525			wa7733.asm1v1.ann1.run1_014720_1	
OG0023526			wa7733.asm1v1.ann1.run1_013192_1	
OG0023527			wa7733.asm1v1.ann1.run1_014323_1	
OG0023528			wa7733.asm1v1.ann1.run1_014696_1	
OG0023529			wa7733.asm1v1.ann1.run1_010149_1	
OG0023530			wa7733.asm1v1.ann1.run1_010149_2	
OG0023531			wa7733.asm1v1.ann1.run1_010167_1	
OG0023532			wa7733.asm1v1.ann1.run1_001774_1	
OG0023533			wa7733.asm1v1.ann1.run1_001781_1	
OG0023534			wa7733.asm1v1.ann1.run1_001778_1	
OG0023535			wa7733.asm1v1.ann1.run1_001786_1	
OG0023536			wa7733.asm1v1.ann1.run1_001828_1	
OG0023537			wa7733.asm1v1.ann1.run1_001832_1	
OG0023538			wa7733.asm1v1.ann1.run1_001870_1	
OG0023539			wa7733.asm1v1.ann1.run1_011731_1	
OG0023540			wa7733.asm1v1.ann1.run1_013997_1	
OG0023541			wa7733.asm1v1.ann1.run1_005887_1	
OG0023542			wa7733.asm1v1.ann1.run1_005888_1	
OG0023543			wa7733.asm1v1.ann1.run1_005883_1	
OG0023544			wa7733.asm1v1.ann1.run1_005914_1	
OG0023545			wa7733.asm1v1.ann1.run1_011824_1	
OG0023546			wa7733.asm1v1.ann1.run1_011829_1	
OG0023547			wa7733.asm1v1.ann1.run1_009095_1	
OG0023548			wa7733.asm1v1.ann1.run1_009087_1	
OG0023549			wa7733.asm1v1.ann1.run1_009085_1	
OG0023550			wa7733.asm1v1.ann1.run1_001137_2	
OG0023551			wa7733.asm1v1.ann1.run1_001156_1	
OG0023552			wa7733.asm1v1.ann1.run1_001175_1	
OG0023553			wa7733.asm1v1.ann1.run1_001198_1	
OG0023554			wa7733.asm1v1.ann1.run1_001213_1	
OG0023555			wa7733.asm1v1.ann1.run1_001209_1	
OG0023556			wa7733.asm1v1.ann1.run1_001229_1	
OG0023557			wa7733.asm1v1.ann1.run1_001250_1	
OG0023558			wa7733.asm1v1.ann1.run1_001251_1	
OG0023559			wa7733.asm1v1.ann1.run1_001257_1	
OG0023560			wa7733.asm1v1.ann1.run1_009161_1	
OG0023561			wa7733.asm1v1.ann1.run1_009157_1	
OG0023562			wa7733.asm1v1.ann1.run1_009168_1	
OG0023563			wa7733.asm1v1.ann1.run1_009177_1	
OG0023564			wa7733.asm1v1.ann1.run1_009173_1	
OG0023565			wa7733.asm1v1.ann1.run1_012103_1	
OG0023566			wa7733.asm1v1.ann1.run1_013133_1	
OG0023567			wa7733.asm1v1.ann1.run1_007849_1	
OG0023568			wa7733.asm1v1.ann1.run1_007864_1	
OG0023569			wa7733.asm1v1.ann1.run1_014585_1	
OG0023570			wa7733.asm1v1.ann1.run1_007353_1	
OG0023571			wa7733.asm1v1.ann1.run1_007354_1	
OG0023572			wa7733.asm1v1.ann1.run1_007355_1	
OG0023573			wa7733.asm1v1.ann1.run1_007356_1	
OG0023574			wa7733.asm1v1.ann1.run1_007380_1	
OG0023575			wa7733.asm1v1.ann1.run1_007379_1	
OG0023576			wa7733.asm1v1.ann1.run1_014757_1	
OG0023577			wa7733.asm1v1.ann1.run1_004716_1	
OG0023578			wa7733.asm1v1.ann1.run1_004717_1	
OG0023579			wa7733.asm1v1.ann1.run1_004714_1	
OG0023580			wa7733.asm1v1.ann1.run1_004739_1	
OG0023581			wa7733.asm1v1.ann1.run1_004754_1	
OG0023582			wa7733.asm1v1.ann1.run1_004755_1	
OG0023583			wa7733.asm1v1.ann1.run1_011399_1	
OG0023584			wa7733.asm1v1.ann1.run1_011406_1	
OG0023585			wa7733.asm1v1.ann1.run1_006138_1	
OG0023586			wa7733.asm1v1.ann1.run1_006142_1	
OG0023587			wa7733.asm1v1.ann1.run1_006146_1	
OG0023588			wa7733.asm1v1.ann1.run1_013637_1	
OG0023589			wa7733.asm1v1.ann1.run1_008220_1	
OG0023590			wa7733.asm1v1.ann1.run1_008221_1	
OG0023591			wa7733.asm1v1.ann1.run1_010361_1	
OG0023592			wa7733.asm1v1.ann1.run1_010356_1	
OG0023593			wa7733.asm1v1.ann1.run1_012517_1	
OG0023594			wa7733.asm1v1.ann1.run1_013431_1	
OG0023595			wa7733.asm1v1.ann1.run1_013432_1	
OG0023596			wa7733.asm1v1.ann1.run1_005299_1	
OG0023597			wa7733.asm1v1.ann1.run1_005306_1	
OG0023598			wa7733.asm1v1.ann1.run1_005326_1	
OG0023599			wa7733.asm1v1.ann1.run1_010532_1	
OG0023600			wa7733.asm1v1.ann1.run1_010533_1	
OG0023601			wa7733.asm1v1.ann1.run1_010523_1	
OG0023602			wa7733.asm1v1.ann1.run1_003070_1	
OG0023603			wa7733.asm1v1.ann1.run1_003072_1	
OG0023604			wa7733.asm1v1.ann1.run1_003082_1	
OG0023605			wa7733.asm1v1.ann1.run1_003091_1	
OG0023606			wa7733.asm1v1.ann1.run1_003093_1	
OG0023607			wa7733.asm1v1.ann1.run1_003117_1	
OG0023608			wa7733.asm1v1.ann1.run1_003142_1	
OG0023609			wa7733.asm1v1.ann1.run1_003123_1	
OG0023610			wa7733.asm1v1.ann1.run1_014686_1	
OG0023611			wa7733.asm1v1.ann1.run1_006028_1	
OG0023612			wa7733.asm1v1.ann1.run1_006047_1	
OG0023613			wa7733.asm1v1.ann1.run1_006055_1	
OG0023614			wa7733.asm1v1.ann1.run1_013571_1	
OG0023615			wa7733.asm1v1.ann1.run1_014046_1	
OG0023616			wa7733.asm1v1.ann1.run1_014051_1	
OG0023617			wa7733.asm1v1.ann1.run1_014090_1	
OG0023618			wa7733.asm1v1.ann1.run1_009292_1	
OG0023619			wa7733.asm1v1.ann1.run1_009301_1	
OG0023620			wa7733.asm1v1.ann1.run1_007568_1	
OG0023621			wa7733.asm1v1.ann1.run1_007578_1	
OG0023622			wa7733.asm1v1.ann1.run1_007587_1	
OG0023623			wa7733.asm1v1.ann1.run1_015168_1	
OG0023624			wa7733.asm1v1.ann1.run1_003952_1	
OG0023625			wa7733.asm1v1.ann1.run1_003964_1	
OG0023626			wa7733.asm1v1.ann1.run1_003969_1	
OG0023627			wa7733.asm1v1.ann1.run1_003960_1	
OG0023628			wa7733.asm1v1.ann1.run1_003958_1	
OG0023629			wa7733.asm1v1.ann1.run1_009605_1	
OG0023630			wa7733.asm1v1.ann1.run1_009606_1	
OG0023631			wa7733.asm1v1.ann1.run1_009621_1	
OG0023632			wa7733.asm1v1.ann1.run1_009629_1	
OG0023633			wa7733.asm1v1.ann1.run1_013683_1	
OG0023634			wa7733.asm1v1.ann1.run1_013689_1	
OG0023635			wa7733.asm1v1.ann1.run1_014634_1	
OG0023636			wa7733.asm1v1.ann1.run1_014657_1	
OG0023637			wa7733.asm1v1.ann1.run1_014658_1	
OG0023638			wa7733.asm1v1.ann1.run1_014655_1	
OG0023639			wa7733.asm1v1.ann1.run1_014656_1	
OG0023640			wa7733.asm1v1.ann1.run1_012649_1	
OG0023641			wa7733.asm1v1.ann1.run1_014715_1	
OG0023642			wa7733.asm1v1.ann1.run1_009495_1	
OG0023643			wa7733.asm1v1.ann1.run1_009497_1	
OG0023644			wa7733.asm1v1.ann1.run1_009498_1	
OG0023645			wa7733.asm1v1.ann1.run1_009503_1	
OG0023646			wa7733.asm1v1.ann1.run1_009508_1	
OG0023647			wa7733.asm1v1.ann1.run1_004837_1	
OG0023648			wa7733.asm1v1.ann1.run1_004826_1	
OG0023649			wa7733.asm1v1.ann1.run1_004833_1	
OG0023650			wa7733.asm1v1.ann1.run1_004842_1	
OG0023651			wa7733.asm1v1.ann1.run1_004864_1	
OG0023652			wa7733.asm1v1.ann1.run1_004865_1	
OG0023653			wa7733.asm1v1.ann1.run1_007499_1	
OG0023654			wa7733.asm1v1.ann1.run1_007512_3	
OG0023655			wa7733.asm1v1.ann1.run1_007512_1	
OG0023656			wa7733.asm1v1.ann1.run1_007512_2	
OG0023657			wa7733.asm1v1.ann1.run1_009937_1	
OG0023658			wa7733.asm1v1.ann1.run1_009939_1	
OG0023659			wa7733.asm1v1.ann1.run1_009948_1	
OG0023660			wa7733.asm1v1.ann1.run1_013589_1	
OG0023661			wa7733.asm1v1.ann1.run1_013591_1	
OG0023662			wa7733.asm1v1.ann1.run1_013813_1	
OG0023663			wa7733.asm1v1.ann1.run1_004573_1	
OG0023664			wa7733.asm1v1.ann1.run1_004628_1	
OG0023665			wa7733.asm1v1.ann1.run1_004617_1	
OG0023666			wa7733.asm1v1.ann1.run1_014195_1	
OG0023667			wa7733.asm1v1.ann1.run1_012455_1	
OG0023668			wa7733.asm1v1.ann1.run1_013765_1	
OG0023669			wa7733.asm1v1.ann1.run1_014822_1	
OG0023670			wa7733.asm1v1.ann1.run1_008927_1	
OG0023671			wa7733.asm1v1.ann1.run1_008935_1	
OG0023672			wa7733.asm1v1.ann1.run1_008945_1	
OG0023673			wa7733.asm1v1.ann1.run1_012277_1	
OG0023674			wa7733.asm1v1.ann1.run1_010470_1	
OG0023675			wa7733.asm1v1.ann1.run1_013307_1	
OG0023676			wa7733.asm1v1.ann1.run1_013304_1	
OG0023677			wa7733.asm1v1.ann1.run1_012027_1	
OG0023678			wa7733.asm1v1.ann1.run1_012883_1	
OG0023679			wa7733.asm1v1.ann1.run1_014299_1	
OG0023680			wa7733.asm1v1.ann1.run1_010063_1	
OG0023681			wa7733.asm1v1.ann1.run1_010077_1	
OG0023682			wa7733.asm1v1.ann1.run1_010075_1	
OG0023683			wa7733.asm1v1.ann1.run1_012403_1	
OG0023684			wa7733.asm1v1.ann1.run1_012405_1	
OG0023685			wa7733.asm1v1.ann1.run1_013243_1	
OG0023686			wa7733.asm1v1.ann1.run1_013245_1	
OG0023687			wa7733.asm1v1.ann1.run1_002518_1	
OG0023688			wa7733.asm1v1.ann1.run1_002544_1	
OG0023689			wa7733.asm1v1.ann1.run1_002566_1	
OG0023690			wa7733.asm1v1.ann1.run1_002573_1	
OG0023691			wa7733.asm1v1.ann1.run1_002571_1	
OG0023692			wa7733.asm1v1.ann1.run1_014627_1	
OG0023693			wa7733.asm1v1.ann1.run1_014628_1	
OG0023694			wa7733.asm1v1.ann1.run1_014626_1	
OG0023695			wa7733.asm1v1.ann1.run1_014629_1	
OG0023696			wa7733.asm1v1.ann1.run1_012673_1	
OG0023697			wa7733.asm1v1.ann1.run1_014722_1	
OG0023698			wa7733.asm1v1.ann1.run1_014230_1	
OG0023699			wa7733.asm1v1.ann1.run1_010319_1	
OG0023700			wa7733.asm1v1.ann1.run1_015137_1	
OG0023701			wa7733.asm1v1.ann1.run1_011288_1	
OG0023702			wa7733.asm1v1.ann1.run1_011292_1	
OG0023703			wa7733.asm1v1.ann1.run1_011293_1	
OG0023704			wa7733.asm1v1.ann1.run1_011296_1	
OG0023705			wa7733.asm1v1.ann1.run1_011297_1	
OG0023706			wa7733.asm1v1.ann1.run1_011285_1	
OG0023707			wa7733.asm1v1.ann1.run1_011291_1	
OG0023708			wa7733.asm1v1.ann1.run1_011283_1	
OG0023709			wa7733.asm1v1.ann1.run1_011287_1	
OG0023710			wa7733.asm1v1.ann1.run1_011290_1	
OG0023711			wa7733.asm1v1.ann1.run1_014808_1	
OG0023712			wa7733.asm1v1.ann1.run1_014521_1	
OG0023713			wa7733.asm1v1.ann1.run1_013616_1	
OG0023714			wa7733.asm1v1.ann1.run1_015009_1	
OG0023715			wa7733.asm1v1.ann1.run1_008228_1	
OG0023716			wa7733.asm1v1.ann1.run1_008233_1	
OG0023717			wa7733.asm1v1.ann1.run1_008252_1	
OG0023718			wa7733.asm1v1.ann1.run1_001997_1	
OG0023719			wa7733.asm1v1.ann1.run1_001996_1	
OG0023720			wa7733.asm1v1.ann1.run1_002002_1	
OG0023721			wa7733.asm1v1.ann1.run1_002008_1	
OG0023722			wa7733.asm1v1.ann1.run1_002015_1	
OG0023723			wa7733.asm1v1.ann1.run1_002032_1	
OG0023724			wa7733.asm1v1.ann1.run1_002041_1	
OG0023725			wa7733.asm1v1.ann1.run1_002045_1	
OG0023726			wa7733.asm1v1.ann1.run1_002047_1	
OG0023727			wa7733.asm1v1.ann1.run1_002038_1	
OG0023728			wa7733.asm1v1.ann1.run1_009718_1	
OG0023729			wa7733.asm1v1.ann1.run1_009721_1	
OG0023730			wa7733.asm1v1.ann1.run1_009727_1	
OG0023731			wa7733.asm1v1.ann1.run1_009732_1	
OG0023732			wa7733.asm1v1.ann1.run1_009736_1	
OG0023733			wa7733.asm1v1.ann1.run1_009740_1	
OG0023734			wa7733.asm1v1.ann1.run1_011014_1	
OG0023735			wa7733.asm1v1.ann1.run1_009541_1	
OG0023736			wa7733.asm1v1.ann1.run1_013504_1	
OG0023737			wa7733.asm1v1.ann1.run1_009062_1	
OG0023738			wa7733.asm1v1.ann1.run1_010987_1	
OG0023739			wa7733.asm1v1.ann1.run1_010980_1	
OG0023740			wa7733.asm1v1.ann1.run1_009476_1	
OG0023741			wa7733.asm1v1.ann1.run1_009479_1	
OG0023742			wa7733.asm1v1.ann1.run1_007466_1	
OG0023743			wa7733.asm1v1.ann1.run1_007475_1	
OG0023744			wa7733.asm1v1.ann1.run1_014565_1	
OG0023745			wa7733.asm1v1.ann1.run1_014129_1	
OG0023746			wa7733.asm1v1.ann1.run1_014404_1	
OG0023747			wa7733.asm1v1.ann1.run1_014789_1	
OG0023748			wa7733.asm1v1.ann1.run1_012562_1	
OG0023749			wa7733.asm1v1.ann1.run1_012562_2	
OG0023750			wa7733.asm1v1.ann1.run1_012566_1	
OG0023751			wa7733.asm1v1.ann1.run1_012571_1	
OG0023752			wa7733.asm1v1.ann1.run1_010406_1	
OG0023753			wa7733.asm1v1.ann1.run1_009107_1	
OG0023754			wa7733.asm1v1.ann1.run1_009111_1	
OG0023755			wa7733.asm1v1.ann1.run1_009115_1	
OG0023756			wa7733.asm1v1.ann1.run1_014812_1	
OG0023757			wa7733.asm1v1.ann1.run1_014306_1	
OG0023758			wa7733.asm1v1.ann1.run1_011522_1	
OG0023759			wa7733.asm1v1.ann1.run1_006579_1	
OG0023760			wa7733.asm1v1.ann1.run1_006584_1	
OG0023761			wa7733.asm1v1.ann1.run1_006589_1	
OG0023762			wa7733.asm1v1.ann1.run1_006588_1	
OG0023763			wa7733.asm1v1.ann1.run1_006581_1	
OG0023764			wa7733.asm1v1.ann1.run1_006587_1	
OG0023765			wa7733.asm1v1.ann1.run1_006590_1	
OG0023766			wa7733.asm1v1.ann1.run1_006598_1	
OG0023767			wa7733.asm1v1.ann1.run1_006620_1	
OG0023768			wa7733.asm1v1.ann1.run1_012193_1	
OG0023769			wa7733.asm1v1.ann1.run1_011927_1	
OG0023770			wa7733.asm1v1.ann1.run1_011930_1	
OG0023771			wa7733.asm1v1.ann1.run1_014262_1	
OG0023772			wa7733.asm1v1.ann1.run1_010493_1	
OG0023773			wa7733.asm1v1.ann1.run1_014809_1	
OG0023774			wa7733.asm1v1.ann1.run1_014492_1	
OG0023775			wa7733.asm1v1.ann1.run1_014493_1	
OG0023776			wa7733.asm1v1.ann1.run1_015032_1	
OG0023777			wa7733.asm1v1.ann1.run1_012750_1	
OG0023778			wa7733.asm1v1.ann1.run1_007274_1	
OG0023779			wa7733.asm1v1.ann1.run1_013796_1	
OG0023780			wa7733.asm1v1.ann1.run1_013797_1	
OG0023781			wa7733.asm1v1.ann1.run1_006079_1	
OG0023782			wa7733.asm1v1.ann1.run1_006096_1	
OG0023783			wa7733.asm1v1.ann1.run1_006099_1	
OG0023784			wa7733.asm1v1.ann1.run1_006100_1	
OG0023785			wa7733.asm1v1.ann1.run1_006113_1	
OG0023786			wa7733.asm1v1.ann1.run1_006115_1	
OG0023787			wa7733.asm1v1.ann1.run1_013427_1	
OG0023788			wa7733.asm1v1.ann1.run1_010268_1	
OG0023789			wa7733.asm1v1.ann1.run1_010283_2	
OG0023790			wa7733.asm1v1.ann1.run1_009749_1	
OG0023791			wa7733.asm1v1.ann1.run1_009761_1	
OG0023792			wa7733.asm1v1.ann1.run1_008040_1	
