	Sp7498_pacbio.protein	Sp9509_oxford_v3.proteins	wa7733.asm1v1.ann1.run1.all.std.maker.proteins.func	wa8730.asm201904v2.ann1.proteins
OG0011630	g4595.t1	Sp01g00352		
OG0011631	g4600.t1	Sp01g00347		
OG0011632	g4606.t1	Sp01g00340		
OG0011633	g4614.t1	Sp01g00330		
OG0011634	g4631.t1	Sp01g00312		
OG0011635	g4633.t1	Sp01g00311		
OG0011636	g4634.t1	Sp01g00310		
OG0011637	g4635.t1	Sp01g00309		
OG0011638	g4641.t1	Sp01g00301		
OG0011639	g4643.t1	Sp01g00299		
OG0011640	g4645.t1	Sp01g00297		
OG0011641	g4646.t1	Sp01g00296		
OG0011642	g4647.t1	Sp01g00295		
OG0011643	g4666.t1	Sp01g00276		
OG0011644	g4667.t1	Sp01g00275		
OG0011645	g4672.t1	Sp01g00269		
OG0011646	g4674.t1	Sp01g00258		
OG0011647	g4677.t1	Sp01g00255		
OG0011648	g4682.t1	Sp01g00250		
OG0011649	g4684.t1	Sp01g00248		
OG0011650	g4691.t1	Sp01g00243		
OG0011651	g4692.t1	Sp01g00242		
OG0011652	g4693.t1	Sp01g00241		
OG0011653	g4697.t1	Sp01g00237		
OG0011654	g4701.t1	Sp01g00233		
OG0011655	g4702.t1	Sp01g00232		
OG0011656	g4703.t1	Sp01g00231		
OG0011657	g4705.t1	Sp01g00229		
OG0011658	g4714.t1	Sp01g00212		
OG0011659	g4715.t1	Sp01g00211		
OG0011660	g4717.t1	Sp01g00209		
OG0011661	g4724.t1	Sp01g00203		
OG0011662	g4725.t1	Sp01g00202		
OG0011663	g4726.t1	Sp01g00201		
OG0011664	g4737.t1	Sp01g00187		
OG0011665	g4738.t1	Sp01g00186		
OG0011666	g4740.t1	Sp01g00184		
OG0011667	g4746.t1	Sp01g00155		
OG0011668	g4747.t1	Sp01g00154		
OG0011669	g4749.t1	Sp01g00152		
OG0011670	g4751.t1	Sp01g00149		
OG0011671	g4759.t1	Sp01g00137		
OG0011672	g4771.t1	Sp01g00121		
OG0011673	g4779.t1	Sp01g00111		
OG0011674	g4781.t1	Sp01g00109		
OG0011675	g4784.t1	Sp01g00106		
OG0011676	g4787.t1	Sp01g00103		
OG0011677	g4803.t1	Sp01g00088		
OG0011678	g4805.t1	Sp01g00086		
OG0011679	g4812.t1	Sp01g00078		
OG0011680	g4816.t1	Sp01g00074		
OG0011681	g4818.t1	Sp01g00073		
OG0011682	g4820.t1	Sp01g00069		
OG0011683	g4829.t1	Sp01g00061		
OG0011684	g4834.t1	Sp01g00056		
OG0011685	g4836.t1	Sp01g00054		
OG0011686	g4840.t1		wa7733.asm1v1.ann1.run1_003526_1	
OG0011687	g4843.t1	Sp01g00048		
OG0011688	g4846.t1	Sp01g00043		
OG0011689	g4848.t1	Sp01g00041		
OG0011690	g4850.t1	Sp01g00039		
OG0011691	g4852.t1	Sp01g00037		
OG0011692	g4854.t1	Sp01g00035		
OG0011693	g4858.t1	Sp01g00031		
OG0011694	g4863.t1	Sp01g00026		
OG0011695	g4867.t1	Sp01g00021		
OG0011696	g4873.t1	Sp01g00016		
OG0011697	g4875.t1	Sp01g00014		
OG0011698	g4880.t1	Sp01g00006		
OG0011699	g4881.t1	Sp01g00009		
OG0011700	g4882.t1	Sp01g00008		
OG0011701	g4891.t1	Sp10g00002		
OG0011702	g4893.t1	Sp10g00004		
OG0011703	g4894.t1	Sp10g00005		
OG0011704	g4895.t1	Sp10g00006		
OG0011705	g4897.t1	Sp10g00009		
OG0011706	g4898.t1	Sp10g00010		
OG0011707	g4901.t1	Sp10g00013		
OG0011708	g4910.t1	Sp10g00022		
OG0011709	g4913.t1	Sp10g00025		
OG0011710	g4916.t1	Sp10g00028		
OG0011711	g4922.t1	Sp10g00036		
OG0011712	g4925.t1	Sp10g00039		
OG0011713	g4927.t1	Sp10g00042		
OG0011714	g4928.t1	Sp10g00043		
OG0011715	g4933.t1	Sp10g00047		
OG0011716	g4934.t1	Sp10g00048		
OG0011717	g4935.t1	Sp10g00049		
OG0011718	g4938.t1	Sp10g00052		
OG0011719	g4941.t1	Sp10g00054		
OG0011720	g4942.t1	Sp10g00055		
OG0011721	g4945.t1	Sp10g00062		
OG0011722	g4951.t1	Sp10g00068		
OG0011723	g4952.t1	Sp10g00069		
OG0011724	g4953.t1	Sp10g00070		
OG0011725	g4956.t1	Sp10g00073		
OG0011726	g4957.t1	Sp10g00074		
OG0011727	g4965.t1	Sp10g00075		
OG0011728	g4966.t1	Sp10g00076		
OG0011729	g4969.t1	Sp10g00079		
OG0011730	g4972.t1	Sp10g00087		
OG0011731	g4984.t1	Sp10g00102		
OG0011732	g5007.t1	Sp10g00125		
OG0011733	g5008.t1	Sp10g00126		
OG0011734	g5010.t1	Sp10g00128		
OG0011735	g5014.t1	Sp10g00132		
OG0011736	g5024.t1	Sp10g00138		
OG0011737	g5033.t1	Sp10g00147		
OG0011738	g5034.t1	Sp10g00148		
OG0011739	g5035.t1	Sp10g00149		
OG0011740	g5040.t1	Sp10g00156		
OG0011741	g5043.t1	Sp10g00159		
OG0011742	g5046.t1	Sp10g00162		
OG0011743	g5047.t1	Sp10g00163		
OG0011744	g5056.t1	Sp10g00174		
OG0011745	g5057.t1	Sp10g00175		
OG0011746	g5058.t1	Sp10g00176		
OG0011747	g5059.t1	Sp10g00177		
OG0011748	g5060.t1	Sp10g00178		
OG0011749	g5063.t1	Sp10g00181		
OG0011750	g5069.t1	Sp10g00187		
OG0011751	g5077.t1	Sp10g00195		
OG0011752	g5087.t1	Sp10g00207		
OG0011753	g5089.t1	Sp10g00209		
OG0011754	g5091.t1	Sp10g00210		
OG0011755	g5093.t1	Sp10g00212		
OG0011756	g5109.t1	Sp10g00236		
OG0011757	g5125.t1	Sp10g00251		
OG0011758	g5130.t1	Sp10g00258		
OG0011759	g5135.t1	Sp10g00263		
OG0011760	g5145.t1	Sp10g00269		
OG0011761	g5146.t1	Sp10g00270		
OG0011762	g5148.t1	Sp10g00274		
OG0011763	g5153.t1	Sp10g00281		
OG0011764	g5160.t1	Sp10g00288		
OG0011765	g5165.t1	Sp10g00296		
OG0011766	g5168.t1	Sp10g00301		
OG0011767	g5170.t1	Sp10g00306		
OG0011768	g5171.t1	Sp10g00307		
OG0011769	g5174.t1	Sp10g00311		
OG0011770	g5182.t1	Sp10g00318		
OG0011771	g5183.t1	Sp10g00319		
OG0011772	g5184.t1	Sp10g00320		
OG0011773	g5185.t1	Sp10g00321		
OG0011774	g5186.t1	Sp10g00322		
OG0011775	g5193.t1	Sp10g00330		
OG0011776	g5195.t1	Sp10g00333		
OG0011777	g5196.t1	Sp10g00334		
OG0011778	g5200.t1	Sp10g00338		
OG0011779	g5203.t1	Sp10g00340		
OG0011780	g5211.t1	Sp10g00351		
OG0011781	g5212.t1	Sp10g00352		
OG0011782	g5213.t1	Sp10g00353		
OG0011783	g5214.t1	Sp10g00354		
OG0011784	g5215.t1	Sp10g00355		
OG0011785	g5232.t1	Sp10g00369		
OG0011786	g5237.t1	Sp10g00378		
OG0011787	g5240.t1	Sp10g00381		
OG0011788	g5241.t1	Sp10g00382		
OG0011789	g5247.t1	Sp10g00390		
OG0011790	g5254.t1	Sp10g00401		
OG0011791	g5255.t1	Sp10g00402		
OG0011792	g5256.t1	Sp10g00403		
OG0011793	g5258.t1	Sp10g00405		
OG0011794	g5260.t1	Sp10g00407		
OG0011795	g5263.t1	Sp10g00410		
OG0011796	g5269.t1	Sp10g00417		
OG0011797	g5277.t1	Sp10g00425		
OG0011798	g5279.t1	Sp10g00427		
OG0011799	g5281.t1	Sp10g00430		
OG0011800	g5283.t1	Sp10g00433		
OG0011801	g5285.t1	Sp10g00435		
OG0011802	g5300.t1	Sp10g00449		
OG0011803	g5311.t1	Sp10g00459		
OG0011804	g5312.t1	Sp10g00460		
OG0011805	g5313.t1	Sp10g00461		
OG0011806	g5315.t1	Sp10g00462		
OG0011807	g5316.t1	Sp10g00463		
OG0011808	g5329.t1	Sp10g00470		
OG0011809	g5331.t1	Sp10g00472		
OG0011810	g5333.t1	Sp10g00474		
OG0011811	g5336.t1	Sp10g00478		
OG0011812	g5337.t1	Sp10g00479		
OG0011813	g5341.t1	Sp10g00483		
OG0011814	g5342.t1	Sp10g00484		
OG0011815	g5346.t1	Sp10g00491		
OG0011816	g5355.t1	Sp10g00502		
OG0011817	g5362.t1	Sp10g00507		
OG0011818	g5365.t1	Sp10g00509		
OG0011819	g5366.t1	Sp10g00510		
OG0011820	g5371.t1	Sp10g00515		
OG0011821	g5373.t1	Sp10g00517		
OG0011822	g5374.t1	Sp10g00518		
OG0011823	g5375.t1	Sp10g00519		
OG0011824	g5377.t1	Sp10g00521		
OG0011825	g5378.t1	Sp10g00522		
OG0011826	g5382.t1	Sp10g00525		
OG0011827	g5386.t1	Sp10g00530		
OG0011828	g5391.t1	Sp10g00536		
OG0011829	g5400.t1	Sp10g00546		
OG0011830	g5401.t1	Sp10g00547		
OG0011831	g5403.t1	Sp10g00549		
OG0011832	g5407.t1	Sp10g00552		
OG0011833	g5408.t1	Sp10g00553		
OG0011834	g5413.t1	Sp10g00557		
OG0011835	g5414.t1	Sp10g00558		
OG0011836	g5417.t1	Sp10g00561		
OG0011837	g5423.t1	Sp10g00567		
OG0011838	g5427.t1	Sp10g00571		
OG0011839	g5440.t1	Sp10g00584		
OG0011840	g5452.t1	Sp10g00595		
OG0011841	g5457.t1	Sp10g00600		
OG0011842	g5459.t1	Sp10g00602		
OG0011843	g5461.t1	Sp10g00604		
OG0011844	g5462.t1	Sp10g00605		
OG0011845	g5471.t1	Sp10g00614		
OG0011846	g5472.t1	Sp10g00615		
OG0011847	g5480.t1	Sp10g00624		
OG0011848	g5486.t1	Sp10g00627		
OG0011849	g5497.t1	Sp10g00637		
OG0011850	g5508.t1	Sp10g00656		
OG0011851	g5510.t1	Sp10g00658		
OG0011852	g5512.t1	Sp10g00660		
OG0011853	g5514.t1	Sp10g00663		
OG0011854	g5520.t1	Sp10g00669		
OG0011855	g5521.t1			Wa8730a009g001790_P001
OG0011856	g5526.t1	Sp10g00675		
OG0011857	g5532.t1	Sp10g00681		
OG0011858	g5533.t1	Sp10g00682		
OG0011859	g5534.t1	Sp10g00683		
OG0011860	g5535.t1	Sp10g00684		
OG0011861	g5536.t1	Sp10g00685		
OG0011862	g5541.t1	Sp10g00692		
OG0011863	g5549.t1	Sp10g00698		
OG0011864	g5550.t1	Sp10g00699		
OG0011865	g5553.t1	Sp10g00703		
OG0011866	g5556.t1	Sp10g00705		
OG0011867	g5561.t1	Sp10g00709		
OG0011868	g5564.t1	Sp10g00712		
OG0011869	g5565.t1	Sp10g00713		
OG0011870	g5568.t1	Sp10g00716		
OG0011871	g5572.t1	Sp10g00721		
OG0011872	g5574.t1	Sp10g00723		
OG0011873	g5579.t1	Sp10g00727		
OG0011874	g5582.t1	Sp10g00730		
OG0011875	g5583.t1	Sp10g00731		
OG0011876	g5586.t1	Sp10g00733		
OG0011877	g5597.t1	Sp10g00748		
OG0011878	g5599.t1	Sp10g00750		
OG0011879	g5606.t1	Sp10g00759		
OG0011880	g5610.t1	Sp10g00763		
OG0011881	g5612.t1	Sp10g00765		
OG0011882	g5622.t1	Sp10g00777		
OG0011883	g5623.t1	Sp10g00778		
OG0011884	g5626.t1	Sp10g00781		
OG0011885	g5627.t1	Sp10g00782		
OG0011886	g5629.t1	Sp10g00783		
OG0011887	g5630.t1	Sp10g00784		
OG0011888	g5633.t1	Sp10g00787		
OG0011889	g5639.t1	Sp10g00795		
OG0011890	g5645.t1	Sp10g00800		
OG0011891	g5648.t1	Sp10g00803		
OG0011892	g5649.t1	Sp10g00804		
OG0011893	g5652.t1	Sp10g00808		
OG0011894	g5653.t1	Sp10g00809		
OG0011895	g5655.t1	Sp10g00810		
OG0011896	g5657.t1	Sp10g00812		
OG0011897	g5660.t1	Sp10g00815		
OG0011898	g5670.t1	Sp10g00844		
OG0011899	g5673.t1	Sp10g00847		
OG0011900	g5675.t1	Sp10g00853		
OG0011901	g5680.t1	Sp10g00857		
OG0011902	g5681.t1	Sp10g00858		
OG0011903	g5682.t1	Sp10g00859		
OG0011904	g5687.t1	Sp10g00863		
OG0011905	g5692.t1	Sp10g00870		
OG0011906	g5699.t1	Sp10g00876		
OG0011907	g5702.t1	Sp10g00880		
OG0011908	g5707.t1	Sp10g00885		
OG0011909	g5708.t1	Sp10g00886		
OG0011910	g5714.t1	Sp10g00891		
OG0011911	g5716.t1	Sp10g00893		
OG0011912	g5718.t1	Sp10g00895		
OG0011913	g5723.t1	Sp10g00902		
OG0011914	g5724.t1	Sp10g00903		
OG0011915	g5729.t1	Sp10g00907		
OG0011916	g5731.t1	Sp10g00910		
OG0011917	g5733.t1	Sp10g00913		
OG0011918	g5734.t1	Sp10g00915		
OG0011919	g5735.t1	Sp10g00916		
OG0011920	g5736.t1	Sp10g00917		
OG0011921	g5742.t1	Sp10g00932		
OG0011922	g5745.t1	Sp10g00937		
OG0011923	g5746.t1	Sp10g00938		
OG0011924	g5748.t1	Sp10g00940		
OG0011925	g5761.t1	Sp10g00954		
OG0011926	g5769.t1	Sp10g00971		
OG0011927	g5773.t1	Sp10g00977		
OG0011928	g5776.t1	Sp10g00980		
OG0011929	g5784.t1	Sp10g00989		
OG0011930	g5791.t1	Sp10g00996		
OG0011931	g5793.t1	Sp10g00999		
OG0011932	g5795.t1	Sp10g01002		
OG0011933	g5796.t1	Sp10g01003		
OG0011934	g5803.t1	Sp10g01009		
OG0011935	g5806.t1	Sp10g01012		
OG0011936	g5815.t1	Sp10g01021		
OG0011937	g5820.t1	Sp10g01026		
OG0011938	g5821.t1	Sp10g01027		
OG0011939	g5823.t1	Sp10g01029		
OG0011940	g5825.t1	Sp10g01031		
OG0011941	g5826.t1	Sp10g01032		
OG0011942	g5827.t1	Sp10g01033		
OG0011943	g5830.t1	Sp10g01036		
OG0011944	g5831.t1	Sp10g01037		
OG0011945	g5839.t1	Sp10g01043		
OG0011946	g5840.t1	Sp10g01044		
OG0011947	g5842.t1	Sp10g01045		
OG0011948	g5844.t1	Sp10g01047		
OG0011949	g5845.t1	Sp10g01048		
OG0011950	g5856.t1	Sp10g01058		
OG0011951	g5857.t1	Sp10g01059		
OG0011952	g5859.t1	Sp10g01061		
OG0011953	g5860.t1	Sp10g01062		
OG0011954	g5870.t1	Sp10g01074		
OG0011955	g5876.t1	Sp10g01079		
OG0011956	g5880.t1	Sp10g01083		
OG0011957	g5885.t1	Sp10g01088		
OG0011958	g5889.t1	Sp10g01092		
OG0011959	g5896.t1	Sp10g01100		
OG0011960	g5897.t1	Sp10g01101		
OG0011961	g5900.t1	Sp10g01106		
OG0011962	g5906.t1	Sp10g01111		
OG0011963	g5910.t1	Sp10g01116		
OG0011964	g5915.t1	Sp20g00543		
OG0011965	g5917.t1	Sp20g00541		
OG0011966	g5918.t1	Sp20g00540		
OG0011967	g5919.t1	Sp20g00539		
OG0011968	g5921.t1	Sp20g00535		
OG0011969	g5922.t1	Sp11g00217		
OG0011970	g5927.t1	Sp20g00527		
OG0011971	g5929.t1	Sp20g00524		
OG0011972	g5930.t1	Sp20g00523		
OG0011973	g5933.t1	Sp20g00520		
OG0011974	g5935.t1	Sp20g00518		
OG0011975	g5938.t1	Sp20g00515		
OG0011976	g5939.t1	Sp20g00514		
OG0011977	g5940.t1	Sp20g00513		
OG0011978	g5945.t1	Sp20g00507		
OG0011979	g5946.t1	Sp20g00506		
OG0011980	g5947.t1	Sp20g00505		
OG0011981	g5950.t1	Sp20g00502		
OG0011982	g5952.t1	Sp20g00499		
OG0011983	g5955.t1	Sp20g00497		
OG0011984	g5959.t1	Sp20g00494		
OG0011985	g5961.t1	Sp20g00491		
OG0011986	g5963.t1	Sp20g00489		
OG0011987	g5965.t1	Sp20g00487		
OG0011988	g5967.t1	Sp20g00485		
OG0011989	g5974.t1	Sp20g00478		
OG0011990	g5976.t1	Sp20g00476		
OG0011991	g5977.t1	Sp20g00474		
OG0011992	g5981.t1	Sp20g00469		
OG0011993	g5985.t1	Sp20g00466		
OG0011994	g5988.t1	Sp20g00462		
OG0011995	g5993.t1	Sp20g00457		
OG0011996	g5994.t1	Sp20g00456		
OG0011997	g5999.t1	Sp20g00451		
OG0011998	g6000.t1	Sp20g00450		
OG0011999	g6008.t1	Sp20g00442		
OG0012000	g6010.t1	Sp20g00440		
OG0012001	g6014.t1	Sp20g00435		
OG0012002	g6018.t1	Sp20g00433		
OG0012003	g6026.t1	Sp20g00424		
OG0012004	g6028.t1	Sp20g00422		
OG0012005	g6029.t1	Sp20g00421		
OG0012006	g6033.t1	Sp20g00418		
OG0012007	g6035.t1	Sp20g00416		
OG0012008	g6046.t1	Sp20g00405		
OG0012009	g6064.t1	Sp20g00387		
OG0012010	g6068.t1	Sp20g00383		
OG0012011	g6079.t1	Sp20g00370		
OG0012012	g6087.t1			Wa8730a017g001400_P001
OG0012013	g6088.t1	Sp20g00359		
OG0012014	g6092.t1	Sp20g00356		
OG0012015	g6098.t1	Sp20g00349		
OG0012016	g6099.t1	Sp20g00348		
OG0012017	g6112.t1	Sp20g00334		
OG0012018	g6114.t1	Sp20g00332		
OG0012019	g6116.t1	Sp20g00329		
OG0012020	g6123.t1	Sp20g00320		
OG0012021	g6129.t1	Sp20g00313		
OG0012022	g6134.t1	Sp20g00308		
OG0012023	g6139.t1	Sp20g00303		
OG0012024	g6146.t1	Sp20g00296		
OG0012025	g6159.t1	Sp20g00282		
OG0012026	g6166.t1	Sp20g00275		
OG0012027	g6167.t1	Sp20g00274		
OG0012028	g6168.t1	Sp20g00272		
OG0012029	g6169.t1	Sp20g00271		
OG0012030	g6173.t1	Sp20g00266		
OG0012031	g6181.t1	Sp20g00259		
OG0012032	g6189.t1	Sp20g00250		
OG0012033	g6191.t1	Sp20g00248		
OG0012034	g6194.t1	Sp20g00246		
OG0012035	g6201.t1	Sp20g00237		
OG0012036	g6210.t1	Sp20g00225		
OG0012037	g6230.t1	Sp20g00204		
OG0012038	g6236.t1	Sp20g00197		
OG0012039	g6241.t1	Sp20g00191		
OG0012040	g6243.t1	Sp20g00189		
OG0012041	g6245.t1	Sp20g00187		
OG0012042	g6246.t1	Sp20g00186		
OG0012043	g6251.t1	Sp20g00181		
OG0012044	g6258.t1	Sp20g00176		
OG0012045	g6264.t1	Sp20g00169		
OG0012046	g6265.t1	Sp20g00168		
OG0012047	g6266.t1	Sp20g00167		
OG0012048	g6267.t1	Sp20g00166		
OG0012049	g6270.t1	Sp20g00163		
OG0012050	g6273.t1	Sp20g00161		
OG0012051	g6274.t1	Sp20g00160		
OG0012052	g6281.t1	Sp20g00150		
OG0012053	g6282.t1	Sp20g00149		
OG0012054	g6284.t1	Sp20g00147		
OG0012055	g6285.t1	Sp20g00146		
OG0012056	g6286.t1	Sp20g00145		
OG0012057	g6291.t1	Sp20g00141		
OG0012058	g6295.t1	Sp20g00138		
OG0012059	g6299.t1	Sp20g00135		
OG0012060	g6300.t1	Sp20g00134		
OG0012061	g6303.t1	Sp20g00131		
OG0012062	g6304.t1	Sp20g00130		
OG0012063	g6306.t1	Sp20g00128		
OG0012064	g6310.t1	Sp20g00124		
OG0012065	g6311.t1	Sp20g00123		
OG0012066	g6320.t1	Sp20g00113		
OG0012067	g6328.t1	Sp20g00105		
OG0012068	g6330.t1	Sp20g00103		
OG0012069	g6349.t1	Sp20g00081		
OG0012070	g6352.t1	Sp20g00078		
OG0012071	g6359.t1	Sp20g00073		
OG0012072	g6362.t1	Sp20g00070		
OG0012073	g6367.t1	Sp20g00066		
OG0012074	g6379.t1	Sp20g00055		
OG0012075	g6384.t1	Sp20g00048		
OG0012076	g6385.t1	Sp20g00047		
OG0012077	g6390.t1	Sp20g00041		
OG0012078	g6397.t1	Sp20g00031		
OG0012079	g6405.t1	Sp20g00026		
OG0012080	g6413.t1	Sp20g00018		
OG0012081	g6414.t1	Sp20g00017		
OG0012082	g6418.t1	Sp20g00012		
OG0012083	g6420.t1	Sp20g00011		
OG0012084	g6425.t1	Sp20g00005		
OG0012085	g6427.t1	Sp20g00003		
OG0012086	g6435.t1	Sp16g00720		
OG0012087	g6436.t1	Sp16g00719		
OG0012088	g6440.t1	Sp16g00715		
OG0012089	g6442.t1	Sp16g00713		
OG0012090	g6445.t1	Sp16g00710		
OG0012091	g6451.t1	Sp16g00704		
OG0012092	g6453.t1	Sp16g00702		
OG0012093	g6458.t1	Sp16g00696		
OG0012094	g6461.t1	Sp16g00694		
OG0012095	g6462.t1	Sp16g00693		
OG0012096	g6469.t1	Sp16g00685		
OG0012097	g6473.t1	Sp16g00682		
OG0012098	g6474.t1	Sp16g00681		
OG0012099	g6479.t1	Sp16g00657		
OG0012100	g6481.t1	Sp16g00655		
OG0012101	g6483.t1	Sp16g00653		
OG0012102	g6491.t1	Sp16g00638		
OG0012103	g6493.t1	Sp16g00637		
OG0012104	g6502.t1			Wa8730a006g000610_P001
OG0012105	g6504.t1	Sp16g00626		
OG0012106	g6522.t1	Sp16g00608		
OG0012107	g6538.t1	Sp05g00619		
OG0012108	g6546.t1	Sp05g00612		
OG0012109	g6548.t1	Sp05g00610		
OG0012110	g6551.t1	Sp05g00606		
OG0012111	g6554.t1	Sp05g00601		
OG0012112	g6557.t1	Sp05g00597		
OG0012113	g6560.t1	Sp05g00594		
OG0012114	g6563.t1	Sp05g00591		
OG0012115	g6565.t1	Sp05g00588		
OG0012116	g6567.t1	Sp05g00586		
OG0012117	g6570.t1	Sp05g00582		
OG0012118	g6573.t1	Sp05g00578		
OG0012119	g6577.t1	Sp05g00577		
OG0012120	g6579.t1	Sp05g00574		
OG0012121	g6582.t1	Sp05g00571		
OG0012122	g6584.t1	Sp05g00569		
OG0012123	g6585.t1	Sp05g00568		
OG0012124	g6590.t1	Sp05g00566		
OG0012125	g6591.t1	Sp05g00565		
OG0012126	g6598.t1	Sp05g00558		
OG0012127	g6599.t1	Sp05g00557		
OG0012128	g6603.t1	Sp05g00554		
OG0012129	g6610.t1	Sp05g00547		
OG0012130	g6617.t1	Sp05g00541		
OG0012131	g6633.t1	Sp05g00524		
OG0012132	g6636.t1	Sp05g00522		
OG0012133	g6637.t1	Sp05g00521		
OG0012134	g6638.t1	Sp05g00520		
OG0012135	g6642.t1	Sp05g00516		
OG0012136	g6645.t1	Sp05g00512		
OG0012137	g6650.t1	Sp05g00509		
OG0012138	g6656.t1	Sp05g00501		
OG0012139	g6660.t1	Sp05g00497		
OG0012140	g6662.t1	Sp05g00495		
OG0012141	g6664.t1	Sp05g00493		
OG0012142	g6666.t1	Sp05g00491		
OG0012143	g6667.t1	Sp05g00490		
OG0012144	g6668.t1	Sp05g00489		
OG0012145	g6670.t1	Sp05g00486		
OG0012146	g6673.t1	Sp05g00482		
OG0012147	g6674.t1	Sp05g00481		
OG0012148	g6678.t1	Sp05g00477		
OG0012149	g6680.t1	Sp05g00474		
OG0012150	g6681.t1	Sp05g00472		
OG0012151	g6682.t1	Sp05g00471		
OG0012152	g6683.t1	Sp05g00470		
OG0012153	g6685.t1	Sp05g00468		
OG0012154	g6696.t1	Sp05g00442		
OG0012155	g6697.t1	Sp05g00441		
OG0012156	g6698.t1	Sp05g00440		
OG0012157	g6701.t1	Sp05g00430		
OG0012158	g6706.t1	Sp05g00421		
OG0012159	g6710.t1	Sp05g00417		
OG0012160	g6715.t1	Sp05g00412		
OG0012161	g6725.t1	Sp05g00399		
OG0012162	g6729.t1	Sp05g00397		
OG0012163	g6735.t1	Sp05g00391		
OG0012164	g6736.t1	Sp05g00390		
OG0012165	g6737.t1	Sp05g00389		
OG0012166	g6741.t1	Sp05g00385		
OG0012167	g6745.t1	Sp05g00381		
OG0012168	g6748.t1	Sp05g00378		
OG0012169	g6749.t1	Sp05g00377		
OG0012170	g6763.t1	Sp05g00360		
OG0012171	g6766.t1	Sp05g00353		
OG0012172	g6767.t1	Sp05g00352		
OG0012173	g6772.t1	Sp05g00347		
OG0012174	g6773.t1	Sp05g00346		
OG0012175	g6775.t1	Sp05g00344		
OG0012176	g6782.t1	Sp05g00336		
OG0012177	g6784.t1	Sp05g00334		
OG0012178	g6787.t1	Sp05g00331		
OG0012179	g6790.t1	Sp05g00328		
OG0012180	g6791.t1	Sp05g00327		
OG0012181	g6792.t1	Sp05g00326		
OG0012182	g6796.t1	Sp05g00324		
OG0012183	g6798.t1	Sp05g00322		
OG0012184	g6805.t1	Sp05g00312		
OG0012185	g6807.t1	Sp05g00310		
OG0012186	g6810.t1	Sp05g00308		
OG0012187	g6815.t1	Sp05g00303		
OG0012188	g6817.t1	Sp05g00301		
OG0012189	g6822.t1	Sp05g00296		
OG0012190	g6825.t1	Sp05g00292		
OG0012191	g6827.t1	Sp05g00290		
OG0012192	g6828.t1	Sp05g00289		
OG0012193	g6829.t1	Sp05g00288		
OG0012194	g6830.t1	Sp05g00287		
OG0012195	g6838.t1	Sp05g00278		
OG0012196	g6843.t1	Sp05g00274		
OG0012197	g6847.t1	Sp05g00261		
OG0012198	g6850.t1	Sp05g00259		
OG0012199	g6874.t1	Sp05g00237		
OG0012200	g6879.t1	Sp05g00231		
OG0012201	g6883.t1	Sp05g00229		
OG0012202	g6892.t1	Sp05g00222		
OG0012203	g6893.t1	Sp05g00220		
OG0012204	g6894.t1	Sp05g00219		
OG0012205	g6895.t1	Sp05g00218		
OG0012206	g6896.t1	Sp05g00217		
OG0012207	g6899.t1	Sp05g00214		
OG0012208	g6900.t1	Sp05g00213		
OG0012209	g6901.t1	Sp05g00212		
OG0012210	g6906.t1	Sp05g00205		
OG0012211	g6907.t1	Sp05g00204		
OG0012212	g6909.t1	Sp05g00202		
OG0012213	g6917.t1	Sp05g00195		
OG0012214	g6919.t1	Sp05g00192		
OG0012215	g6928.t1	Sp05g00181		
OG0012216	g6938.t1	Sp05g00172		
OG0012217	g6940.t1	Sp05g00169		
OG0012218	g6941.t1	Sp05g00168		
OG0012219	g6942.t1	Sp05g00167		
OG0012220	g6943.t1	Sp05g00166		
OG0012221	g6944.t1	Sp05g00164		
OG0012222	g6945.t1	Sp05g00163		
OG0012223	g6946.t1	Sp05g00162		
OG0012224	g6947.t1	Sp05g00161		
OG0012225	g6954.t1	Sp05g00155		
OG0012226	g6956.t1	Sp05g00119		
OG0012227	g6970.t1	Sp05g00132		
OG0012228	g6971.t1	Sp05g00087		
OG0012229	g6975.t1	Sp05g00084		
OG0012230	g6976.t1	Sp05g00083		
OG0012231	g6985.t1	Sp05g00072		
OG0012232	g6987.t1	Sp05g00070		
OG0012233	g6993.t1	Sp05g00065		
OG0012234	g6995.t1	Sp05g00063		
OG0012235	g6996.t1	Sp05g00062		
OG0012236	g7006.t1	Sp05g00052		
OG0012237	g7007.t1	Sp05g00051		
OG0012238	g7019.t1	Sp05g00037		
OG0012239	g7020.t1	Sp05g00036		
OG0012240	g7024.t1	Sp05g00033		
OG0012241	g7027.t1	Sp05g00029		
OG0012242	g7039.t1	Sp05g00017		
OG0012243	g7042.t1	Sp05g00015		
OG0012244	g7043.t1	Sp05g00014		
OG0012245	g7048.t1	Sp05g00007		
OG0012246	g7050.t1	Sp05g00005		
OG0012247	g7052.t1	Sp05g00003		
OG0012248	g7053.t1	Sp05g00002		
OG0012249	g7054.t1	Sp05g00001		
OG0012250	g7071.t1	Sp05g00625		
OG0012251	g7072.t1	Sp05g00626		
OG0012252	g7073.t1	Sp05g00627		
OG0012253	g7074.t1	Sp05g00628		
OG0012254	g7075.t1	Sp05g00629		
OG0012255	g7081.t1	Sp05g00638		
OG0012256	g7106.t1	Sp05g00634		
OG0012257	g7129.t1	Sp05g00654		
OG0012258	g7138.t1	Sp05g00664		
OG0012259	g7139.t1	Sp05g00665		
OG0012260	g7141.t1	Sp05g00666		
