Orthogroup	Species Tree Node	Gene Tree Node	Support	Type	Genes 1	Genes 2
OG0002511	Sp9509_oxford_v3.proteins	n2	1.0	Terminal	Sp9509_oxford_v3_proteins_Sp12g00280	Sp9509_oxford_v3_proteins_Sp12g00272
OG0002512	Sp9509_oxford_v3.proteins	n3	1.0	Terminal	Sp9509_oxford_v3_proteins_Sp12g00277	Sp9509_oxford_v3_proteins_Sp12g00287
OG0002513	Sp9509_oxford_v3.proteins	n2	1.0	Terminal	Sp9509_oxford_v3_proteins_Sp12g00301	Sp9509_oxford_v3_proteins_Sp12g00302
OG0002514	wa7733.asm1v1.ann1.run1.all.std.maker.proteins.func	n3	1.0	Terminal	wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_006424_1	wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_006424_2
OG0002515	N1	n2	0.5	Non-Terminal	wa8730_asm201904v2_ann1_proteins_Wa8730a015g004350_P001	wa8730_asm201904v2_ann1_proteins_Wa8730a015g004210_P001, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_006408_1
OG0002516	Sp7498_pacbio.protein	n3	1.0	Terminal	Sp7498_pacbio_protein_g13762.t1	Sp7498_pacbio_protein_g19052.t1
OG0002517	wa7733.asm1v1.ann1.run1.all.std.maker.proteins.func	n2	1.0	Terminal	wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_006412_1	wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_006412_2
OG0002518	wa8730.asm201904v2.ann1.proteins	n3	1.0	Terminal	wa8730_asm201904v2_ann1_proteins_Wa8730a015g004130_P002	wa8730_asm201904v2_ann1_proteins_Wa8730a015g004130_P001
OG0002519	Sp7498_pacbio.protein	n3	1.0	Terminal	Sp7498_pacbio_protein_g13793.t1	Sp7498_pacbio_protein_g13797.t1
OG0002520	Sp9509_oxford_v3.proteins	n3	1.0	Terminal	Sp9509_oxford_v3_proteins_Sp17g00355	Sp9509_oxford_v3_proteins_Sp12g00370
OG0002521	wa7733.asm1v1.ann1.run1.all.std.maker.proteins.func	n3	1.0	Terminal	wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_009383_1	wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_009383_2
OG0002522	wa7733.asm1v1.ann1.run1.all.std.maker.proteins.func	n3	1.0	Terminal	wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_011359_2	wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_011359_1
OG0002523	wa8730.asm201904v2.ann1.proteins	n3	1.0	Terminal	wa8730_asm201904v2_ann1_proteins_Wa8730a015g003340_P001	wa8730_asm201904v2_ann1_proteins_Wa8730a015g003340_P002
OG0002524	wa8730.asm201904v2.ann1.proteins	n3	1.0	Terminal	wa8730_asm201904v2_ann1_proteins_Wa8730a015g003400_P001	wa8730_asm201904v2_ann1_proteins_Wa8730a015g003410_P001
OG0002525	wa7733.asm1v1.ann1.run1.all.std.maker.proteins.func	n3	1.0	Terminal	wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_012632_1	wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_003221_1
OG0002526	Sp7498_pacbio.protein	n3	1.0	Terminal	Sp7498_pacbio_protein_g13973.t1	Sp7498_pacbio_protein_g13972.t1
OG0002527	Sp9509_oxford_v3.proteins	n3	1.0	Terminal	Sp9509_oxford_v3_proteins_Sp05g00684	Sp9509_oxford_v3_proteins_Sp12g00585
OG0002528	wa8730.asm201904v2.ann1.proteins	n3	1.0	Terminal	wa8730_asm201904v2_ann1_proteins_Wa8730a00Ug000150_P001	wa8730_asm201904v2_ann1_proteins_Wa8730a015g002640_P001
OG0002529	Sp9509_oxford_v3.proteins	n3	1.0	Terminal	Sp9509_oxford_v3_proteins_Sp12g00616	Sp9509_oxford_v3_proteins_Sp12g00614
OG0002530	N2	n2	0.5	Non-Terminal	Sp7498_pacbio_protein_g14037.t1, Sp9509_oxford_v3_proteins_Sp12g00643	Sp9509_oxford_v3_proteins_Sp12g00037
OG0002531	N1	n2	0.5	Non-Terminal	wa8730_asm201904v2_ann1_proteins_Wa8730a015g002130_P001	wa8730_asm201904v2_ann1_proteins_Wa8730a015g002120_P001, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_007389_1
OG0002532	wa7733.asm1v1.ann1.run1.all.std.maker.proteins.func	n3	1.0	Terminal	wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_007402_2	wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_007402_1
OG0002533	wa7733.asm1v1.ann1.run1.all.std.maker.proteins.func	n3	1.0	Terminal	wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_007409_1	wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_007408_1
OG0002534	wa7733.asm1v1.ann1.run1.all.std.maker.proteins.func	n3	1.0	Terminal	wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_010444_1	wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_010443_1
OG0002535	Sp9509_oxford_v3.proteins	n3	1.0	Terminal	Sp9509_oxford_v3_proteins_Sp12g00723	Sp9509_oxford_v3_proteins_Sp12g00724
OG0002536	Sp7498_pacbio.protein	n3	1.0	Terminal	Sp7498_pacbio_protein_g14144.t1	Sp7498_pacbio_protein_g14142.t1
OG0002537	Sp9509_oxford_v3.proteins	n3	1.0	Terminal	Sp9509_oxford_v3_proteins_Sp12g00814	Sp9509_oxford_v3_proteins_Sp12g00815
OG0002538	wa7733.asm1v1.ann1.run1.all.std.maker.proteins.func	n3	1.0	Terminal	wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_002524_1	wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_015012_1
OG0002539	Sp7498_pacbio.protein	n3	1.0	Terminal	Sp7498_pacbio_protein_g18742.t1	Sp7498_pacbio_protein_g14257.t1
OG0002540	wa8730.asm201904v2.ann1.proteins	n3	1.0	Terminal	wa8730_asm201904v2_ann1_proteins_Wa8730a015g000630_P001	wa8730_asm201904v2_ann1_proteins_Wa8730a015g000620_P001
OG0002541	Sp9509_oxford_v3.proteins	n3	1.0	Terminal	Sp9509_oxford_v3_proteins_Sp05g01049	Sp9509_oxford_v3_proteins_Sp12g00878
OG0002542	N2	n1	1.0	Non-Terminal: STRIDE	Sp7498_pacbio_protein_g14272.t1, Sp9509_oxford_v3_proteins_Sp12g00882	Sp9509_oxford_v3_proteins_Sp12g00048, Sp7498_pacbio_protein_g14443.t1
OG0002543	Sp7498_pacbio.protein	n3	1.0	Terminal	Sp7498_pacbio_protein_g14310.t1	Sp7498_pacbio_protein_g14325.t1
OG0002544	wa7733.asm1v1.ann1.run1.all.std.maker.proteins.func	n3	1.0	Terminal	wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_010000_1	wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_010001_1
OG0002545	Sp9509_oxford_v3.proteins	n1	1.0	Terminal	Sp9509_oxford_v3_proteins_Sp12g00103, Sp9509_oxford_v3_proteins_Sp12g00105	Sp9509_oxford_v3_proteins_Sp12g00076, Sp9509_oxford_v3_proteins_Sp12g00080
OG0002545	Sp9509_oxford_v3.proteins	n2	1.0	Terminal	Sp9509_oxford_v3_proteins_Sp12g00103	Sp9509_oxford_v3_proteins_Sp12g00105
OG0002545	Sp9509_oxford_v3.proteins	n3	1.0	Terminal	Sp9509_oxford_v3_proteins_Sp12g00076	Sp9509_oxford_v3_proteins_Sp12g00080
OG0002546	N2	n0	1.0	Non-Terminal	Sp7498_pacbio_protein_g14421.t1, Sp9509_oxford_v3_proteins_Sp12g00087	Sp9509_oxford_v3_proteins_Sp12g00086, Sp7498_pacbio_protein_g14423.t1, Sp7498_pacbio_protein_g14422.t1
OG0002546	Sp7498_pacbio.protein	n3	1.0	Terminal	Sp7498_pacbio_protein_g14423.t1	Sp7498_pacbio_protein_g14422.t1
OG0002547	wa7733.asm1v1.ann1.run1.all.std.maker.proteins.func	n3	1.0	Terminal	wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_007914_1	wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_007914_2
OG0002548	wa7733.asm1v1.ann1.run1.all.std.maker.proteins.func	n3	1.0	Terminal	wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_011527_1	wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_011525_1
OG0002549	wa7733.asm1v1.ann1.run1.all.std.maker.proteins.func	n3	1.0	Terminal	wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_011524_2	wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_011524_1
OG0002550	wa7733.asm1v1.ann1.run1.all.std.maker.proteins.func	n3	1.0	Terminal	wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_003947_1	wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_003947_2
OG0002551	wa7733.asm1v1.ann1.run1.all.std.maker.proteins.func	n3	1.0	Terminal	wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_003945_2	wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_003945_1
OG0002552	wa7733.asm1v1.ann1.run1.all.std.maker.proteins.func	n3	1.0	Terminal	wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_013371_2	wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_013371_1
OG0002553	wa7733.asm1v1.ann1.run1.all.std.maker.proteins.func	n3	1.0	Terminal	wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_015049_1	wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_015050_1
OG0002554	Sp9509_oxford_v3.proteins	n3	1.0	Terminal	Sp9509_oxford_v3_proteins_Sp18g00563	Sp9509_oxford_v3_proteins_Sp18g00562
OG0002555	Sp9509_oxford_v3.proteins	n3	1.0	Terminal	Sp9509_oxford_v3_proteins_Sp18g00545	Sp9509_oxford_v3_proteins_Sp18g00546
OG0002556	wa7733.asm1v1.ann1.run1.all.std.maker.proteins.func	n3	1.0	Terminal	wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_013164_2	wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_013164_1
OG0002557	wa8730.asm201904v2.ann1.proteins	n3	1.0	Terminal	wa8730_asm201904v2_ann1_proteins_Wa8730a016g001650_P003	wa8730_asm201904v2_ann1_proteins_Wa8730a016g001650_P002
OG0002558	Sp9509_oxford_v3.proteins	n3	1.0	Terminal	Sp9509_oxford_v3_proteins_Sp18g00439	Sp9509_oxford_v3_proteins_Sp18g00438
OG0002559	wa8730.asm201904v2.ann1.proteins	n3	1.0	Terminal	wa8730_asm201904v2_ann1_proteins_Wa8730a016g002160_P001	wa8730_asm201904v2_ann1_proteins_Wa8730a016g002160_P002
OG0002560	wa7733.asm1v1.ann1.run1.all.std.maker.proteins.func	n2	1.0	Terminal	wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_005071_2	wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_005071_1
OG0002561	wa7733.asm1v1.ann1.run1.all.std.maker.proteins.func	n3	1.0	Terminal	wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_005074_2	wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_005074_1
OG0002562	Sp9509_oxford_v3.proteins	n3	1.0	Terminal	Sp9509_oxford_v3_proteins_Sp18g00392	Sp9509_oxford_v3_proteins_Sp18g00393
OG0002563	Sp9509_oxford_v3.proteins	n3	1.0	Terminal	Sp9509_oxford_v3_proteins_Sp18g00388	Sp9509_oxford_v3_proteins_Sp18g00389
OG0002564	wa8730.asm201904v2.ann1.proteins	n3	1.0	Terminal	wa8730_asm201904v2_ann1_proteins_Wa8730a016g002490_P001	wa8730_asm201904v2_ann1_proteins_Wa8730a016g002490_P002
OG0002565	wa7733.asm1v1.ann1.run1.all.std.maker.proteins.func	n3	1.0	Terminal	wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_005096_1	wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_005095_1
OG0002566	wa8730.asm201904v2.ann1.proteins	n3	1.0	Terminal	wa8730_asm201904v2_ann1_proteins_Wa8730a016g002810_P001	wa8730_asm201904v2_ann1_proteins_Wa8730a016g002810_P002
OG0002567	wa7733.asm1v1.ann1.run1.all.std.maker.proteins.func	n3	1.0	Terminal	wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_007526_1	wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_014355_1
OG0002568	Sp9509_oxford_v3.proteins	n3	1.0	Terminal	Sp9509_oxford_v3_proteins_Sp18g00290	Sp9509_oxford_v3_proteins_Sp18g00291
OG0002569	wa8730.asm201904v2.ann1.proteins	n3	1.0	Terminal	wa8730_asm201904v2_ann1_proteins_Wa8730a006g007270_P001	wa8730_asm201904v2_ann1_proteins_Wa8730a016g003140_P001
OG0002570	wa8730.asm201904v2.ann1.proteins	n2	1.0	Terminal	wa8730_asm201904v2_ann1_proteins_Wa8730a016g003490_P001	wa8730_asm201904v2_ann1_proteins_Wa8730a016g003350_P001
OG0002571	Sp9509_oxford_v3.proteins	n3	1.0	Terminal	Sp9509_oxford_v3_proteins_Sp18g00252	Sp9509_oxford_v3_proteins_Sp18g00253
OG0002572	wa8730.asm201904v2.ann1.proteins	n3	1.0	Terminal	wa8730_asm201904v2_ann1_proteins_Wa8730a016g003560_P001	wa8730_asm201904v2_ann1_proteins_Wa8730a016g003550_P001
OG0002573	wa7733.asm1v1.ann1.run1.all.std.maker.proteins.func	n3	1.0	Terminal	wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_000746_1	wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_000747_1
OG0002574	Sp7498_pacbio.protein	n3	1.0	Terminal	Sp7498_pacbio_protein_g14973.t1	Sp7498_pacbio_protein_g14974.t1
OG0002575	Sp7498_pacbio.protein	n3	1.0	Terminal	Sp7498_pacbio_protein_g15002.t1	Sp7498_pacbio_protein_g15003.t1
OG0002576	wa8730.asm201904v2.ann1.proteins	n3	1.0	Terminal	wa8730_asm201904v2_ann1_proteins_Wa8730a016g004170_P002	wa8730_asm201904v2_ann1_proteins_Wa8730a016g004170_P001
OG0002577	Sp9509_oxford_v3.proteins	n3	1.0	Terminal	Sp9509_oxford_v3_proteins_Sp18g00063	Sp9509_oxford_v3_proteins_Sp18g00062
OG0002578	Sp9509_oxford_v3.proteins	n3	1.0	Terminal	Sp9509_oxford_v3_proteins_Sp18g00056	Sp9509_oxford_v3_proteins_Sp18g00055
OG0002579	wa8730.asm201904v2.ann1.proteins	n3	1.0	Terminal	wa8730_asm201904v2_ann1_proteins_Wa8730a011g005980_P001	wa8730_asm201904v2_ann1_proteins_Wa8730a015g000690_P001
OG0002580	wa8730.asm201904v2.ann1.proteins	n3	1.0	Terminal	wa8730_asm201904v2_ann1_proteins_Wa8730a011g005850_P001	wa8730_asm201904v2_ann1_proteins_Wa8730a015g000730_P001
OG0002581	Sp9509_oxford_v3.proteins	n3	1.0	Terminal	Sp9509_oxford_v3_proteins_Sp05g01019	Sp9509_oxford_v3_proteins_Sp11g00918
OG0002582	N1	n1	1.0	Non-Terminal	wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_010264_1, wa8730_asm201904v2_ann1_proteins_Wa8730a011g005820_P001	wa8730_asm201904v2_ann1_proteins_Wa8730a011g005820_P002, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_010264_2
OG0002583	Sp9509_oxford_v3.proteins	n3	1.0	Terminal	Sp9509_oxford_v3_proteins_Sp11g00917	Sp9509_oxford_v3_proteins_Sp11g00916
OG0002584	wa8730.asm201904v2.ann1.proteins	n3	1.0	Terminal	wa8730_asm201904v2_ann1_proteins_Wa8730a011g005270_P002	wa8730_asm201904v2_ann1_proteins_Wa8730a011g005270_P001
OG0002585	wa7733.asm1v1.ann1.run1.all.std.maker.proteins.func	n3	1.0	Terminal	wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_011813_1	wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_011813_2
OG0002586	Sp9509_oxford_v3.proteins	n3	1.0	Terminal	Sp9509_oxford_v3_proteins_Sp12g00418	Sp9509_oxford_v3_proteins_Sp11g00717
OG0002587	Sp7498_pacbio.protein	n3	1.0	Terminal	Sp7498_pacbio_protein_g15391.t1	Sp7498_pacbio_protein_g18962.t1
OG0002588	wa7733.asm1v1.ann1.run1.all.std.maker.proteins.func	n3	1.0	Terminal	wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_003743_1	wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_003742_1
OG0002589	wa7733.asm1v1.ann1.run1.all.std.maker.proteins.func	n3	1.0	Terminal	wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_003760_2	wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_003760_1
OG0002590	Sp9509_oxford_v3.proteins	n3	1.0	Terminal	Sp9509_oxford_v3_proteins_Sp17g00292	Sp9509_oxford_v3_proteins_Sp11g00677
OG0002591	N2	n2	0.5	Non-Terminal	Sp9509_oxford_v3_proteins_Sp11g00606, Sp7498_pacbio_protein_g15488.t1	Sp7498_pacbio_protein_g15487.t1
OG0002592	Sp9509_oxford_v3.proteins	n3	1.0	Terminal	Sp9509_oxford_v3_proteins_Sp15g00387	Sp9509_oxford_v3_proteins_Sp11g00596
OG0002593	wa7733.asm1v1.ann1.run1.all.std.maker.proteins.func	n3	1.0	Terminal	wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_005814_1	wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_005815_1
OG0002594	wa8730.asm201904v2.ann1.proteins	n2	1.0	Terminal	wa8730_asm201904v2_ann1_proteins_Wa8730a011g003550_P002	wa8730_asm201904v2_ann1_proteins_Wa8730a011g003550_P001
OG0002595	Sp9509_oxford_v3.proteins	n3	1.0	Terminal	Sp9509_oxford_v3_proteins_Sp11g00506	Sp9509_oxford_v3_proteins_Sp11g00505
OG0002596	Sp9509_oxford_v3.proteins	n3	1.0	Terminal	Sp9509_oxford_v3_proteins_Sp11g00476	Sp9509_oxford_v3_proteins_Sp11g00477
OG0002597	wa7733.asm1v1.ann1.run1.all.std.maker.proteins.func	n2	1.0	Terminal	wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_000211_1	wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_003849_1
OG0002597	wa8730.asm201904v2.ann1.proteins	n3	1.0	Terminal	wa8730_asm201904v2_ann1_proteins_Wa8730a011g003000_P001	wa8730_asm201904v2_ann1_proteins_Wa8730a011g003000_P002
OG0002598	wa8730.asm201904v2.ann1.proteins	n3	1.0	Terminal	wa8730_asm201904v2_ann1_proteins_Wa8730a011g002650_P001	wa8730_asm201904v2_ann1_proteins_Wa8730a011g002650_P002
OG0002599	wa7733.asm1v1.ann1.run1.all.std.maker.proteins.func	n3	1.0	Terminal	wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_000252_2	wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_000252_1
OG0002600	wa7733.asm1v1.ann1.run1.all.std.maker.proteins.func	n3	1.0	Terminal	wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_000307_2	wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_000307_1
OG0002601	wa7733.asm1v1.ann1.run1.all.std.maker.proteins.func	n3	1.0	Terminal	wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_008912_1	wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_000299_1
OG0002602	Sp9509_oxford_v3.proteins	n3	1.0	Terminal	Sp9509_oxford_v3_proteins_Sp11g00361	Sp9509_oxford_v3_proteins_Sp11g00362
OG0002603	wa7733.asm1v1.ann1.run1.all.std.maker.proteins.func	n3	1.0	Terminal	wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_000316_1	wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_000316_2
OG0002604	N2	n1	1.0	Non-Terminal	Sp9509_oxford_v3_proteins_Sp11g00285, Sp7498_pacbio_protein_g15799.t1	Sp9509_oxford_v3_proteins_Sp11g00286, Sp7498_pacbio_protein_g15798.t1
OG0002605	wa8730.asm201904v2.ann1.proteins	n3	1.0	Terminal	wa8730_asm201904v2_ann1_proteins_Wa8730a011g001360_P001	wa8730_asm201904v2_ann1_proteins_Wa8730a011g001310_P001
OG0002606	wa8730.asm201904v2.ann1.proteins	n3	1.0	Terminal	wa8730_asm201904v2_ann1_proteins_Wa8730a011g001320_P001	wa8730_asm201904v2_ann1_proteins_Wa8730a011g001350_P001
OG0002607	wa8730.asm201904v2.ann1.proteins	n2	1.0	Terminal	wa8730_asm201904v2_ann1_proteins_Wa8730a011g001550_P001	wa8730_asm201904v2_ann1_proteins_Wa8730a011g001550_P002
OG0002608	N1	n2	0.5	Non-Terminal	wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_000353_1, wa8730_asm201904v2_ann1_proteins_Wa8730a011g001540_P001	wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_010363_1
OG0002609	Sp9509_oxford_v3.proteins	n3	1.0	Terminal	Sp9509_oxford_v3_proteins_Sp11g00222	Sp9509_oxford_v3_proteins_Sp11g00229
OG0002610	Sp9509_oxford_v3.proteins	n3	1.0	Terminal	Sp9509_oxford_v3_proteins_Sp11g00167	Sp9509_oxford_v3_proteins_Sp11g00174
OG0002611	wa8730.asm201904v2.ann1.proteins	n3	1.0	Terminal	wa8730_asm201904v2_ann1_proteins_Wa8730a011g000900_P001	wa8730_asm201904v2_ann1_proteins_Wa8730a011g000910_P001
OG0002612	Sp9509_oxford_v3.proteins	n3	1.0	Terminal	Sp9509_oxford_v3_proteins_Sp11g00120	Sp9509_oxford_v3_proteins_Sp11g00121
OG0002613	Sp9509_oxford_v3.proteins	n3	1.0	Terminal	Sp9509_oxford_v3_proteins_Sp10g01057	Sp9509_oxford_v3_proteins_Sp11g00115
OG0002614	wa7733.asm1v1.ann1.run1.all.std.maker.proteins.func	n2	1.0	Terminal	wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_007209_2	wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_007209_1
OG0002615	wa7733.asm1v1.ann1.run1.all.std.maker.proteins.func	n3	1.0	Terminal	wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_014412_1	wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_013602_1
OG0002616	wa7733.asm1v1.ann1.run1.all.std.maker.proteins.func	n3	1.0	Terminal	wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_009237_1	wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_013601_1
OG0002617	wa7733.asm1v1.ann1.run1.all.std.maker.proteins.func	n2	1.0	Terminal	wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_009222_2	wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_009222_1
OG0002618	wa7733.asm1v1.ann1.run1.all.std.maker.proteins.func	n3	1.0	Terminal	wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_012767_1	wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_004459_1
OG0002619	N2	n1	1.0	Non-Terminal: STRIDE	Sp7498_pacbio_protein_g16067.t1, Sp9509_oxford_v3_proteins_Sp03g01348	Sp7498_pacbio_protein_g16066.t1, Sp9509_oxford_v3_proteins_Sp03g01349
OG0002620	wa7733.asm1v1.ann1.run1.all.std.maker.proteins.func	n3	1.0	Terminal	wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_011337_2	wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_011337_1
OG0002621	wa8730.asm201904v2.ann1.proteins	n3	1.0	Terminal	wa8730_asm201904v2_ann1_proteins_Wa8730a003g008530_P001	wa8730_asm201904v2_ann1_proteins_Wa8730a009g004400_P001
OG0002622	wa7733.asm1v1.ann1.run1.all.std.maker.proteins.func	n2	1.0	Terminal	wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_011344_2	wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_011344_1
OG0002623	Sp9509_oxford_v3.proteins	n3	1.0	Terminal	Sp9509_oxford_v3_proteins_Sp03g01304	Sp9509_oxford_v3_proteins_Sp03g01307
OG0002624	N1	n2	0.5	Non-Terminal	wa8730_asm201904v2_ann1_proteins_Wa8730a003g008280_P001, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_013416_1	wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_013417_1
