Orthogroup	wa7733.asm1v1.ann1.run1.all.std.maker.proteins.func	wa8730.asm201904v2.ann1.proteins
OG0008920	wa7733.asm1v1.ann1.run1_011294_1	Wa8730a003g006870_P001
OG0008921	wa7733.asm1v1.ann1.run1_008232_1	Wa8730a009g002960_P001
OG0008921	wa7733.asm1v1.ann1.run1_008231_1	Wa8730a009g002970_P001
OG0008922	wa7733.asm1v1.ann1.run1_010390_1	Wa8730a009g004890_P001
OG0008922	wa7733.asm1v1.ann1.run1_010391_1	Wa8730a009g004900_P001
OG0008923	wa7733.asm1v1.ann1.run1_006094_1, wa7733.asm1v1.ann1.run1_006094_3, wa7733.asm1v1.ann1.run1_006094_2	Wa8730a017g001130_P001
OG0008924	wa7733.asm1v1.ann1.run1_006120_1, wa7733.asm1v1.ann1.run1_006119_1	Wa8730a017g001450_P001, Wa8730a017g001460_P001
OG0008925	wa7733.asm1v1.ann1.run1_005443_1, wa7733.asm1v1.ann1.run1_005443_2	Wa8730a020g002740_P001, Wa8730a020g002740_P002
OG0008934	wa7733.asm1v1.ann1.run1_011161_1	Wa8730a004g002860_P001
OG0008935	wa7733.asm1v1.ann1.run1_004454_1	Wa8730a004g002630_P001
OG0008939	wa7733.asm1v1.ann1.run1_008672_1	Wa8730a004g000960_P001
OG0008949	wa7733.asm1v1.ann1.run1_013656_1	Wa8730a017g004150_P001
OG0008950	wa7733.asm1v1.ann1.run1_006061_1	Wa8730a017g004360_P001
OG0008951	wa7733.asm1v1.ann1.run1_006057_1	Wa8730a017g004400_P001
OG0008952	wa7733.asm1v1.ann1.run1_006022_1	Wa8730a017g004720_P001
OG0008955	wa7733.asm1v1.ann1.run1_005386_1	Wa8730a014g000160_P001
OG0008959	wa7733.asm1v1.ann1.run1_007510_1	Wa8730a005g000220_P001
OG0008966	wa7733.asm1v1.ann1.run1_002771_1	Wa8730a005g001110_P001
OG0008979	wa7733.asm1v1.ann1.run1_012709_1	Wa8730a005g002210_P001
OG0008984	wa7733.asm1v1.ann1.run1_010323_1	Wa8730a005g003540_P001
OG0008988	wa7733.asm1v1.ann1.run1_001217_1	Wa8730a005g004020_P001
OG0008992	wa7733.asm1v1.ann1.run1_001144_1	Wa8730a005g004850_P001
OG0008999	wa7733.asm1v1.ann1.run1_006252_1	Wa8730a005g005630_P001
OG0009001	wa7733.asm1v1.ann1.run1_008880_1	Wa8730a005g006310_P001
OG0009002	wa7733.asm1v1.ann1.run1_008875_1	Wa8730a005g006240_P001
OG0009003	wa7733.asm1v1.ann1.run1_012293_1	Wa8730a005g006740_P001
OG0009009	wa7733.asm1v1.ann1.run1_012781_1	Wa8730a001g011360_P001
OG0009015	wa7733.asm1v1.ann1.run1_010746_1	Wa8730a008g000120_P001
OG0009016	wa7733.asm1v1.ann1.run1_013739_1	Wa8730a008g000790_P001
OG0009024	wa7733.asm1v1.ann1.run1_012905_1	Wa8730a008g002310_P001
OG0009031	wa7733.asm1v1.ann1.run1_008923_1	Wa8730a012g000270_P001
OG0009038	wa7733.asm1v1.ann1.run1_010272_1	Wa8730a012g000950_P001
OG0009039	wa7733.asm1v1.ann1.run1_010278_1	Wa8730a012g001010_P001
OG0009040	wa7733.asm1v1.ann1.run1_010279_1	Wa8730a012g001020_P001
OG0009041	wa7733.asm1v1.ann1.run1_010280_1	Wa8730a012g001030_P001
OG0009042	wa7733.asm1v1.ann1.run1_010284_1	Wa8730a012g001080_P001
OG0009043	wa7733.asm1v1.ann1.run1_010283_1	Wa8730a012g001070_P001
OG0009044	wa7733.asm1v1.ann1.run1_010282_1	Wa8730a012g001050_P001
OG0009045	wa7733.asm1v1.ann1.run1_001675_1	Wa8730a012g001150_P001
OG0009046	wa7733.asm1v1.ann1.run1_001674_1	Wa8730a012g001140_P001
OG0009049	wa7733.asm1v1.ann1.run1_001717_1	Wa8730a012g001550_P001
OG0009052	wa7733.asm1v1.ann1.run1_011478_1	Wa8730a012g002290_P001
OG0009059	wa7733.asm1v1.ann1.run1_000189_1	Wa8730a012g003360_P001
OG0009073	wa7733.asm1v1.ann1.run1_000099_1	Wa8730a012g004360_P001
OG0009077	wa7733.asm1v1.ann1.run1_000086_1	Wa8730a012g004520_P001
OG0009080	wa7733.asm1v1.ann1.run1_000045_1	Wa8730a012g004950_P001
OG0009081	wa7733.asm1v1.ann1.run1_000057_1	Wa8730a012g004830_P001
OG0009082	wa7733.asm1v1.ann1.run1_000058_1	Wa8730a012g004810_P001
OG0009083	wa7733.asm1v1.ann1.run1_000051_1	Wa8730a012g004890_P001
OG0009084	wa7733.asm1v1.ann1.run1_000043_1	Wa8730a012g004980_P001
OG0009090	wa7733.asm1v1.ann1.run1_000014_1	Wa8730a012g005290_P001
OG0009092	wa7733.asm1v1.ann1.run1_000007_1	Wa8730a012g005350_P001
OG0009104	wa7733.asm1v1.ann1.run1_004306_1	Wa8730a001g006360_P001
OG0009105	wa7733.asm1v1.ann1.run1_002990_1	Wa8730a001g006400_P001
OG0009116	wa7733.asm1v1.ann1.run1_010688_1	Wa8730a001g010750_P001
OG0009117	wa7733.asm1v1.ann1.run1_010686_1	Wa8730a001g010780_P001
OG0009118	wa7733.asm1v1.ann1.run1_006646_1	Wa8730a001g010990_P001
OG0009125	wa7733.asm1v1.ann1.run1_009523_1	Wa8730a001g011990_P001
OG0009135	wa7733.asm1v1.ann1.run1_004230_1	Wa8730a001g005670_P001
OG0009140	wa7733.asm1v1.ann1.run1_003442_1	Wa8730a001g004970_P001
OG0009145	wa7733.asm1v1.ann1.run1_001641_1	Wa8730a001g004390_P001
OG0009146	wa7733.asm1v1.ann1.run1_001629_1	Wa8730a001g004240_P001
OG0009162	wa7733.asm1v1.ann1.run1_002621_1	Wa8730a001g001630_P001
OG0009166	wa7733.asm1v1.ann1.run1_010346_1	Wa8730a001g000990_P001
OG0009167	wa7733.asm1v1.ann1.run1_010342_1	Wa8730a001g000960_P001
OG0009169	wa7733.asm1v1.ann1.run1_002189_1	Wa8730a001g000690_P001
OG0009173	wa7733.asm1v1.ann1.run1_013399_1	Wa8730a009g003630_P001
OG0009176	wa7733.asm1v1.ann1.run1_014219_1	Wa8730a009g005270_P001
OG0009178	wa7733.asm1v1.ann1.run1_010400_1	Wa8730a009g005040_P001
OG0009179	wa7733.asm1v1.ann1.run1_010396_1	Wa8730a009g004990_P001
OG0009181	wa7733.asm1v1.ann1.run1_009844_1	Wa8730a009g004770_P001
OG0009183	wa7733.asm1v1.ann1.run1_009838_1	Wa8730a009g004690_P001
OG0009185	wa7733.asm1v1.ann1.run1_003659_1	Wa8730a009g005630_P001
OG0009188	wa7733.asm1v1.ann1.run1_012348_1	Wa8730a009g006370_P001
OG0009194	wa7733.asm1v1.ann1.run1_003525_1	Wa8730a009g006990_P001
OG0009197	wa7733.asm1v1.ann1.run1_005428_1	Wa8730a020g002900_P001
OG0009198	wa7733.asm1v1.ann1.run1_005427_1	Wa8730a020g002910_P001
OG0009199	wa7733.asm1v1.ann1.run1_014044_1	Wa8730a006g002740_P001
OG0009206	wa7733.asm1v1.ann1.run1_002471_1	Wa8730a020g001990_P001
OG0009210	wa7733.asm1v1.ann1.run1_005845_1	Wa8730a014g004340_P001
OG0009212	wa7733.asm1v1.ann1.run1_008589_1	Wa8730a020g000720_P001
OG0009214	wa7733.asm1v1.ann1.run1_007760_1	Wa8730a020g000050_P001
OG0009216	wa7733.asm1v1.ann1.run1_006442_1	Wa8730a009g004210_P001
OG0009219	wa7733.asm1v1.ann1.run1_008532_1	Wa8730a009g004080_P001
OG0009221	wa7733.asm1v1.ann1.run1_008514_1	Wa8730a009g003920_P001
OG0009225	wa7733.asm1v1.ann1.run1_002344_1	Wa8730a009g001680_P001
OG0009227	wa7733.asm1v1.ann1.run1_002386_1	Wa8730a009g002100_P001
OG0009229	wa7733.asm1v1.ann1.run1_002422_1	Wa8730a009g002460_P001
OG0009230	wa7733.asm1v1.ann1.run1_002424_1	Wa8730a009g002480_P001
OG0009234	wa7733.asm1v1.ann1.run1_009553_1	Wa8730a009g002850_P001
OG0009242	wa7733.asm1v1.ann1.run1_004885_1	Wa8730a009g000620_P001
OG0009249	wa7733.asm1v1.ann1.run1_012658_1	Wa8730a017g000940_P001
OG0009251	wa7733.asm1v1.ann1.run1_006104_1	Wa8730a017g001230_P001
OG0009252	wa7733.asm1v1.ann1.run1_006129_1	Wa8730a017g001570_P001
OG0009254	wa7733.asm1v1.ann1.run1_014078_1	Wa8730a017g001320_P001
OG0009262	wa7733.asm1v1.ann1.run1_008264_1	Wa8730a017g002630_P001
OG0009263	wa7733.asm1v1.ann1.run1_006777_1	Wa8730a017g002940_P001
OG0009269	wa7733.asm1v1.ann1.run1_010461_1	Wa8730a017g003610_P001
OG0009271	wa7733.asm1v1.ann1.run1_009247_1	Wa8730a004g000170_P001
OG0009272	wa7733.asm1v1.ann1.run1_010853_1	Wa8730a006g000210_P001
OG0009275	wa7733.asm1v1.ann1.run1_014764_1	Wa8730a006g000930_P001
OG0009276	wa7733.asm1v1.ann1.run1_006185_1	Wa8730a006g000900_P001
OG0009279	wa7733.asm1v1.ann1.run1_014155_1	Wa8730a010g003440_P001
OG0009291	wa7733.asm1v1.ann1.run1_007305_1	Wa8730a010g001440_P001
OG0009292	wa7733.asm1v1.ann1.run1_004323_1	Wa8730a010g001180_P001
OG0009298	wa7733.asm1v1.ann1.run1_009355_1	Wa8730a010g000200_P001
OG0009300	wa7733.asm1v1.ann1.run1_011138_1	Wa8730a010g000050_P001
OG0009301	wa7733.asm1v1.ann1.run1_011139_1	Wa8730a010g000040_P001
OG0009302	wa7733.asm1v1.ann1.run1_011140_1	Wa8730a010g000020_P001
OG0009303	wa7733.asm1v1.ann1.run1_011141_1	Wa8730a010g000010_P001
OG0009304	wa7733.asm1v1.ann1.run1_009199_1	Wa8730a010g002490_P001
OG0009315	wa7733.asm1v1.ann1.run1_005301_1	Wa8730a010g004210_P001
OG0009316	wa7733.asm1v1.ann1.run1_005311_1	Wa8730a010g004330_P001
OG0009317	wa7733.asm1v1.ann1.run1_005310_1	Wa8730a010g004320_P001
OG0009318	wa7733.asm1v1.ann1.run1_005309_1	Wa8730a010g004310_P001
OG0009323	wa7733.asm1v1.ann1.run1_005336_1	Wa8730a010g004650_P001
OG0009332	wa7733.asm1v1.ann1.run1_010887_1	Wa8730a010g005950_P001
OG0009337	wa7733.asm1v1.ann1.run1_011366_1	Wa8730a010g006010_P001
OG0009338	wa7733.asm1v1.ann1.run1_011369_1	Wa8730a010g006540_P001
OG0009347	wa7733.asm1v1.ann1.run1_009833_1	Wa8730a010g006840_P001
OG0009351	wa7733.asm1v1.ann1.run1_011732_1	Wa8730a019g003350_P001
OG0009352	wa7733.asm1v1.ann1.run1_013680_1	Wa8730a019g003300_P001
OG0009354	wa7733.asm1v1.ann1.run1_012930_1	Wa8730a019g003160_P001
OG0009356	wa7733.asm1v1.ann1.run1_013311_1	Wa8730a019g002750_P001
OG0009357	wa7733.asm1v1.ann1.run1_011110_1	Wa8730a019g002900_P001
OG0009364	wa7733.asm1v1.ann1.run1_009461_1	Wa8730a019g002550_P001
OG0009365	wa7733.asm1v1.ann1.run1_006859_1	Wa8730a019g002050_P001
OG0009372	wa7733.asm1v1.ann1.run1_005950_1	Wa8730a019g001030_P001
OG0009375	wa7733.asm1v1.ann1.run1_011395_1	Wa8730a019g000360_P001
OG0009387	wa7733.asm1v1.ann1.run1_014283_1	Wa8730a018g003830_P001
OG0009397	wa7733.asm1v1.ann1.run1_002080_1	Wa8730a018g001690_P001
OG0009405	wa7733.asm1v1.ann1.run1_009102_1	Wa8730a018g001200_P001
OG0009408	wa7733.asm1v1.ann1.run1_004978_1	Wa8730a018g000270_P001
OG0009414	wa7733.asm1v1.ann1.run1_003931_1	Wa8730a016g000200_P001
OG0009418	wa7733.asm1v1.ann1.run1_013236_1	Wa8730a016g000080_P001
OG0009422	wa7733.asm1v1.ann1.run1_009617_1	Wa8730a004g007570_P001
OG0009423	wa7733.asm1v1.ann1.run1_006136_1	Wa8730a004g007400_P001
OG0009424	wa7733.asm1v1.ann1.run1_009291_1	Wa8730a004g006750_P001
OG0009425	wa7733.asm1v1.ann1.run1_012963_1	Wa8730a004g006870_P001
OG0009426	wa7733.asm1v1.ann1.run1_005694_1	Wa8730a004g006220_P001
OG0009427	wa7733.asm1v1.ann1.run1_005690_1	Wa8730a004g006290_P001
OG0009428	wa7733.asm1v1.ann1.run1_005677_1	Wa8730a004g006040_P001
OG0009432	wa7733.asm1v1.ann1.run1_004158_1	Wa8730a014g007470_P001
OG0009434	wa7733.asm1v1.ann1.run1_004201_1	Wa8730a014g007010_P001
OG0009439	wa7733.asm1v1.ann1.run1_006974_1	Wa8730a014g006650_P001
OG0009444	wa7733.asm1v1.ann1.run1_014001_1	Wa8730a016g000120_P001
OG0009446	wa7733.asm1v1.ann1.run1_010495_1	Wa8730a014g006210_P001
OG0009451	wa7733.asm1v1.ann1.run1_008487_1	Wa8730a006g003080_P001
OG0009452	wa7733.asm1v1.ann1.run1_001810_1	Wa8730a014g005610_P001
OG0009454	wa7733.asm1v1.ann1.run1_001773_1	Wa8730a014g005140_P001
OG0009455	wa7733.asm1v1.ann1.run1_013225_1	Wa8730a014g005010_P001
OG0009463	wa7733.asm1v1.ann1.run1_007733_1	Wa8730a020g000320_P001
OG0009480	wa7733.asm1v1.ann1.run1_000989_1	Wa8730a014g000990_P001
OG0009483	wa7733.asm1v1.ann1.run1_000963_1	Wa8730a014g001410_P001
OG0009490	wa7733.asm1v1.ann1.run1_000895_1	Wa8730a014g002090_P001
OG0009494	wa7733.asm1v1.ann1.run1_004430_1	Wa8730a006g007410_P001
OG0009499	wa7733.asm1v1.ann1.run1_014794_1	Wa8730a006g006800_P001
OG0009500	wa7733.asm1v1.ann1.run1_003376_1	Wa8730a006g006650_P001
OG0009502	wa7733.asm1v1.ann1.run1_003403_1	Wa8730a006g006360_P001
OG0009503	wa7733.asm1v1.ann1.run1_003401_1	Wa8730a006g006380_P001
OG0009505	wa7733.asm1v1.ann1.run1_003418_1	Wa8730a006g006200_P001
OG0009508	wa7733.asm1v1.ann1.run1_007098_1	Wa8730a006g005970_P001
OG0009509	wa7733.asm1v1.ann1.run1_007084_1	Wa8730a006g005820_P001
OG0009516	wa7733.asm1v1.ann1.run1_011013_1	Wa8730a006g005310_P001
OG0009517	wa7733.asm1v1.ann1.run1_011004_1	Wa8730a006g005230_P001
OG0009519	wa7733.asm1v1.ann1.run1_008031_1	Wa8730a007g001000_P001
OG0009520	wa7733.asm1v1.ann1.run1_003917_1	Wa8730a007g000890_P001
OG0009524	wa7733.asm1v1.ann1.run1_003115_1	Wa8730a007g002510_P001
OG0009530	wa7733.asm1v1.ann1.run1_008640_1	Wa8730a007g003240_P001
OG0009531	wa7733.asm1v1.ann1.run1_005501_1	Wa8730a007g003450_P001
OG0009536	wa7733.asm1v1.ann1.run1_002842_1	Wa8730a007g004260_P001
OG0009539	wa7733.asm1v1.ann1.run1_011666_1	Wa8730a007g004440_P001
OG0009548	wa7733.asm1v1.ann1.run1_000667_1	Wa8730a007g006700_P001
OG0009552	wa7733.asm1v1.ann1.run1_000628_1	Wa8730a007g007300_P001
OG0009558	wa7733.asm1v1.ann1.run1_000574_1	Wa8730a007g007850_P001
OG0009561	wa7733.asm1v1.ann1.run1_004042_1	Wa8730a007g008820_P001
OG0009562	wa7733.asm1v1.ann1.run1_004070_1	Wa8730a007g009070_P001
OG0009563	wa7733.asm1v1.ann1.run1_004071_1	Wa8730a007g009080_P001
OG0009568	wa7733.asm1v1.ann1.run1_009670_1	Wa8730a013g000920_P001
OG0009572	wa7733.asm1v1.ann1.run1_008938_1	Wa8730a013g002020_P001
OG0009574	wa7733.asm1v1.ann1.run1_009965_1	Wa8730a013g002340_P001
OG0009576	wa7733.asm1v1.ann1.run1_012920_1	Wa8730a013g002720_P001
OG0009579	wa7733.asm1v1.ann1.run1_013024_1	Wa8730a013g003320_P001
OG0009583	wa7733.asm1v1.ann1.run1_000423_1	Wa8730a013g003800_P001
OG0009584	wa7733.asm1v1.ann1.run1_010795_1	Wa8730a013g000360_P001
OG0009585	wa7733.asm1v1.ann1.run1_000434_1	Wa8730a013g003880_P001
OG0009597	wa7733.asm1v1.ann1.run1_005171_1	Wa8730a013g005190_P001
OG0009599	wa7733.asm1v1.ann1.run1_012741_1	Wa8730a013g005300_P001
OG0009601	wa7733.asm1v1.ann1.run1_012229_1	Wa8730a013g000070_P001
OG0009602	wa7733.asm1v1.ann1.run1_012228_1	Wa8730a013g000060_P001
OG0009603	wa7733.asm1v1.ann1.run1_012226_1	Wa8730a013g000030_P001
OG0009604	wa7733.asm1v1.ann1.run1_012108_1	Wa8730a007g000060_P001
OG0009611	wa7733.asm1v1.ann1.run1_013343_1	Wa8730a008g005530_P001
OG0009612	wa7733.asm1v1.ann1.run1_012342_1	Wa8730a008g004470_P001
OG0009613	wa7733.asm1v1.ann1.run1_005251_1	Wa8730a008g005090_P001
OG0009614	wa7733.asm1v1.ann1.run1_007524_1	Wa8730a005g000090_P001
OG0009615	wa7733.asm1v1.ann1.run1_005271_1	Wa8730a008g005340_P001
OG0009620	wa7733.asm1v1.ann1.run1_011834_1	Wa8730a008g003880_P001
OG0009624	wa7733.asm1v1.ann1.run1_013955_1	Wa8730a008g003550_P001
OG0009626	wa7733.asm1v1.ann1.run1_000479_1	Wa8730a013g004410_P001
OG0009627	wa7733.asm1v1.ann1.run1_009947_1	Wa8730a008g003450_P001
OG0009628	wa7733.asm1v1.ann1.run1_014447_1	Wa8730a008g003010_P001
OG0009632	wa7733.asm1v1.ann1.run1_003872_1	Wa8730a007g000280_P001
OG0009633	wa7733.asm1v1.ann1.run1_003876_1	Wa8730a007g000310_P001
OG0009640	wa7733.asm1v1.ann1.run1_003587_1	Wa8730a006g004130_P001
OG0009641	wa7733.asm1v1.ann1.run1_003588_1	Wa8730a006g004120_P001
OG0009642	wa7733.asm1v1.ann1.run1_003607_1	Wa8730a006g003960_P001
OG0009646	wa7733.asm1v1.ann1.run1_012239_1	Wa8730a006g002610_P001
OG0009648	wa7733.asm1v1.ann1.run1_008715_1	Wa8730a006g002340_P001
OG0009654	wa7733.asm1v1.ann1.run1_011123_1	Wa8730a015g004640_P001
OG0009661	wa7733.asm1v1.ann1.run1_011199_1	Wa8730a015g003920_P001
OG0009668	wa7733.asm1v1.ann1.run1_003280_1	Wa8730a015g002930_P001
OG0009670	wa7733.asm1v1.ann1.run1_006369_1	Wa8730a015g002510_P001
OG0009672	wa7733.asm1v1.ann1.run1_013037_1	Wa8730a015g002230_P001
OG0009681	wa7733.asm1v1.ann1.run1_010726_1	Wa8730a015g001000_P001
OG0009684	wa7733.asm1v1.ann1.run1_002540_1	Wa8730a015g000610_P001
OG0009686	wa7733.asm1v1.ann1.run1_002580_1	Wa8730a015g000170_P001
OG0009689	wa7733.asm1v1.ann1.run1_014201_1	Wa8730a003g006770_P001
OG0009691	wa7733.asm1v1.ann1.run1_010002_1	Wa8730a015g005670_P001
OG0009692	wa7733.asm1v1.ann1.run1_007926_1	Wa8730a005g006620_P001
OG0009698	wa7733.asm1v1.ann1.run1_013369_1	Wa8730a016g000850_P001
OG0009699	wa7733.asm1v1.ann1.run1_013367_1	Wa8730a016g000870_P001
OG0009700	wa7733.asm1v1.ann1.run1_003999_1	Wa8730a016g000920_P001
OG0009703	wa7733.asm1v1.ann1.run1_007821_1	Wa8730a016g001240_P001
OG0009705	wa7733.asm1v1.ann1.run1_007826_1	Wa8730a016g001330_P001
OG0009706	wa7733.asm1v1.ann1.run1_015011_1	Wa8730a016g001520_P001
OG0009707	wa7733.asm1v1.ann1.run1_015213_1	Wa8730a016g001610_P001
OG0009709	wa7733.asm1v1.ann1.run1_009880_1	Wa8730a016g001850_P001
OG0009713	wa7733.asm1v1.ann1.run1_005107_1	Wa8730a016g002640_P001
OG0009714	wa7733.asm1v1.ann1.run1_012834_1	Wa8730a016g002930_P001
OG0009717	wa7733.asm1v1.ann1.run1_007547_1	Wa8730a016g003220_P001
OG0009720	wa7733.asm1v1.ann1.run1_000716_1	Wa8730a016g003410_P001
OG0009721	wa7733.asm1v1.ann1.run1_000718_1	Wa8730a016g003430_P001
OG0009723	wa7733.asm1v1.ann1.run1_012887_1	Wa8730a016g003650_P001
OG0009724	wa7733.asm1v1.ann1.run1_000731_1	Wa8730a016g003570_P001
OG0009728	wa7733.asm1v1.ann1.run1_000834_1	Wa8730a016g004650_P001
OG0009731	wa7733.asm1v1.ann1.run1_009480_1	Wa8730a011g005990_P001
OG0009732	wa7733.asm1v1.ann1.run1_010263_1	Wa8730a011g005810_P001
OG0009733	wa7733.asm1v1.ann1.run1_010262_1	Wa8730a011g005800_P001
OG0009734	wa7733.asm1v1.ann1.run1_011045_1	Wa8730a002g009370_P001
OG0009736	wa7733.asm1v1.ann1.run1_010583_1	Wa8730a011g005560_P001
OG0009742	wa7733.asm1v1.ann1.run1_003766_1	Wa8730a011g004420_P001
OG0009743	wa7733.asm1v1.ann1.run1_003765_1	Wa8730a011g004430_P001
OG0009748	wa7733.asm1v1.ann1.run1_010953_1	Wa8730a001g009060_P001
OG0009750	wa7733.asm1v1.ann1.run1_007571_1	Wa8730a011g003580_P001
OG0009751	wa7733.asm1v1.ann1.run1_007572_1	Wa8730a011g003570_P001
OG0009753	wa7733.asm1v1.ann1.run1_007596_1	Wa8730a011g003260_P001
OG0009757	wa7733.asm1v1.ann1.run1_014578_1	Wa8730a011g002700_P001
OG0009759	wa7733.asm1v1.ann1.run1_000277_1	Wa8730a011g002320_P001
OG0009761	wa7733.asm1v1.ann1.run1_000288_1	Wa8730a011g002210_P001
OG0009770	wa7733.asm1v1.ann1.run1_010518_1	Wa8730a011g000830_P001
OG0009774	wa7733.asm1v1.ann1.run1_007221_1	Wa8730a011g000680_P001
OG0009777	wa7733.asm1v1.ann1.run1_009221_1	Wa8730a011g000030_P001
OG0009779	wa7733.asm1v1.ann1.run1_009637_1	Wa8730a013g005980_P001
OG0009780	wa7733.asm1v1.ann1.run1_011855_1	Wa8730a017g000320_P001
OG0009785	wa7733.asm1v1.ann1.run1_007458_1	Wa8730a003g008390_P001
OG0009790	wa7733.asm1v1.ann1.run1_007482_1	Wa8730a003g008130_P001
OG0009796	wa7733.asm1v1.ann1.run1_004629_1	Wa8730a003g006750_P001
OG0009798	wa7733.asm1v1.ann1.run1_001879_1	Wa8730a003g006530_P001
OG0009800	wa7733.asm1v1.ann1.run1_001972_1	Wa8730a003g005700_P001
OG0009807	wa7733.asm1v1.ann1.run1_004530_1	Wa8730a003g004510_P001
OG0009814	wa7733.asm1v1.ann1.run1_010484_1	Wa8730a003g003790_P001
OG0009815	wa7733.asm1v1.ann1.run1_014573_1	Wa8730a003g003440_P001
OG0009816	wa7733.asm1v1.ann1.run1_014574_1	Wa8730a003g003450_P001
OG0009818	wa7733.asm1v1.ann1.run1_003121_1	Wa8730a007g002550_P001
OG0009830	wa7733.asm1v1.ann1.run1_011471_1	Wa8730a003g001670_P001
OG0009838	wa7733.asm1v1.ann1.run1_008864_1	Wa8730a003g000950_P001
OG0009839	wa7733.asm1v1.ann1.run1_004639_1	Wa8730a003g000650_P001
OG0009842	wa7733.asm1v1.ann1.run1_007689_1	Wa8730a002g010760_P001
OG0009843	wa7733.asm1v1.ann1.run1_007688_1	Wa8730a002g010730_P001
OG0009846	wa7733.asm1v1.ann1.run1_007663_1	Wa8730a002g010440_P001
OG0009849	wa7733.asm1v1.ann1.run1_002012_1	Wa8730a002g008860_P001
OG0009857	wa7733.asm1v1.ann1.run1_001990_1	Wa8730a002g009020_P001
OG0009861	wa7733.asm1v1.ann1.run1_002051_1	Wa8730a002g008380_P001
OG0009862	wa7733.asm1v1.ann1.run1_002050_1	Wa8730a002g008390_P001
OG0009865	wa7733.asm1v1.ann1.run1_001444_1	Wa8730a002g007890_P001
OG0009875	wa7733.asm1v1.ann1.run1_014059_1	Wa8730a002g006760_P001
OG0009878	wa7733.asm1v1.ann1.run1_001089_1	Wa8730a002g006180_P001
OG0009880	wa7733.asm1v1.ann1.run1_001069_1	Wa8730a002g006020_P001
OG0009886	wa7733.asm1v1.ann1.run1_010670_1	Wa8730a002g005050_P001
OG0009888	wa7733.asm1v1.ann1.run1_010674_1	Wa8730a002g005020_P001
OG0009892	wa7733.asm1v1.ann1.run1_011545_1	Wa8730a002g003830_P001
OG0009893	wa7733.asm1v1.ann1.run1_001467_1	Wa8730a002g003490_P001
OG0009894	wa7733.asm1v1.ann1.run1_001466_1	Wa8730a002g003500_P001
OG0009895	wa7733.asm1v1.ann1.run1_001469_1	Wa8730a002g003460_P001
OG0009896	wa7733.asm1v1.ann1.run1_001471_1	Wa8730a002g003440_P001
OG0009903	wa7733.asm1v1.ann1.run1_009510_1	Wa8730a002g002240_P001
OG0009908	wa7733.asm1v1.ann1.run1_004770_1	Wa8730a002g001520_P001
OG0009909	wa7733.asm1v1.ann1.run1_004769_1	Wa8730a002g001510_P001
OG0009913	wa7733.asm1v1.ann1.run1_013972_1	Wa8730a002g000380_P001
OG0009918	wa7733.asm1v1.ann1.run1_005209_1	Wa8730a001g007490_P001
OG0009919	wa7733.asm1v1.ann1.run1_005203_1	Wa8730a001g007440_P001
OG0009920	wa7733.asm1v1.ann1.run1_005191_1	Wa8730a001g007310_P001
OG0009935	wa7733.asm1v1.ann1.run1_005738_1	Wa8730a001g008460_P001
OG0009937	wa7733.asm1v1.ann1.run1_005722_1	Wa8730a001g008310_P001
OG0009938	wa7733.asm1v1.ann1.run1_010958_1	Wa8730a001g009000_P001
OG0009943	wa7733.asm1v1.ann1.run1_008606_1	Wa8730a001g009470_P001
OG0009946	wa7733.asm1v1.ann1.run1_001326_1	Wa8730a001g009990_P001
OG0009948	wa7733.asm1v1.ann1.run1_001305_1	Wa8730a001g010190_P001
OG0009951	wa7733.asm1v1.ann1.run1_010931_1	Wa8730a004g008830_P001
OG0009952	wa7733.asm1v1.ann1.run1_014482_1	Wa8730a004g008630_P001
OG0009955	wa7733.asm1v1.ann1.run1_007172_1	Wa8730a004g008010_P001
OG0009958	wa7733.asm1v1.ann1.run1_010936_1	Wa8730a004g007840_P001
OG0009959	wa7733.asm1v1.ann1.run1_012354_1	Wa8730a009g006320_P001
OG0009960	wa7733.asm1v1.ann1.run1_014659_1	Wa8730a009g005980_P001
OG0009961	wa7733.asm1v1.ann1.run1_003707_1	Wa8730a009g006100_P001
OG0009962	wa7733.asm1v1.ann1.run1_003678_1	Wa8730a009g005780_P001
OG0009963	wa7733.asm1v1.ann1.run1_003677_1	Wa8730a009g005770_P001
OG0009964	wa7733.asm1v1.ann1.run1_003691_1	Wa8730a009g005920_P001
OG0009965	wa7733.asm1v1.ann1.run1_009835_1	Wa8730a009g004660_P001
OG0009966	wa7733.asm1v1.ann1.run1_002210_1	Wa8730a001g000490_P001
OG0009967	wa7733.asm1v1.ann1.run1_002196_1	Wa8730a001g000610_P001
OG0009968	wa7733.asm1v1.ann1.run1_002188_1	Wa8730a001g000700_P001
OG0009969	wa7733.asm1v1.ann1.run1_002175_1	Wa8730a001g000840_P001
OG0009970	wa7733.asm1v1.ann1.run1_010339_1	Wa8730a001g000920_P001
OG0009971	wa7733.asm1v1.ann1.run1_010340_1	Wa8730a001g000940_P001
OG0009972	wa7733.asm1v1.ann1.run1_013579_1	Wa8730a001g001280_P001
OG0009973	wa7733.asm1v1.ann1.run1_002599_1	Wa8730a001g001830_P001
OG0009974	wa7733.asm1v1.ann1.run1_013668_1	Wa8730a001g002230_P001
OG0009975	wa7733.asm1v1.ann1.run1_003818_1	Wa8730a001g002460_P001
OG0009976	wa7733.asm1v1.ann1.run1_001601_1	Wa8730a001g004050_P001
