Orthogroup	wa8730.asm201904v2.ann1.proteins	Sp7498_pacbio.protein
OG0007485	Wa8730a016g003380_P001	g14895.t1
OG0007486	Wa8730a016g003390_P001	g14896.t1
OG0007487	Wa8730a016g003400_P001	g14897.t1
OG0007488	Wa8730a016g003420_P001	g14901.t1
OG0007489	Wa8730a016g003460_P001	g14904.t1
OG0007490	Wa8730a004g008000_P001	g14905.t1
OG0007491	Wa8730a016g003620_P001	g14916.t1
OG0007492	Wa8730a016g003610_P001	g14918.t1
OG0007493	Wa8730a016g003680_P001	g14929.t1
OG0007494	Wa8730a016g003690_P001	g14932.t1
OG0007495	Wa8730a006g006860_P001	g14935.t1
OG0007496	Wa8730a006g006870_P001	g14937.t1
OG0007497	Wa8730a016g003800_P001	g14940.t1
OG0007498	Wa8730a016g003790_P001	g14942.t1
OG0007499	Wa8730a016g003750_P001	g14945.t1
OG0007500	Wa8730a016g003870_P001	g14957.t1
OG0007501	Wa8730a016g003810_P001	g14959.t1
OG0007502	Wa8730a016g004080_P001	g14961.t1
OG0007503	Wa8730a016g004120_P001	g14964.t1
OG0007504	Wa8730a016g004020_P001	g14965.t1
OG0007505	Wa8730a016g004010_P001	g14967.t1
OG0007506	Wa8730a016g004000_P001	g14970.t1
OG0007507	Wa8730a016g003930_P001	g14984.t1
OG0007508	Wa8730a016g003920_P001	g14985.t1
OG0007509	Wa8730a016g004100_P001	g14993.t1
OG0007510	Wa8730a016g004110_P001	g14994.t1
OG0007511	Wa8730a016g004050_P001	g15004.t1
OG0007512	Wa8730a016g004060_P001	g15006.t1
OG0007513	Wa8730a016g004180_P001	g15013.t1
OG0007514	Wa8730a016g004140_P001	g15017.t1
OG0007515	Wa8730a016g004150_P001	g15018.t1
OG0007516	Wa8730a016g004160_P001	g15020.t1
OG0007517	Wa8730a016g004240_P001	g15021.t1
OG0007518	Wa8730a016g004230_P001	g15022.t1
OG0007519	Wa8730a016g004220_P001	g15024.t1
OG0007520	Wa8730a016g004210_P001	g15025.t1
OG0007521	Wa8730a016g004320_P001	g15028.t1
OG0007522	Wa8730a013g001640_P001	g15036.t1
OG0007523	Wa8730a016g004360_P001	g15037.t1
OG0007524	Wa8730a016g004300_P001	g15041.t1
OG0007525	Wa8730a016g004290_P001	g15043.t1
OG0007526	Wa8730a016g004260_P001	g15045.t1
OG0007527	Wa8730a016g004450_P001	g15051.t1
OG0007528	Wa8730a016g004440_P001	g15052.t1
OG0007529	Wa8730a016g004410_P001	g15055.t1
OG0007530	Wa8730a016g004400_P001	g15056.t1
OG0007531	Wa8730a016g004460_P001	g15059.t1
OG0007532	Wa8730a016g004470_P001	g15061.t1
OG0007533	Wa8730a016g004510_P001	g15066.t1
OG0007534	Wa8730a016g004520_P001	g15069.t1
OG0007535	Wa8730a016g004580_P001	g15075.t1
OG0007537	Wa8730a016g004530_P001	g15085.t1
OG0007538	Wa8730a016g004630_P001	g15087.t1
OG0007539	Wa8730a016g004640_P001	g15088.t1
OG0007540	Wa8730a016g004680_P001	g15095.t1
OG0007541	Wa8730a016g004750_P001	g15097.t1
OG0007542	Wa8730a016g004760_P001	g15113.t1
OG0007543	Wa8730a016g004800_P001	g15119.t1
OG0007544	Wa8730a016g004820_P001	g15122.t1
OG0007545	Wa8730a016g004830_P001	g15123.t1
OG0007546	Wa8730a016g004840_P001	g15126.t1
OG0007547	Wa8730a016g004860_P001	g15128.t1
OG0007548	Wa8730a016g004870_P001	g15129.t1
OG0007549	Wa8730a016g004900_P001	g15133.t1
OG0007550	Wa8730a016g004890_P001	g15136.t1
OG0007551	Wa8730a016g004930_P001	g15139.t1
OG0007552	Wa8730a016g004940_P001	g15144.t1, g15148.t1
OG0007553	Wa8730a019g000070_P001	g15151.t1
OG0007554	Wa8730a011g006140_P001	g15152.t1
OG0007555	Wa8730a011g006130_P001	g15155.t1
OG0007556	Wa8730a011g006100_P001	g15156.t1
OG0007557	Wa8730a011g006070_P001	g15160.t1
OG0007558	Wa8730a011g006060_P001	g15161.t1
OG0007559	Wa8730a011g006050_P001	g15164.t1
OG0007560	Wa8730a011g006040_P001	g15165.t1
OG0007561	Wa8730a011g006020_P001	g15168.t1
OG0007562	Wa8730a011g006000_P001	g15173.t1
OG0007563	Wa8730a011g005960_P001	g15179.t1
OG0007564	Wa8730a011g005910_P001	g15186.t1
OG0007565	Wa8730a011g005920_P001	g15187.t1
OG0007566	Wa8730a011g005890_P001	g15201.t1
OG0007567	Wa8730a011g005680_P001	g15212.t1
OG0007568	Wa8730a001g002600_P001	g15222.t1
OG0007569	Wa8730a011g005710_P001	g15227.t1
OG0007570	Wa8730a011g005720_P001	g15228.t1
OG0007571	Wa8730a011g005660_P001	g15233.t1
OG0007572	Wa8730a011g005640_P001	g15235.t1
OG0007573	Wa8730a011g005630_P001	g15236.t1
OG0007574	Wa8730a011g005610_P001	g15247.t1
OG0007575	Wa8730a011g005530_P001	g15258.t1
OG0007576	Wa8730a011g005500_P001	g15263.t1
OG0007577	Wa8730a011g005400_P001	g15272.t1
OG0007578	Wa8730a011g005410_P001	g15275.t1
OG0007579	Wa8730a011g005420_P001	g15276.t1
OG0007580	Wa8730a011g005430_P001	g15277.t1
OG0007581	Wa8730a011g005330_P001	g15291.t1
OG0007582	Wa8730a011g005380_P001	g15292.t1
OG0007583	Wa8730a011g005370_P001	g15295.t1
OG0007584	Wa8730a011g005360_P001	g15296.t1
OG0007585	Wa8730a011g005340_P001	g15297.t1
OG0007587	Wa8730a011g005390_P001	g15299.t1
OG0007588	Wa8730a011g005310_P001	g15302.t1
OG0007589	Wa8730a011g005280_P001	g15316.t1
OG0007590	Wa8730a011g005290_P001	g15317.t1
OG0007591	Wa8730a011g005190_P001	g15320.t1
OG0007592	Wa8730a011g005200_P001	g15321.t1
OG0007593	Wa8730a011g005170_P001	g15324.t1
OG0007594	Wa8730a011g005180_P001	g15326.t1
OG0007595	Wa8730a011g005140_P001	g15331.t1
OG0007596	Wa8730a011g005050_P001	g15332.t1
OG0007597	Wa8730a011g005080_P001	g15337.t1
OG0007598	Wa8730a011g005120_P001	g15341.t1
OG0007599	Wa8730a011g005110_P001	g15342.t1
OG0007600	Wa8730a011g005090_P001	g15345.t1
OG0007601	Wa8730a011g005040_P001	g15351.t1
OG0007602	Wa8730a011g004940_P001	g15355.t1
OG0007603	Wa8730a011g004950_P001	g15357.t1
OG0007604	Wa8730a011g005000_P001	g15363.t1
OG0007605	Wa8730a011g005020_P001	g15368.t1
OG0007606	Wa8730a011g004960_P001	g15369.t1
OG0007607	Wa8730a011g005030_P001	g15370.t1
OG0007608	Wa8730a011g004930_P001	g15371.t1
OG0007609	Wa8730a011g004910_P001	g15372.t1
OG0007610	Wa8730a011g004880_P001	g15376.t1
OG0007611	Wa8730a011g004800_P001	g15377.t1
OG0007612	Wa8730a011g004810_P001	g15379.t1
OG0007613	Wa8730a011g004820_P001	g15381.t1
OG0007614	Wa8730a011g004770_P001	g15388.t1
OG0007615	Wa8730a011g004780_P001	g15389.t1
OG0007617	Wa8730a011g004620_P001	g15392.t1
OG0007618	Wa8730a011g004670_P001	g15396.t1
OG0007619	Wa8730a011g004690_P001	g15399.t1
OG0007620	Wa8730a011g004570_P001	g15400.t1
OG0007621	Wa8730a011g004550_P001	g15401.t1
OG0007622	Wa8730a011g004540_P001	g15402.t1
OG0007623	Wa8730a011g004470_P001	g15412.t1
OG0007624	Wa8730a011g004450_P001	g15413.t1
OG0007625	Wa8730a011g004360_P001	g15422.t1
OG0007626	Wa8730a011g004350_P001	g15423.t1
OG0007627	Wa8730a011g004320_P001	g15429.t1
OG0007628	Wa8730a011g004280_P001	g15438.t1
OG0007629	Wa8730a011g004270_P001	g15439.t1
OG0007630	Wa8730a011g004150_P001	g15442.t1
OG0007631	Wa8730a011g004220_P001	g15448.t1
OG0007632	Wa8730a011g003970_P001	g15453.t1
OG0007633	Wa8730a011g003990_P001	g15457.t1
OG0007634	Wa8730a011g004010_P001	g15458.t1
OG0007635	Wa8730a011g003800_P001	g15462.t1
OG0007636	Wa8730a011g003810_P001	g15465.t1
OG0007637	Wa8730a011g003820_P001	g15466.t1
OG0007638	Wa8730a011g003840_P001	g15468.t1
OG0007639	Wa8730a011g003850_P001	g15470.t1
OG0007640	Wa8730a011g003860_P001	g15474.t1
OG0007641	Wa8730a011g003870_P001	g15479.t1
OG0007642	Wa8730a011g003880_P001	g15483.t1
OG0007643	Wa8730a011g004040_P001	g15484.t1
OG0007644	Wa8730a011g003920_P001	g15485.t1
OG0007645	Wa8730a011g003910_P001	g15486.t1
OG0007646	Wa8730a011g004050_P001	g15489.t1
OG0007647	Wa8730a011g004080_P001	g15490.t1
OG0007648	Wa8730a011g004070_P001	g15492.t1
OG0007649	Wa8730a011g004100_P001	g15493.t1
OG0007650	Wa8730a011g004250_P001	g15495.t1
OG0007651	Wa8730a014g001680_P001	g15501.t1
OG0007652	Wa8730a011g003940_P001	g15507.t1
OG0007653	Wa8730a011g003950_P001	g15508.t1
OG0007654	Wa8730a011g003960_P001	g15511.t1
OG0007655	Wa8730a011g003770_P001	g15519.t1
OG0007656	Wa8730a011g003750_P001	g15521.t1
OG0007657	Wa8730a011g003730_P001	g15522.t1
OG0007658	Wa8730a011g003720_P001	g15523.t1
OG0007659	Wa8730a011g003590_P001	g15527.t1
OG0007660	Wa8730a011g003610_P001	g15529.t1
OG0007661	Wa8730a011g003620_P001	g15531.t1
OG0007662	Wa8730a011g003630_P001	g15532.t1
OG0007663	Wa8730a011g003640_P001	g15534.t1
OG0007664	Wa8730a011g003500_P001	g15536.t1
OG0007665	Wa8730a011g003510_P001	g15537.t1
OG0007666	Wa8730a007g005870_P001	g15544.t1
OG0007667	Wa8730a011g003560_P001	g15549.t1
OG0007668	Wa8730a011g003490_P001	g15553.t1
OG0007669	Wa8730a011g003470_P001	g15562.t1
OG0007670	Wa8730a011g003480_P001	g15567.t1
OG0007671	Wa8730a011g003400_P001	g15578.t1
OG0007672	Wa8730a011g003350_P001	g15581.t1
OG0007673	Wa8730a011g003410_P001	g15585.t1
OG0007674	Wa8730a011g003420_P001	g15586.t1
OG0007675	Wa8730a011g003430_P001	g15587.t1
OG0007676	Wa8730a011g003320_P001	g15596.t1
OG0007677	Wa8730a011g003290_P001	g15598.t1
OG0007678	Wa8730a011g003240_P001	g15604.t1
OG0007679	Wa8730a011g003200_P001	g15608.t1
OG0007680	Wa8730a011g003190_P001	g15610.t1
OG0007681	Wa8730a011g003220_P001	g15612.t1
OG0007682	Wa8730a011g003110_P001	g15614.t1
OG0007683	Wa8730a011g003100_P001	g15615.t1
OG0007684	Wa8730a011g003050_P001	g15620.t1
OG0007685	Wa8730a011g002810_P001	g15622.t1
OG0007686	Wa8730a011g002800_P001	g15623.t1
OG0007687	Wa8730a011g002850_P001	g15624.t1
OG0007688	Wa8730a011g002860_P001	g15625.t1
OG0007689	Wa8730a006g000990_P001	g15627.t1
OG0007690	Wa8730a011g002880_P001	g15629.t1
OG0007691	Wa8730a011g002870_P001	g15630.t1
OG0007692	Wa8730a011g003040_P001	g15631.t1
OG0007693	Wa8730a011g003010_P001	g15636.t1
OG0007694	Wa8730a011g002990_P001	g15640.t1
OG0007695	Wa8730a011g002970_P001	g15641.t1
OG0007696	Wa8730a011g002930_P001	g15642.t1
OG0007697	Wa8730a011g002920_P001, Wa8730a006g001230_P001	g15644.t1
OG0007698	Wa8730a011g002940_P001	g15645.t1
OG0007699	Wa8730a011g002950_P001	g15647.t1
OG0007700	Wa8730a011g002960_P001	g15648.t1
OG0007701	Wa8730a011g002890_P001	g15651.t1
OG0007702	Wa8730a011g002790_P001	g15652.t1
OG0007703	Wa8730a011g002760_P001	g15655.t1
OG0007704	Wa8730a011g002600_P001	g15670.t1
OG0007705	Wa8730a011g002560_P001	g15672.t1
OG0007706	Wa8730a011g002540_P001	g15675.t1
OG0007707	Wa8730a011g002510_P001	g15677.t1
OG0007708	Wa8730a011g002520_P001	g15679.t1
OG0007709	Wa8730a011g002590_P001	g15680.t1
OG0007710	Wa8730a011g002580_P001	g15681.t1
OG0007711	Wa8730a011g002450_P001	g15690.t1
OG0007712	Wa8730a011g002440_P001	g15691.t1
OG0007713	Wa8730a011g002420_P001	g15693.t1
OG0007714	Wa8730a011g002390_P001	g15696.t1
OG0007715	Wa8730a011g002370_P001	g15699.t1
OG0007716	Wa8730a011g002360_P001	g15700.t1
OG0007717	Wa8730a011g002300_P001	g15707.t1
OG0007718	Wa8730a011g002120_P001	g15710.t1
OG0007719	Wa8730a011g002060_P001	g15721.t1
OG0007720	Wa8730a011g002160_P001	g15723.t1
OG0007721	Wa8730a011g002180_P001	g15726.t1
OG0007722	Wa8730a011g002250_P001	g15729.t1
OG0007723	Wa8730a011g002280_P001	g15730.t1
OG0007724	Wa8730a011g002270_P001	g15731.t1
OG0007725	Wa8730a011g002200_P001	g15736.t1
OG0007726	Wa8730a011g002030_P001	g15748.t1
OG0007727	Wa8730a011g001440_P001	g15751.t1
OG0007728	Wa8730a011g001710_P001	g15755.t1
OG0007729	Wa8730a011g001740_P001	g15759.t1
OG0007730	Wa8730a011g001750_P001	g15760.t1
OG0007731	Wa8730a011g001790_P001	g15764.t1
OG0007732	Wa8730a011g001820_P001	g15767.t1
OG0007733	Wa8730a011g001850_P001	g15770.t1
OG0007734	Wa8730a011g002020_P001	g15775.t1
OG0007735	Wa8730a011g002000_P001	g15780.t1
OG0007736	Wa8730a011g001980_P001	g15783.t1
OG0007738	Wa8730a011g001400_P001	g15801.t1
OG0007739	Wa8730a011g001410_P001	g15802.t1
OG0007740	Wa8730a011g001380_P001	g15806.t1
OG0007741	Wa8730a011g001340_P001	g15809.t1
OG0007742	Wa8730a011g001330_P001	g15810.t1
OG0007743	Wa8730a011g001600_P001	g15816.t1
OG0007744	Wa8730a011g001500_P001	g15817.t1
OG0007745	Wa8730a011g001520_P001	g15821.t1
OG0007746	Wa8730a011g001700_P001	g15822.t1
OG0007747	Wa8730a011g001640_P001	g15823.t1
OG0007748	Wa8730a011g001590_P001	g15831.t1
OG0007749	Wa8730a011g001570_P001	g15833.t1
OG0007750	Wa8730a011g001560_P001	g15835.t1
OG0007751	Wa8730a011g001660_P001	g15837.t1
OG0007752	Wa8730a011g001280_P001	g15844.t1
OG0007753	Wa8730a011g001180_P001	g15849.t1
OG0007754	Wa8730a011g001200_P001	g15854.t1
OG0007755	Wa8730a011g001530_P001	g15855.t1
OG0007756	Wa8730a011g001260_P001	g15856.t1
OG0007757	Wa8730a011g001220_P001	g15861.t1
OG0007758	Wa8730a011g001150_P001	g15868.t1
OG0007759	Wa8730a011g001140_P001	g15869.t1
OG0007760	Wa8730a011g001100_P001	g15870.t1
OG0007761	Wa8730a011g001130_P001	g15875.t1
OG0007762	Wa8730a011g001090_P001	g15876.t1
OG0007763	Wa8730a011g001010_P001	g15883.t1
OG0007764	Wa8730a011g000980_P001	g15887.t1
OG0007765	Wa8730a011g000960_P001	g15890.t1
OG0007766	Wa8730a011g000950_P001	g15891.t1
OG0007767	Wa8730a011g000890_P001	g15896.t1
OG0007768	Wa8730a011g000880_P001	g15897.t1
OG0007769	Wa8730a011g000870_P001	g15898.t1
OG0007770	Wa8730a011g000860_P001	g15900.t1
OG0007771	Wa8730a011g000840_P001	g15904.t1
OG0007772	Wa8730a011g000790_P001	g15910.t1
OG0007773	Wa8730a011g000800_P001	g15912.t1
OG0007774	Wa8730a011g000740_P001	g15921.t1
OG0007775	Wa8730a011g000360_P001	g15924.t1
OG0007776	Wa8730a011g000370_P001	g15927.t1
OG0007777	Wa8730a011g000400_P001	g15930.t1
OG0007778	Wa8730a011g000580_P001	g15934.t1
OG0007779	Wa8730a011g000560_P001	g15937.t1
OG0007780	Wa8730a011g000540_P001	g15939.t1
OG0007781	Wa8730a011g000530_P001	g15941.t1
OG0007782	Wa8730a011g000500_P001	g15942.t1
OG0007783	Wa8730a011g000520_P001	g15943.t1
OG0007784	Wa8730a011g000750_P001	g15947.t1
OG0007785	Wa8730a011g000670_P001	g15956.t1
OG0007786	Wa8730a011g000630_P001	g15959.t1
OG0007787	Wa8730a011g000620_P001	g15960.t1
OG0007788	Wa8730a011g000290_P001	g15970.t1
OG0007789	Wa8730a011g000280_P001	g15971.t1
OG0007790	Wa8730a011g000270_P001	g15973.t1
OG0007791	Wa8730a011g000690_P001	g15974.t1
OG0007792	Wa8730a011g000220_P001	g15975.t1
OG0007793	Wa8730a011g000230_P001	g15976.t1
OG0007794	Wa8730a011g000240_P001	g15978.t1
OG0007795	Wa8730a011g000120_P001	g15996.t1
OG0007796	Wa8730a011g000110_P001	g15998.t1
OG0007797	Wa8730a011g000100_P001	g16002.t1
OG0007798	Wa8730a011g000090_P001	g16004.t1
OG0007799	Wa8730a011g000070_P001	g16008.t1
OG0007800	Wa8730a011g000060_P001	g16010.t1
OG0007801	Wa8730a011g000050_P001	g16015.t1
OG0007802	Wa8730a011g000010_P001	g16021.t1
OG0007803	Wa8730a014g003000_P002, Wa8730a014g003000_P001	g16031.t1
OG0007804	Wa8730a003g008820_P001	g16039.t1
OG0007805	Wa8730a003g008810_P001	g16040.t1
OG0007806	Wa8730a003g008790_P001	g16044.t1
OG0007807	Wa8730a003g008700_P001	g16056.t1
OG0007808	Wa8730a003g008690_P001	g16057.t1
OG0007809	Wa8730a003g008450_P001	g16058.t1
OG0007810	Wa8730a003g008670_P001	g16059.t1
OG0007811	Wa8730a003g008640_P001	g16062.t1
OG0007812	Wa8730a003g008660_P001	g16063.t1
OG0007813	Wa8730a003g008520_P001	g16064.t1
OG0007814	Wa8730a003g008570_P001	g16073.t1
OG0007815	Wa8730a003g008440_P001	g16078.t1
OG0007816	Wa8730a003g008630_P001	g16080.t1
OG0007817	Wa8730a003g008600_P001	g16084.t1
OG0007818	Wa8730a003g008400_P001	g16086.t1
OG0007819	Wa8730a003g008200_P001	g16119.t1, g16120.t1
OG0007820	Wa8730a003g008190_P001	g16121.t1
OG0007821	Wa8730a003g008180_P001	g16122.t1
OG0007822	Wa8730a003g008170_P001	g16124.t1
OG0007823	Wa8730a003g008120_P001	g16135.t1
OG0007824	Wa8730a003g008100_P001	g16139.t1
OG0007825	Wa8730a003g008110_P001	g16140.t1
OG0007826	Wa8730a003g008050_P001	g16143.t1
OG0007827	Wa8730a003g008030_P001	g16155.t1
OG0007828	Wa8730a003g007960_P001	g16158.t1
OG0007829	Wa8730a003g007950_P001	g16169.t1
OG0007830	Wa8730a003g007480_P001	g16172.t1
OG0007831	Wa8730a003g007470_P001	g16176.t1
OG0007832	Wa8730a003g007100_P001	g16177.t1
OG0007833	Wa8730a003g006920_P001	g16182.t1
OG0007834	Wa8730a003g007500_P001	g16186.t1
OG0007835	Wa8730a003g007010_P001	g16193.t1
OG0007836	Wa8730a003g007050_P001	g16195.t1
OG0007837	Wa8730a003g007060_P001	g16196.t1
OG0007838	Wa8730a003g007710_P001	g16200.t1
OG0007839	Wa8730a003g007720_P001	g16201.t1
OG0007840	Wa8730a003g007730_P001	g16202.t1
OG0007841	Wa8730a003g007700_P001	g16208.t1
OG0007842	Wa8730a003g007660_P001	g16211.t1
OG0007843	Wa8730a003g007670_P001	g16213.t1
OG0007844	Wa8730a003g007680_P001	g16214.t1
OG0007845	Wa8730a003g007630_P001	g16217.t1
OG0007846	Wa8730a003g007600_P001	g16219.t1
OG0007847	Wa8730a003g007590_P001	g16220.t1
OG0007848	Wa8730a003g007530_P001	g16225.t1
OG0007849	Wa8730a003g007760_P001	g16226.t1
OG0007850	Wa8730a003g007770_P001	g16229.t1
OG0007851	Wa8730a003g007120_P001	g16233.t1
OG0007852	Wa8730a003g007140_P001	g16235.t1
OG0007853	Wa8730a003g007150_P001	g16239.t1
OG0007854	Wa8730a003g007540_P001	g16242.t1
OG0007855	Wa8730a003g007780_P001	g16245.t1
OG0007856	Wa8730a003g007790_P001	g16247.t1
OG0007857	Wa8730a003g007920_P001	g16254.t1
OG0007858	Wa8730a003g007190_P001	g16255.t1
OG0007859	Wa8730a003g007170_P001	g16256.t1
OG0007860	Wa8730a003g007160_P001	g16257.t1
OG0007862	Wa8730a003g007810_P001	g16267.t1
OG0007863	Wa8730a003g007550_P001	g16269.t1
OG0007864	Wa8730a003g007940_P001	g16271.t1
OG0007865	Wa8730a003g007900_P001	g16272.t1
OG0007866	Wa8730a003g007890_P001	g16273.t1
OG0007867	Wa8730a003g007870_P001	g16276.t1
OG0007868	Wa8730a003g007030_P001	g16278.t1
OG0007869	Wa8730a003g007240_P001	g16285.t1
OG0007870	Wa8730a003g007320_P001	g16291.t1
OG0007871	Wa8730a003g007310_P001	g16292.t1
OG0007872	Wa8730a003g007290_P001	g16293.t1
OG0007873	Wa8730a003g007270_P001	g16294.t1
OG0007874	Wa8730a003g007370_P001	g16298.t1
OG0007875	Wa8730a003g007350_P001	g16300.t1
OG0007876	Wa8730a003g007400_P001	g16302.t1
OG0007877	Wa8730a003g007420_P001	g16307.t1
OG0007878	Wa8730a003g007450_P001	g16309.t1
OG0007879	Wa8730a003g007460_P001	g16310.t1
OG0007880	Wa8730a003g006890_P001	g16314.t1
OG0007881	Wa8730a002g008190_P001	g16315.t1
OG0007882	Wa8730a003g006860_P001	g16316.t1
OG0007883	Wa8730a003g006840_P001	g16317.t1
OG0007884	Wa8730a003g006800_P001	g16319.t1
OG0007885	Wa8730a003g006810_P001	g16320.t1
OG0007886	Wa8730a003g006820_P001	g16321.t1
OG0007887	Wa8730a003g006790_P001	g16322.t1
OG0007888	Wa8730a003g006660_P001	g16327.t1
OG0007889	Wa8730a003g006670_P001	g16328.t1
OG0007890	Wa8730a003g006690_P001	g16334.t1
OG0007891	Wa8730a003g006490_P001	g16335.t1
OG0007892	Wa8730a003g006500_P001	g16336.t1
OG0007893	Wa8730a003g006510_P001	g16337.t1
OG0007894	Wa8730a003g006520_P001	g16338.t1
OG0007895	Wa8730a003g006540_P001	g16340.t1
OG0007896	Wa8730a003g006550_P001	g16341.t1
OG0007897	Wa8730a003g006610_P001	g16344.t1
OG0007898	Wa8730a003g006600_P001	g16345.t1
OG0007899	Wa8730a003g006420_P001	g16354.t1
OG0007900	Wa8730a003g006400_P001	g16363.t1
OG0007901	Wa8730a003g006390_P001	g16364.t1
OG0007903	Wa8730a003g006350_P001	g16371.t1
OG0007904	Wa8730a003g006340_P001	g16375.t1
OG0007905	Wa8730a003g006330_P001	g16377.t1
OG0007906	Wa8730a003g006290_P001	g16379.t1
OG0007907	Wa8730a003g006270_P001	g16382.t1
OG0007908	Wa8730a003g006170_P001	g16383.t1
OG0007909	Wa8730a003g006210_P001	g16387.t1
OG0007910	Wa8730a003g006200_P001	g16388.t1
OG0007911	Wa8730a003g006190_P001	g16389.t1
OG0007912	Wa8730a003g006090_P001	g16391.t1
OG0007913	Wa8730a003g006120_P001	g16392.t1
OG0007914	Wa8730a003g006230_P001	g16395.t1
OG0007915	Wa8730a003g006070_P001	g16399.t1
OG0007916	Wa8730a003g006080_P001	g16400.t1
OG0007917	Wa8730a009g004610_P001	g16404.t1
OG0007918	Wa8730a003g006020_P001	g16407.t1
OG0007919	Wa8730a003g005990_P001	g16413.t1
OG0007920	Wa8730a003g006010_P001	g16415.t1
OG0007921	Wa8730a003g005880_P001	g16424.t1
OG0007922	Wa8730a003g005890_P001	g16425.t1
OG0007923	Wa8730a003g005910_P001	g16427.t1
OG0007924	Wa8730a003g005960_P001	g16431.t1
OG0007925	Wa8730a003g005970_P001	g16432.t1
OG0007926	Wa8730a003g005940_P001	g16434.t1
OG0007927	Wa8730a003g005710_P001	g16436.t1
OG0007928	Wa8730a003g005760_P001	g16440.t1
OG0007929	Wa8730a003g005780_P001	g16443.t1
OG0007930	Wa8730a003g005770_P001	g16447.t1
OG0007931	Wa8730a003g005660_P001	g16450.t1
OG0007932	Wa8730a003g005600_P001	g16452.t1
OG0007933	Wa8730a003g005590_P001	g16454.t1
OG0007934	Wa8730a003g005550_P001	g16459.t1
OG0007935	Wa8730a003g005560_P001	g16460.t1
OG0007936	Wa8730a003g005500_P001	g16463.t1
OG0007937	Wa8730a003g005470_P001	g16464.t1
OG0007938	Wa8730a003g005460_P001	g16469.t1
OG0007939	Wa8730a003g005450_P001	g16470.t1
OG0007940	Wa8730a003g005420_P001	g16471.t1
OG0007941	Wa8730a003g005430_P001	g16474.t1
OG0007942	Wa8730a003g005380_P001	g16475.t1
OG0007943	Wa8730a003g005410_P001	g16491.t1
OG0007944	Wa8730a003g005400_P001	g16492.t1
OG0007945	Wa8730a003g005340_P001	g16494.t1
OG0007946	Wa8730a003g005350_P001	g16495.t1
OG0007947	Wa8730a003g005300_P001	g16499.t1
OG0007948	Wa8730a003g005310_P001	g16500.t1
OG0007949	Wa8730a003g005270_P001, Wa8730a003g005280_P001	g16508.t1
OG0007950	Wa8730a014g002050_P001	g16516.t1
OG0007951	Wa8730a003g005220_P001	g16517.t1
OG0007952	Wa8730a003g005240_P001	g16523.t1
OG0007953	Wa8730a003g005210_P001	g16525.t1
OG0007954	Wa8730a003g005200_P001	g16526.t1
OG0007955	Wa8730a003g005190_P001	g16527.t1
OG0007956	Wa8730a003g005180_P001	g16528.t1
OG0007957	Wa8730a003g005130_P001	g16532.t1
OG0007958	Wa8730a003g005110_P001	g16536.t1
OG0007959	Wa8730a003g005080_P001	g16537.t1
OG0007960	Wa8730a003g005000_P001	g16541.t1
OG0007961	Wa8730a003g005030_P001	g16548.t1
OG0007962	Wa8730a003g005040_P001	g16549.t1
OG0007963	Wa8730a003g004990_P001	g16553.t1
OG0007964	Wa8730a003g004930_P001	g16558.t1
OG0007965	Wa8730a003g004940_P001	g16559.t1
OG0007966	Wa8730a003g004950_P001	g16560.t1
OG0007967	Wa8730a003g004770_P001	g16575.t1
OG0007968	Wa8730a003g004760_P001	g16576.t1
OG0007969	Wa8730a003g004680_P001	g16584.t1
OG0007971	Wa8730a003g004660_P001	g16591.t1
OG0007972	Wa8730a003g004650_P001	g16593.t1
OG0007973	Wa8730a003g004630_P001	g16599.t1
OG0007974	Wa8730a003g004610_P001	g16601.t1
OG0007975	Wa8730a003g004580_P001	g16606.t1
OG0007976	Wa8730a003g004530_P001	g16614.t1
OG0007977	Wa8730a003g004490_P001	g16617.t1
OG0007978	Wa8730a003g002250_P001	g16620.t1
OG0007979	Wa8730a003g004420_P001	g16623.t1
OG0007980	Wa8730a003g004330_P001	g16626.t1
OG0007981	Wa8730a003g004360_P001	g16629.t1
OG0007982	Wa8730a003g004320_P001	g16631.t1
OG0007983	Wa8730a003g004400_P001	g16633.t1
OG0007984	Wa8730a003g004380_P001	g16638.t1
OG0007985	Wa8730a003g004280_P001	g16642.t1
OG0007986	Wa8730a020g002820_P001	g16643.t1
OG0007987	Wa8730a003g004270_P001	g16644.t1
OG0007988	Wa8730a003g004250_P001	g16649.t1
OG0007989	Wa8730a003g004170_P001	g16653.t1
OG0007990	Wa8730a003g004190_P001	g16654.t1
OG0007991	Wa8730a003g004200_P001	g16657.t1
OG0007992	Wa8730a003g004130_P001	g16662.t1
OG0007993	Wa8730a003g004140_P001	g16665.t1
OG0007994	Wa8730a003g004100_P001	g16667.t1
OG0007995	Wa8730a003g004070_P001	g16670.t1
OG0007996	Wa8730a003g004050_P001	g16675.t1
OG0007997	Wa8730a003g004040_P001	g16676.t1
OG0007998	Wa8730a003g004030_P001	g16678.t1
OG0007999	Wa8730a003g004020_P001	g16680.t1
OG0008000	Wa8730a003g004000_P001	g16682.t1
OG0008001	Wa8730a003g003990_P001	g16683.t1
OG0008002	Wa8730a003g003980_P001	g16685.t1
OG0008003	Wa8730a003g003900_P001	g16693.t1
OG0008004	Wa8730a003g003630_P001	g16697.t1
OG0008005	Wa8730a003g003560_P001	g16705.t1
