Orthogroup	Sp9509_oxford_v3.proteins	wa8730.asm201904v2.ann1.proteins
OG0006988	Sp16g00173	Wa8730a006g004280_P001
OG0006989	Sp16g00194	Wa8730a006g004100_P001
OG0006990	Sp16g00197	Wa8730a006g004070_P001
OG0006991	Sp16g00201	Wa8730a006g004050_P001
OG0006992	Sp16g00202	Wa8730a006g004060_P001
OG0006993	Sp16g00205	Wa8730a006g004040_P001
OG0006994	Sp16g00206	Wa8730a006g004030_P001
OG0006995	Sp16g00207	Wa8730a006g004010_P001
OG0006996	Sp16g00210	Wa8730a006g003880_P001
OG0006997	Sp16g00211	Wa8730a006g003870_P001
OG0006998	Sp16g00215	Wa8730a006g003840_P001
OG0006999	Sp16g00217	Wa8730a006g003830_P001
OG0007000	Sp16g00218	Wa8730a006g003930_P001
OG0007001	Sp16g00220	Wa8730a006g003920_P001
OG0007002	Sp16g00221	Wa8730a006g003910_P001
OG0007003	Sp16g00222	Wa8730a006g003900_P001
OG0007004	Sp16g00223	Wa8730a006g003890_P001
OG0007005	Sp16g00228	Wa8730a006g003990_P001
OG0007006	Sp16g00229	Wa8730a006g004000_P001
OG0007007	Sp16g00234	Wa8730a006g003820_P001
OG0007008	Sp16g00235	Wa8730a006g003810_P001
OG0007009	Sp16g00236	Wa8730a006g003800_P001
OG0007010	Sp16g00237	Wa8730a006g003790_P001
OG0007011	Sp16g00240	Wa8730a006g003770_P001
OG0007012	Sp16g00245	Wa8730a006g003680_P001
OG0007014	Sp16g00251	Wa8730a006g003640_P001
OG0007015	Sp16g00252	Wa8730a006g003630_P001
OG0007016	Sp16g00259	Wa8730a006g003510_P001
OG0007017	Sp16g00264	Wa8730a006g003540_P001
OG0007018	Sp16g00273	Wa8730a006g003610_P001
OG0007019	Sp16g00274	Wa8730a006g003600_P001
OG0007020	Sp16g00275	Wa8730a006g003590_P001
OG0007021	Sp16g00276	Wa8730a006g003560_P001
OG0007022	Sp16g00277	Wa8730a006g003550_P001
OG0007023	Sp16g00278	Wa8730a006g003390_P001
OG0007024	Sp16g00280	Wa8730a006g003400_P001
OG0007025	Sp16g00281	Wa8730a006g003410_P001
OG0007026	Sp16g00285	Wa8730a006g003360_P001
OG0007027	Sp16g00286	Wa8730a006g003340_P001
OG0007028	Sp16g00289	Wa8730a006g003280_P001
OG0007029	Sp16g00292	Wa8730a006g003220_P001
OG0007030	Sp16g00299	Wa8730a006g003190_P001
OG0007031	Sp16g00301	Wa8730a020g001230_P001
OG0007032	Sp16g00316	Wa8730a006g002970_P001
OG0007033	Sp16g00317	Wa8730a006g002980_P001
OG0007034	Sp16g00319	Wa8730a006g002990_P001
OG0007035	Sp16g00321	Wa8730a006g003010_P001
OG0007036	Sp16g00324	Wa8730a006g003040_P001
OG0007037	Sp16g00326	Wa8730a006g002900_P001
OG0007038	Sp16g00329	Wa8730a006g002790_P001
OG0007039	Sp16g00334	Wa8730a006g002870_P001
OG0007040	Sp16g00340	Wa8730a006g002710_P001
OG0007041	Sp16g00344	Wa8730a006g002670_P001
OG0007042	Sp16g00347	Wa8730a006g002660_P001
OG0007043	Sp16g00351	Wa8730a006g002640_P001
OG0007044	Sp16g00352	Wa8730a006g002630_P001
OG0007045	Sp16g00355	Wa8730a006g002590_P001
OG0007046	Sp16g00359	Wa8730a006g002550_P001
OG0007049	Sp16g00375	Wa8730a006g002470_P001
OG0007050	Sp16g00379	Wa8730a006g002160_P001
OG0007051	Sp16g00385	Wa8730a006g002190_P001, Wa8730a006g002190_P002
OG0007052	Sp16g00386	Wa8730a006g002230_P001
OG0007054	Sp16g00394	Wa8730a006g002220_P001
OG0007055	Sp16g00399	Wa8730a006g002210_P001
OG0007056	Sp16g00404	Wa8730a006g002240_P001
OG0007057	Sp16g00405	Wa8730a006g002250_P001
OG0007058	Sp16g00412	Wa8730a002g003290_P001
OG0007059	Sp16g00413	Wa8730a006g002290_P001
OG0007060	Sp16g00414	Wa8730a006g002300_P001
OG0007061	Sp16g00416	Wa8730a006g002310_P001
OG0007062	Sp16g00417	Wa8730a006g002320_P001
OG0007063	Sp16g00418	Wa8730a006g002330_P001
OG0007064	Sp16g00427	Wa8730a006g002450_P001
OG0007065	Sp16g00428	Wa8730a006g002460_P001
OG0007066	Sp16g00429	Wa8730a006g002140_P001
OG0007067	Sp16g00431	Wa8730a006g002130_P001
OG0007068	Sp16g00433	Wa8730a006g002110_P001
OG0007069	Sp16g00434	Wa8730a006g002100_P001
OG0007070	Sp16g00440	Wa8730a006g002070_P001
OG0007071	Sp16g00445	Wa8730a006g002050_P001
OG0007072	Sp16g00447	Wa8730a006g001740_P001
OG0007073	Sp16g00452	Wa8730a006g001760_P001
OG0007074	Sp16g00453	Wa8730a006g001770_P001
OG0007075	Sp16g00458	Wa8730a006g001930_P001
OG0007076	Sp16g00459	Wa8730a006g001920_P001
OG0007077	Sp16g00461	Wa8730a006g001900_P001
OG0007078	Sp16g00467	Wa8730a006g001860_P001
OG0007079	Sp16g00474	Wa8730a006g001800_P001
OG0007080	Sp16g00475	Wa8730a006g001810_P001
OG0007081	Sp16g00477	Wa8730a006g001620_P001
OG0007082	Sp16g00478	Wa8730a006g001630_P001
OG0007083	Sp16g00479	Wa8730a006g001640_P001
OG0007084	Sp16g00480	Wa8730a006g001670_P001
OG0007085	Sp16g00482	Wa8730a006g005850_P001
OG0007086	Sp16g00486	Wa8730a006g001710_P001
OG0007087	Sp16g00488	Wa8730a006g002010_P001
OG0007088	Sp16g00491	Wa8730a006g001700_P001
OG0007089	Sp16g00495	Wa8730a006g001960_P001
OG0007090	Sp16g00499	Wa8730a006g001790_P001
OG0007091	Sp17g00047	Wa8730a006g001580_P001
OG0007092	Sp16g00585	Wa8730a006g001070_P001
OG0007093	Sp16g00586	Wa8730a006g001030_P001
OG0007094	Sp12g00192	Wa8730a015g004880_P001
OG0007095	Sp12g00193	Wa8730a015g004890_P001
OG0007096	Sp12g00195	Wa8730a015g004900_P001
OG0007097	Sp12g00205	Wa8730a015g005430_P001
OG0007098	Sp12g00206	Wa8730a015g005000_P001
OG0007099	Sp12g00208	Wa8730a015g005350_P001
OG0007100	Sp12g00209	Wa8730a015g005340_P001
OG0007101	Sp12g00211	Wa8730a015g005230_P001
OG0007102	Sp12g00214	Wa8730a015g005240_P001
OG0007103	Sp12g00216	Wa8730a015g005280_P001
OG0007104	Sp12g00217	Wa8730a015g005270_P001
OG0007105	Sp12g00220	Wa8730a015g004980_P001
OG0007106	Sp12g00226	Wa8730a015g004830_P001
OG0007107	Sp12g00229	Wa8730a015g004820_P001
OG0007108	Sp12g00230	Wa8730a015g004810_P001
OG0007109	Sp12g00231	Wa8730a015g004800_P001
OG0007110	Sp12g00233	Wa8730a015g004790_P001
OG0007111	Sp12g00236	Wa8730a015g004780_P001
OG0007112	Sp12g00238	Wa8730a015g004760_P001
OG0007113	Sp12g00243	Wa8730a015g004750_P001
OG0007114	Sp12g00244	Wa8730a015g004740_P001
OG0007115	Sp12g00251	Wa8730a015g004670_P001
OG0007116	Sp12g00258	Wa8730a015g004710_P001
OG0007117	Sp12g00259	Wa8730a015g004650_P001
OG0007118	Sp12g00260	Wa8730a015g004630_P001
OG0007119	Sp12g00261	Wa8730a015g004620_P001
OG0007120	Sp12g00264	Wa8730a015g004600_P001
OG0007121	Sp12g00265	Wa8730a015g004590_P001
OG0007122	Sp12g00269	Wa8730a015g004450_P001
OG0007123	Sp12g00290	Wa8730a015g004550_P001
OG0007124	Sp12g00291	Wa8730a015g004560_P001
OG0007125	Sp12g00292	Wa8730a015g004570_P001
OG0007126	Sp12g00296	Wa8730a015g004410_P001
OG0007127	Sp12g00300	Wa8730a015g004430_P001
OG0007128	Sp12g00303	Wa8730a015g004400_P001
OG0007129	Sp12g00306	Wa8730a016g003530_P001
OG0007130	Sp12g00310	Wa8730a015g004370_P001
OG0007131	Sp12g00314	Wa8730a015g004360_P001
OG0007132	Sp12g00319	Wa8730a015g003550_P001
OG0007133	Sp12g00325	Wa8730a015g004190_P001
OG0007134	Sp12g00329	Wa8730a015g004170_P001
OG0007135	Sp12g00330	Wa8730a015g004160_P001
OG0007136	Sp12g00331	Wa8730a015g004150_P001
OG0007137	Sp12g00336	Wa8730a015g004260_P001
OG0007138	Sp12g00337	Wa8730a015g004270_P001
OG0007139	Sp12g00338	Wa8730a015g004280_P001
OG0007140	Sp12g00339	Wa8730a015g004300_P001
OG0007141	Sp12g00346	Wa8730a015g004120_P001
OG0007142	Sp12g00347	Wa8730a015g004110_P001
OG0007143	Sp12g00353	Wa8730a015g003660_P001
OG0007144	Sp12g00357	Wa8730a015g003640_P001
OG0007145	Sp12g00358	Wa8730a015g003670_P001
OG0007146	Sp12g00364	Wa8730a015g003760_P001
OG0007147	Sp12g00366	Wa8730a015g003750_P001
OG0007148	Sp12g00369	Wa8730a015g003740_P001
OG0007149	Sp12g00371	Wa8730a015g003710_P001
OG0007150	Sp12g00372	Wa8730a015g003700_P001
OG0007151	Sp12g00379	Wa8730a015g003800_P001
OG0007152	Sp12g00380	Wa8730a015g003790_P001
OG0007153	Sp12g00381	Wa8730a015g003930_P001
OG0007154	Sp12g00382	Wa8730a015g003830_P001
OG0007155	Sp12g00384	Wa8730a015g003860_P001
OG0007156	Sp12g00386	Wa8730a015g003880_P001
OG0007157	Sp12g00387	Wa8730a015g003900_P001
OG0007158	Sp12g00390	Wa8730a015g003780_P001
OG0007159	Sp12g00391	Wa8730a015g003940_P001
OG0007160	Sp12g00393	Wa8730a015g003960_P001
OG0007161	Sp12g00395	Wa8730a015g003990_P001
OG0007162	Sp12g00396	Wa8730a015g004000_P001
OG0007163	Sp12g00406	Wa8730a015g004070_P001
OG0007164	Sp12g00407	Wa8730a015g004080_P001
OG0007166	Sp12g00421	Wa8730a015g003350_P001
OG0007167	Sp12g00423	Wa8730a015g003330_P001
OG0007168	Sp12g00427	Wa8730a015g003380_P001
OG0007169	Sp12g00434	Wa8730a015g003460_P001
OG0007170	Sp12g00439	Wa8730a015g003450_P001
OG0007171	Sp12g00443	Wa8730a015g003440_P001
OG0007172	Sp12g00444	Wa8730a015g003430_P001
OG0007173	Sp12g00446	Wa8730a015g003520_P001
OG0007174	Sp12g00451	Wa8730a015g003500_P001
OG0007175	Sp12g00453	Wa8730a015g003580_P001
OG0007176	Sp12g00464	Wa8730a015g003310_P001
OG0007177	Sp12g00469	Wa8730a015g003300_P001
OG0007178	Sp12g00472	Wa8730a015g003290_P001
OG0007179	Sp12g00473	Wa8730a015g003280_P001
OG0007180	Sp12g00474	Wa8730a015g003270_P001
OG0007181	Sp12g00482	Wa8730a015g003020_P001
OG0007182	Sp12g00484	Wa8730a015g003060_P001
OG0007183	Sp12g00485	Wa8730a015g003070_P001
OG0007184	Sp12g00489	Wa8730a015g003090_P001
OG0007185	Sp12g00492	Wa8730a015g003260_P001
OG0007186	Sp12g00524	Wa8730a015g003230_P001
OG0007188	Sp12g00526	Wa8730a015g003150_P001
OG0007189	Sp12g00527	Wa8730a015g003160_P001
OG0007190	Sp12g00539	Wa8730a015g003210_P001
OG0007191	Sp12g00541	Wa8730a015g003140_P001
OG0007192	Sp12g00542	Wa8730a015g003130_P001
OG0007193	Sp12g00543	Wa8730a015g003120_P001
OG0007194	Sp12g00546	Wa8730a015g003110_P001
OG0007195	Sp12g00547	Wa8730a015g003100_P001
OG0007196	Sp12g00549	Wa8730a015g002710_P001
OG0007197	Sp12g00550	Wa8730a015g002700_P001
OG0007198	Sp12g00560	Wa8730a015g002670_P001
OG0007199	Sp12g00562	Wa8730a015g002650_P001
OG0007200	Sp12g00564	Wa8730a015g002660_P001
OG0007201	Sp12g00567	Wa8730a015g002730_P001
OG0007202	Sp12g00577	Wa8730a015g002960_P001
OG0007203	Sp12g00586	Wa8730a015g002850_P001
OG0007204	Sp12g00587	Wa8730a015g002840_P001
OG0007205	Sp12g00589	Wa8730a015g002760_P001
OG0007206	Sp12g00591	Wa8730a015g002770_P001
OG0007207	Sp12g00592	Wa8730a015g002790_P001
OG0007208	Sp12g00595	Wa8730a015g002810_P001
OG0007209	Sp12g00603	Wa8730a015g002620_P001
OG0007210	Sp12g00607	Wa8730a015g002530_P001
OG0007211	Sp12g00608	Wa8730a015g002520_P001
OG0007212	Sp12g00610	Wa8730a015g002500_P001
OG0007213	Sp12g00617	Wa8730a015g002550_P001
OG0007214	Sp12g00618	Wa8730a015g002560_P001
OG0007215	Sp12g00620	Wa8730a015g002580_P001
OG0007216	Sp12g00624	Wa8730a015g002170_P001
OG0007217	Sp12g00626	Wa8730a015g002180_P001
OG0007218	Sp12g00628	Wa8730a015g002190_P001
OG0007219	Sp12g00638	Wa8730a015g002250_P001
OG0007220	Sp12g00641	Wa8730a015g002270_P001
OG0007221	Sp12g00645	Wa8730a015g002280_P001
OG0007222	Sp12g00646	Wa8730a015g002290_P001
OG0007223	Sp12g00647	Wa8730a015g002300_P001
OG0007224	Sp12g00648	Wa8730a015g002310_P001
OG0007225	Sp12g00651	Wa8730a015g002320_P001
OG0007226	Sp12g00654	Wa8730a015g002350_P001
OG0007227	Sp12g00659	Wa8730a015g002360_P001
OG0007228	Sp12g00662	Wa8730a015g002390_P001
OG0007229	Sp12g00666	Wa8730a015g002140_P001
OG0007230	Sp12g00673	Wa8730a015g002060_P001
OG0007231	Sp12g00675	Wa8730a015g002090_P001
OG0007232	Sp12g00676	Wa8730a015g002100_P001
OG0007233	Sp12g00678	Wa8730a015g002050_P001
OG0007234	Sp12g00681	Wa8730a015g002040_P001
OG0007235	Sp12g00684	Wa8730a015g002030_P001
OG0007236	Sp12g00687	Wa8730a015g001980_P001
OG0007237	Sp12g00689	Wa8730a015g002020_P001
OG0007238	Sp12g00690	Wa8730a015g002010_P001
OG0007239	Sp12g00693	Wa8730a015g002000_P001
OG0007240	Sp12g00696	Wa8730a015g001960_P001
OG0007241	Sp12g00705	Wa8730a015g001850_P001
OG0007242	Sp12g00707	Wa8730a015g001820_P001
OG0007243	Sp12g00709	Wa8730a015g001810_P001
OG0007244	Sp12g00710	Wa8730a015g001800_P001
OG0007245	Sp12g00711	Wa8730a015g001780_P001
OG0007246	Sp12g00714	Wa8730a015g001760_P001
OG0007248	Sp12g00716	Wa8730a015g001720_P001
OG0007249	Sp12g00717	Wa8730a015g001730_P001
OG0007250	Sp12g00720	Wa8730a015g001680_P001
OG0007251	Sp12g00722	Wa8730a015g001670_P001
OG0007252	Sp12g00725	Wa8730a015g001650_P001
OG0007253	Sp12g00726	Wa8730a015g001630_P001
OG0007254	Sp12g00729	Wa8730a015g001140_P001
OG0007255	Sp12g00730	Wa8730a015g001150_P001
OG0007256	Sp12g00735	Wa8730a015g001190_P001
OG0007257	Sp12g00737	Wa8730a015g001210_P001
OG0007258	Sp12g00738	Wa8730a015g001220_P001
OG0007259	Sp12g00740	Wa8730a015g001250_P001
OG0007260	Sp12g00749	Wa8730a015g001300_P001
OG0007261	Sp12g00750	Wa8730a015g001310_P001
OG0007262	Sp12g00755	Wa8730a015g001360_P001
OG0007263	Sp12g00759	Wa8730a015g001370_P001
OG0007264	Sp12g00763	Wa8730a015g001420_P001
OG0007266	Sp12g00772	Wa8730a015g001430_P001
OG0007267	Sp12g00791	Wa8730a015g001460_P001
OG0007268	Sp12g00793	Wa8730a015g001480_P001
OG0007269	Sp12g00801	Wa8730a015g001610_P001
OG0007270	Sp12g00806	Wa8730a015g001530_P001
OG0007271	Sp12g00808	Wa8730a015g001550_P001
OG0007272	Sp12g00809	Wa8730a015g001590_P001
OG0007273	Sp12g00810	Wa8730a015g001080_P001
OG0007274	Sp12g00811	Wa8730a015g001090_P001
OG0007275	Sp12g00818	Wa8730a015g001130_P001
OG0007276	Sp12g00824	Wa8730a015g001050_P001
OG0007277	Sp12g00827	Wa8730a015g000940_P001
OG0007278	Sp12g00828	Wa8730a015g000950_P001
OG0007279	Sp12g00831	Wa8730a015g000960_P001
OG0007280	Sp12g00835	Wa8730a015g000980_P001
OG0007281	Sp12g00836	Wa8730a015g000990_P001
OG0007282	Sp12g00838	Wa8730a015g001030_P001
OG0007283	Sp12g00844	Wa8730a015g000900_P001
OG0007284	Sp12g00848	Wa8730a015g000740_P001
OG0007285	Sp12g00853	Wa8730a015g000720_P001
OG0007286	Sp12g00854	Wa8730a015g000780_P001
OG0007287	Sp12g00855	Wa8730a015g000880_P001
OG0007288	Sp12g00859	Wa8730a015g000640_P001
OG0007289	Sp12g00861	Wa8730a015g000660_P001
OG0007291	Sp12g00871	Wa8730a015g000560_P001
OG0007292	Sp12g00872	Wa8730a015g000570_P001
OG0007293	Sp12g00873	Wa8730a015g000550_P001
OG0007295	Sp12g00886	Wa8730a015g000350_P001
OG0007296	Sp12g00889	Wa8730a015g000330_P001
OG0007297	Sp12g00890	Wa8730a015g000320_P001
OG0007298	Sp12g00891	Wa8730a015g000310_P001
OG0007299	Sp12g00894	Wa8730a015g000300_P001
OG0007300	Sp12g00895	Wa8730a015g000290_P001
OG0007301	Sp12g00896	Wa8730a015g000280_P001
OG0007302	Sp12g00897	Wa8730a015g000270_P001
OG0007303	Sp12g00900	Wa8730a015g000260_P001
OG0007304	Sp12g00904	Wa8730a015g000250_P001
OG0007305	Sp12g00910	Wa8730a015g000220_P001
OG0007306	Sp12g00911	Wa8730a015g000210_P001
OG0007307	Sp12g00915	Wa8730a015g000190_P001
OG0007308	Sp12g00920	Wa8730a015g000140_P001
OG0007309	Sp12g00921	Wa8730a015g000130_P001
OG0007310	Sp12g00922	Wa8730a015g000110_P001
OG0007311	Sp12g00923	Wa8730a015g000100_P001
OG0007312	Sp12g00930	Wa8730a015g000440_P001
OG0007313	Sp12g00929	Wa8730a015g000450_P001
OG0007314	Sp12g00927	Wa8730a015g000390_P001
OG0007315	Sp12g00947	Wa8730a015g000500_P001
OG0007316	Sp12g00951	Wa8730a015g000540_P001
OG0007317	Sp12g00955	Wa8730a015g000040_P001
OG0007318	Sp12g00956	Wa8730a015g000030_P001
OG0007319	Sp12g00957	Wa8730a015g000020_P001
OG0007320	Sp12g00184	Wa8730a015g005410_P001
OG0007321	Sp12g00183	Wa8730a015g005360_P001
OG0007322	Sp12g00181	Wa8730a015g005190_P001
OG0007323	Sp12g00177	Wa8730a015g005460_P001
OG0007324	Sp12g00174	Wa8730a020g001130_P001
OG0007326	Sp12g00156	Wa8730a015g005480_P001
OG0007327	Sp12g00155	Wa8730a015g005490_P001
OG0007328	Sp12g00154	Wa8730a015g005500_P001
OG0007329	Sp12g00148	Wa8730a015g005070_P001
OG0007330	Sp12g00147	Wa8730a015g005060_P001
OG0007331	Sp12g00144	Wa8730a015g005030_P001
OG0007332	Sp12g00142	Wa8730a015g005040_P001
OG0007333	Sp12g00141	Wa8730a015g005020_P001
OG0007334	Sp12g00134	Wa8730a015g005560_P001
OG0007335	Sp12g00131	Wa8730a015g005650_P001
OG0007336	Sp12g00128	Wa8730a015g005680_P001
OG0007337	Sp12g00127	Wa8730a015g005690_P001
OG0007338	Sp12g00126	Wa8730a015g005700_P001
OG0007340	Sp12g00121	Wa8730a015g005750_P001
OG0007341	Sp12g00119	Wa8730a015g005760_P001
OG0007342	Sp12g00118	Wa8730a015g005770_P001
OG0007343	Sp12g00117	Wa8730a015g005740_P001
OG0007344	Sp12g00114	Wa8730a015g005730_P001
OG0007345	Sp12g00113	Wa8730a015g005720_P001
OG0007346	Sp12g00110	Wa8730a015g005800_P001
OG0007347	Sp12g00100	Wa8730a015g005790_P001
OG0007348	Sp12g00099	Wa8730a015g005810_P001
OG0007349	Sp12g00097	Wa8730a015g005820_P001
OG0007350	Sp12g00094	Wa8730a015g005830_P001
OG0007351	Sp12g00090	Wa8730a015g005870_P001
OG0007352	Sp12g00089	Wa8730a015g005880_P001
OG0007353	Sp12g00085	Wa8730a015g005890_P001
OG0007355	Sp12g00067	Wa8730a015g005930_P001
OG0007356	Sp12g00051	Wa8730a015g005970_P001
OG0007357	Sp12g00019	Wa8730a015g006150_P001
OG0007358	Sp12g00016	Wa8730a015g006120_P001
OG0007359	Sp12g00015	Wa8730a015g006130_P001
OG0007360	Sp12g00013	Wa8730a015g006140_P001
OG0007361	Sp12g00008	Wa8730a015g006210_P001
OG0007362	Sp12g00007	Wa8730a015g006200_P001
OG0007363	Sp12g00006	Wa8730a015g006220_P001
OG0007364	Sp12g00005	Wa8730a015g006230_P001
OG0007365	Sp12g00004	Wa8730a015g006240_P001
OG0007366	Sp18g00662	Wa8730a016g000350_P001
OG0007367	Sp18g00641	Wa8730a016g000790_P001
OG0007368	Sp18g00630	Wa8730a016g000440_P001
OG0007369	Sp18g00628	Wa8730a016g000460_P001
OG0007370	Sp18g00627	Wa8730a016g000470_P001
OG0007371	Sp18g00625	Wa8730a016g000490_P001
OG0007372	Sp18g00622	Wa8730a016g000520_P001
OG0007373	Sp18g00620	Wa8730a016g000430_P001
OG0007374	Sp18g00610	Wa8730a016g000690_P001
OG0007375	Sp18g00609	Wa8730a016g000680_P001
OG0007376	Sp18g00608	Wa8730a019g000380_P001
OG0007377	Sp18g00607	Wa8730a016g000670_P001
OG0007378	Sp18g00605	Wa8730a016g000860_P001
OG0007379	Sp18g00602	Wa8730a016g000820_P001
OG0007380	Sp18g00601	Wa8730a016g000800_P001
OG0007381	Sp18g00600	Wa8730a016g000620_P001
OG0007382	Sp18g00597	Wa8730a016g000630_P001
OG0007383	Sp18g00596	Wa8730a016g000840_P001
OG0007384	Sp18g00592	Wa8730a016g000890_P001
OG0007385	Sp18g00590	Wa8730a016g000900_P001
OG0007386	Sp18g00589	Wa8730a016g000930_P001
OG0007387	Sp18g00587	Wa8730a016g000950_P001
OG0007388	Sp18g00584	Wa8730a016g000970_P001
OG0007389	Sp18g00579	Wa8730a016g001030_P001
OG0007390	Sp18g00576	Wa8730a016g001010_P001
OG0007391	Sp18g00575	Wa8730a016g001000_P001
OG0007392	Sp18g00574	Wa8730a016g000990_P001
OG0007393	Sp18g00573	Wa8730a016g001070_P001
OG0007394	Sp18g00571	Wa8730a016g001090_P001
OG0007395	Sp18g00567	Wa8730a016g001130_P001
OG0007396	Sp18g00565	Wa8730a016g001110_P001
OG0007397	Sp18g00560	Wa8730a016g001150_P001
OG0007398	Sp18g00559	Wa8730a016g001180_P001
OG0007399	Sp18g00558	Wa8730a016g001190_P001
OG0007400	Sp18g00548	Wa8730a016g001220_P001
OG0007401	Sp18g00544	Wa8730a016g001280_P001
OG0007402	Sp18g00542	Wa8730a016g001270_P001
OG0007403	Sp18g00541	Wa8730a016g001260_P001
OG0007404	Sp18g00537	Wa8730a016g001290_P001
OG0007405	Sp18g00536	Wa8730a016g001310_P001
OG0007406	Sp18g00534	Wa8730a010g006620_P001
OG0007407	Sp18g00532	Wa8730a016g001320_P001
OG0007408	Sp18g00528	Wa8730a016g001410_P001
OG0007409	Sp18g00526	Wa8730a016g001340_P001
OG0007410	Sp18g00523	Wa8730a016g001360_P001
OG0007411	Sp18g00518	Wa8730a016g001420_P001
OG0007412	Sp18g00516	Wa8730a016g001430_P001
OG0007413	Sp18g00515	Wa8730a016g001440_P001
OG0007414	Sp18g00508	Wa8730a016g001590_P001
OG0007415	Sp18g00501	Wa8730a013g003850_P001
OG0007416	Sp18g00493	Wa8730a016g001510_P001
OG0007417	Sp18g00492	Wa8730a016g001650_P001
OG0007418	Sp18g00490	Wa8730a016g001710_P001
OG0007419	Sp18g00489	Wa8730a016g001770_P001
OG0007420	Sp18g00488	Wa8730a016g001760_P001
OG0007421	Sp18g00487	Wa8730a016g001740_P001
OG0007422	Sp18g00478	Wa8730a012g004680_P001
OG0007423	Sp18g00476	Wa8730a016g001790_P001
OG0007424	Sp18g00468	Wa8730a016g001840_P001
OG0007425	Sp18g00466	Wa8730a016g001820_P001
OG0007426	Sp18g00465	Wa8730a016g001810_P001
OG0007427	Sp18g00462	Wa8730a003g006000_P001
OG0007428	Sp18g00456	Wa8730a016g001890_P001
OG0007429	Sp18g00455	Wa8730a016g001900_P001
OG0007430	Sp18g00451	Wa8730a016g001910_P001
OG0007431	Sp18g00447	Wa8730a016g002030_P001
OG0007432	Sp18g00446	Wa8730a016g002020_P001
OG0007433	Sp18g00445	Wa8730a016g001990_P001
OG0007434	Sp18g00437	Wa8730a016g002120_P001
OG0007435	Sp18g00434	Wa8730a016g002090_P001
OG0007436	Sp18g00433	Wa8730a016g002060_P001
OG0007437	Sp18g00432	Wa8730a016g002070_P001
OG0007438	Sp18g00431	Wa8730a016g002130_P001
OG0007439	Sp18g00429	Wa8730a016g002220_P001
OG0007440	Sp18g00428	Wa8730a016g002040_P001
OG0007441	Sp18g00421	Wa8730a016g002050_P001
OG0007442	Sp18g00420	Wa8730a016g002190_P001
OG0007443	Sp18g00419	Wa8730a016g002180_P001
OG0007444	Sp18g00415	Wa8730a016g002170_P001
OG0007445	Sp18g00412	Wa8730a016g002140_P001
OG0007446	Sp18g00400	Wa8730a016g002350_P001
OG0007447	Sp18g00398	Wa8730a016g002380_P001
OG0007448	Sp18g00391	Wa8730a016g002420_P001
OG0007449	Sp18g00390	Wa8730a016g002430_P001
OG0007450	Sp18g00387	Wa8730a016g002440_P001
OG0007451	Sp18g00382	Wa8730a016g002460_P001
OG0007452	Sp18g00380	Wa8730a016g002470_P001
OG0007453	Sp18g00379	Wa8730a016g002480_P001
OG0007454	Sp18g00375	Wa8730a016g002500_P001
OG0007455	Sp18g00373	Wa8730a016g002510_P001
OG0007456	Sp18g00372	Wa8730a016g002520_P001
OG0007457	Sp18g00371	Wa8730a016g002530_P001
OG0007458	Sp18g00366	Wa8730a016g002570_P001
OG0007459	Sp18g00363	Wa8730a016g002630_P001
OG0007460	Sp18g00361	Wa8730a010g002530_P001
OG0007461	Sp18g00360	Wa8730a016g002620_P001
OG0007462	Sp18g00357	Wa8730a016g002670_P001
OG0007463	Sp18g00349	Wa8730a016g002590_P001
OG0007464	Sp18g00346	Wa8730a016g002650_P001
OG0007465	Sp18g00340	Wa8730a016g002770_P001
OG0007466	Sp18g00329	Wa8730a016g002830_P001
OG0007467	Sp18g00324	Wa8730a016g002800_P001
OG0007468	Sp18g00321	Wa8730a016g002840_P001
OG0007470	Sp18g00308	Wa8730a016g002880_P001
OG0007471	Sp18g00680, Sp18g00307	Wa8730a016g002910_P001
OG0007472	Sp18g00679	Wa8730a016g002900_P001
OG0007473	Sp18g00299	Wa8730a016g002980_P001
OG0007474	Sp18g00298	Wa8730a016g003020_P001
OG0007475	Sp18g00296	Wa8730a016g002990_P001
OG0007476	Sp18g00289	Wa8730a016g003060_P001
OG0007477	Sp18g00284	Wa8730a016g003120_P001
OG0007478	Sp18g00281	Wa8730a016g003130_P001
OG0007479	Sp18g00280	Wa8730a016g003160_P001
OG0007480	Sp18g00279	Wa8730a016g003170_P001
OG0007481	Sp18g00278	Wa8730a016g003180_P001
OG0007482	Sp18g00268	Wa8730a016g003330_P001
OG0007483	Sp18g00267	Wa8730a016g003340_P001
OG0007485	Sp18g00246	Wa8730a016g003380_P001
OG0007486	Sp18g00245	Wa8730a016g003390_P001
OG0007487	Sp18g00244	Wa8730a016g003400_P001
OG0007488	Sp18g00240	Wa8730a016g003420_P001
OG0007489	Sp18g00236	Wa8730a016g003460_P001
OG0007490	Sp18g00235	Wa8730a004g008000_P001
OG0007491	Sp18g00224	Wa8730a016g003620_P001
OG0007492	Sp18g00222	Wa8730a016g003610_P001
OG0007493	Sp18g00213	Wa8730a016g003680_P001
OG0007494	Sp18g00211	Wa8730a016g003690_P001
OG0007495	Sp18g00206	Wa8730a006g006860_P001
OG0007496	Sp18g00203	Wa8730a006g006870_P001
OG0007497	Sp18g00200	Wa8730a016g003800_P001
OG0007498	Sp18g00198	Wa8730a016g003790_P001
OG0007499	Sp18g00195	Wa8730a016g003750_P001
