Orthogroup	Sp9509_oxford_v3.proteins	Sp7498_pacbio.protein
OG0010739	Sp08g00823	g1291.t1
OG0010740	Sp08g00818	g1293.t1
OG0010741	Sp08g00816	g1295.t1
OG0010742	Sp08g00809	g1299.t1
OG0010743	Sp08g00804	g1302.t1
OG0010744	Sp08g00796	g1309.t1
OG0010745	Sp08g00791	g1314.t1
OG0010746	Sp08g00788	g1316.t1
OG0010747	Sp08g00782	g1322.t1
OG0010748	Sp08g00778	g1325.t1
OG0010749	Sp08g00776	g1326.t1
OG0010750	Sp08g00763	g1331.t1
OG0010751	Sp08g00755	g1339.t1
OG0010752	Sp08g00753	g1341.t1
OG0010753	Sp08g00747	g1346.t1
OG0010754	Sp08g00746	g1347.t1
OG0010755	Sp08g00744	g1349.t1
OG0010756	Sp08g00736	g1355.t1
OG0010757	Sp08g00735	g1357.t1
OG0010758	Sp08g00726	g1366.t1
OG0010759	Sp08g00721	g1370.t1
OG0010760	Sp08g00717	g1375.t1
OG0010761	Sp08g00715	g1377.t1
OG0010762	Sp08g00713	g1379.t1
OG0010763	Sp08g00708	g1382.t1
OG0010764	Sp08g00707	g1383.t1
OG0010765	Sp08g00701	g1391.t1
OG0010766	Sp08g00699	g1393.t1
OG0010767	Sp08g00698	g1394.t1
OG0010768	Sp08g00696	g1397.t1
OG0010769	Sp08g00695	g1398.t1
OG0010770	Sp08g00694	g1399.t1
OG0010771	Sp08g00692	g1400.t1
OG0010772	Sp08g00682	g1412.t1
OG0010773	Sp08g00679	g1416.t1
OG0010774	Sp08g00675	g1419.t1
OG0010775	Sp08g00673	g1421.t1
OG0010776	Sp08g00672	g1422.t1
OG0010777	Sp08g00670	g1424.t1
OG0010778	Sp08g00667	g1427.t1
OG0010779	Sp08g00665	g1429.t1
OG0010780	Sp08g00664	g1430.t1
OG0010781	Sp08g00660	g1433.t1
OG0010782	Sp08g00658	g1435.t1
OG0010783	Sp08g00653	g1440.t1
OG0010784	Sp08g00647	g1446.t1
OG0010785	Sp08g00646	g1447.t1
OG0010786	Sp08g00644	g1449.t1
OG0010787	Sp08g00643	g1450.t1
OG0010788	Sp08g00642	g1451.t1
OG0010789	Sp08g00641	g1452.t1
OG0010790	Sp08g00640	g1453.t1
OG0010791	Sp08g00638	g1455.t1
OG0010792	Sp08g00637	g1456.t1
OG0010793	Sp08g00634	g1459.t1
OG0010794	Sp08g00629	g1464.t1
OG0010795	Sp08g00617	g1472.t1
OG0010796	Sp08g00615	g1474.t1
OG0010797	Sp08g00614	g1475.t1
OG0010798	Sp08g00612	g1477.t1
OG0010799	Sp08g00611	g1478.t1
OG0010800	Sp08g00610	g1479.t1
OG0010801	Sp08g00608	g1481.t1
OG0010802	Sp08g00604	g1485.t1
OG0010803	Sp08g00602	g1487.t1
OG0010804	Sp08g00600	g1489.t1
OG0010805	Sp08g00597	g1492.t1
OG0010806	Sp08g00595	g1494.t1
OG0010807	Sp08g00590	g1499.t1
OG0010808	Sp08g00582	g1506.t1
OG0010809	Sp08g00581	g1508.t1
OG0010810	Sp08g00579	g1510.t1
OG0010811	Sp08g00578	g1511.t1
OG0010812	Sp08g00573	g1516.t1
OG0010813	Sp08g00571	g1518.t1
OG0010814	Sp08g00570	g1520.t1
OG0010815	Sp08g00566	g1524.t1
OG0010816	Sp08g00558	g1532.t1
OG0010817	Sp08g00550	g1542.t1
OG0010818	Sp08g00549	g1543.t1
OG0010819	Sp08g00547	g1545.t1
OG0010820	Sp08g00545	g1547.t1
OG0010821	Sp08g00544	g1548.t1
OG0010822	Sp08g00543	g1549.t1
OG0010823	Sp08g00539	g1553.t1
OG0010824	Sp08g00531	g1561.t1
OG0010825	Sp08g00520	g1571.t1
OG0010826	Sp08g00519	g1572.t1
OG0010827	Sp08g00517	g1574.t1
OG0010828	Sp08g00514	g1576.t1
OG0010829	Sp08g00509	g1580.t1
OG0010830	Sp08g00505	g1583.t1
OG0010831	Sp08g00504	g1584.t1
OG0010832	Sp08g00500	g1589.t1
OG0010833	Sp08g00498	g1590.t1
OG0010834	Sp08g00497	g1591.t1
OG0010835	Sp08g00496	g1592.t1
OG0010836	Sp08g00494	g1594.t1
OG0010837	Sp08g00487	g1601.t1
OG0010838	Sp08g00483	g1605.t1
OG0010839	Sp08g00482	g1606.t1
OG0010840	Sp08g00479	g1610.t1
OG0010841	Sp08g00478	g1611.t1
OG0010842	Sp08g00462	g1619.t1
OG0010843	Sp08g00457	g1626.t1
OG0010844	Sp08g00454	g1629.t1
OG0010845	Sp08g00450	g1631.t1
OG0010846	Sp08g00449	g1632.t1
OG0010847	Sp08g00448	g1633.t1
OG0010848	Sp08g00443	g1641.t1
OG0010849	Sp08g00442	g1642.t1
OG0010850	Sp08g00434	g1649.t1
OG0010851	Sp08g00432	g1651.t1
OG0010852	Sp08g00431	g1652.t1
OG0010853	Sp08g00425	g1655.t1
OG0010854	Sp08g00424	g1656.t1
OG0010855	Sp08g00423	g1657.t1
OG0010856	Sp08g00417	g1663.t1
OG0010857	Sp08g00415	g1665.t1
OG0010858	Sp08g00409	g1671.t1
OG0010859	Sp08g00408	g1672.t1
OG0010860	Sp08g00407	g1673.t1
OG0010861	Sp08g00403	g1678.t1
OG0010862	Sp08g00396	g1684.t1
OG0010863	Sp08g00395	g1685.t1
OG0010864	Sp08g00393	g1688.t1
OG0010865	Sp08g00389	g1692.t1
OG0010866	Sp08g00385	g1696.t1
OG0010867	Sp08g00379	g1702.t1
OG0010868	Sp08g00377	g1704.t1
OG0010869	Sp08g00373	g1706.t1
OG0010870	Sp08g00371	g1708.t1
OG0010871	Sp08g00370	g1709.t1
OG0010872	Sp08g00368	g1712.t1
OG0010873	Sp08g00351	g1728.t1
OG0010874	Sp08g00348	g1730.t1
OG0010875	Sp08g00346	g1732.t1
OG0010876	Sp08g00345	g1733.t1
OG0010877	Sp08g00337	g1741.t1
OG0010878	Sp08g00333	g1746.t1
OG0010879	Sp08g00330	g1748.t1
OG0010880	Sp08g00328	g1750.t1
OG0010881	Sp08g00326	g1752.t1
OG0010882	Sp08g00325	g1753.t1
OG0010883	Sp08g00323	g1755.t1
OG0010884	Sp08g00317	g1760.t1
OG0010885	Sp08g00314	g1763.t1
OG0010886	Sp08g00311	g1765.t1
OG0010887	Sp08g00308	g1768.t1
OG0010888	Sp08g00307	g1769.t1
OG0010889	Sp08g00305	g1771.t1
OG0010890	Sp08g00303	g1772.t1
OG0010891	Sp08g00297	g1778.t1
OG0010892	Sp08g00295	g1779.t1
OG0010893	Sp08g00290	g1785.t1
OG0010894	Sp08g00280	g1793.t1
OG0010895	Sp08g00279	g1794.t1
OG0010896	Sp08g00264	g1808.t1
OG0010897	Sp08g00262	g1810.t1
OG0010898	Sp08g00259	g1812.t1
OG0010899	Sp08g00258	g1814.t1
OG0010900	Sp08g00257	g1815.t1
OG0010901	Sp08g00253	g1820.t1
OG0010902	Sp08g00251	g1822.t1
OG0010903	Sp08g00250	g1823.t1
OG0010904	Sp08g00249	g1824.t1
OG0010905	Sp08g00244	g1828.t1
OG0010906	Sp08g00238	g1833.t1
OG0010907	Sp01g01679	g1841.t1
OG0010908	Sp01g01676	g1845.t1
OG0010909	Sp01g01672	g1851.t1
OG0010910	Sp01g01667	g1858.t1
OG0010911	Sp01g01664	g1865.t1
OG0010912	Sp01g01662	g1867.t1
OG0010913	Sp01g01645	g1880.t1
OG0010914	Sp01g01644	g1881.t1
OG0010915	Sp01g01643	g1883.t1
OG0010916	Sp01g01642	g1884.t1
OG0010917	Sp01g01641	g1885.t1
OG0010918	Sp01g01632	g1892.t1
OG0010919	Sp01g01630	g1895.t1
OG0010920	Sp01g01625	g1900.t1
OG0010921	Sp01g01618	g1904.t1
OG0010922	Sp01g01614	g1908.t1
OG0010923	Sp01g01610	g1912.t1
OG0010924	Sp01g01605	g1916.t1
OG0010925	Sp01g01604	g1917.t1
OG0010926	Sp01g01598	g1924.t1
OG0010927	Sp01g01595	g1927.t1
OG0010928	Sp08g00219	g1944.t1
OG0010929	Sp08g00211	g1950.t1
OG0010930	Sp08g00210	g1951.t1
OG0010931	Sp08g00209	g1952.t1
OG0010932	Sp08g00203	g1959.t1
OG0010933	Sp08g00202	g1961.t1
OG0010934	Sp08g00201	g1963.t1
OG0010935	Sp08g00200	g1964.t1
OG0010936	Sp08g00198	g1966.t1
OG0010937	Sp08g00195	g1969.t1
OG0010938	Sp08g00194	g1970.t1
OG0010939	Sp08g00192	g1972.t1
OG0010940	Sp08g00190	g1974.t1
OG0010941	Sp08g00189	g1975.t1
OG0010942	Sp08g00187	g1977.t1
OG0010943	Sp08g00184	g1978.t1
OG0010944	Sp08g00183	g1979.t1
OG0010945	Sp08g00181	g1981.t1
OG0010946	Sp08g00180	g1984.t1
OG0010947	Sp08g00179	g1986.t1
OG0010948	Sp08g00178	g1987.t1
OG0010949	Sp08g00176	g1989.t1
OG0010950	Sp08g00174	g1991.t1
OG0010951	Sp08g00169	g1996.t1
OG0010952	Sp08g00162	g2001.t1
OG0010953	Sp08g00159	g2004.t1
OG0010954	Sp08g00153	g2008.t1
OG0010955	Sp08g00148	g2012.t1
OG0010956	Sp08g00144	g2016.t1
OG0010957	Sp08g00138	g2020.t1
OG0010958	Sp08g00131	g2027.t1
OG0010959	Sp08g00129	g2029.t1
OG0010960	Sp08g00128	g2030.t1
OG0010961	Sp08g00127	g2031.t1
OG0010962	Sp08g00124	g2034.t1
OG0010963	Sp08g00123	g2035.t1
OG0010964	Sp08g00122	g2036.t1
OG0010965	Sp08g00121	g2037.t1
OG0010966	Sp08g00120	g2038.t1
OG0010967	Sp08g00113	g2044.t1
OG0010968	Sp08g00110	g2047.t1
OG0010969	Sp08g00108	g2049.t1
OG0010970	Sp08g00105	g2051.t1
OG0010971	Sp08g00100	g2055.t1
OG0010972	Sp08g00097	g2058.t1
OG0010973	Sp08g00095	g2061.t1
OG0010974	Sp08g00093	g2064.t1
OG0010975	Sp08g00089	g2067.t1
OG0010976	Sp08g00081	g2075.t1
OG0010977	Sp08g00069	g2084.t1
OG0010978	Sp08g00068	g2085.t1
OG0010979	Sp07g00002	g2103.t1
OG0010980	Sp07g00004	g2105.t1
OG0010981	Sp07g00006	g2107.t1
OG0010982	Sp07g00007	g2108.t1
OG0010983	Sp07g00008	g2109.t1
OG0010984	Sp07g00011	g2112.t1
OG0010985	Sp07g00016	g2119.t1
OG0010986	Sp07g00017	g2120.t1
OG0010987	Sp07g00018	g2121.t1
OG0010988	Sp07g00021	g2124.t1
OG0010989	Sp07g00027	g2128.t1
OG0010990	Sp07g00030	g2133.t1
OG0010991	Sp07g00031	g2134.t1
OG0010992	Sp07g00032	g2135.t1
OG0010993	Sp07g00039	g2143.t1
OG0010994	Sp07g00040	g2144.t1
OG0010995	Sp07g00042	g2147.t1
OG0010996	Sp07g00044	g2149.t1
OG0010997	Sp07g00045	g2150.t1
OG0010998	Sp07g00049	g2151.t1
OG0010999	Sp07g00051	g2152.t1
OG0011000	Sp07g00052	g2153.t1
OG0011001	Sp07g00055	g2156.t1
OG0011002	Sp07g00058	g2159.t1
OG0011003	Sp07g00064	g2162.t1
OG0011004	Sp07g00065	g2163.t1
OG0011005	Sp07g00066	g2164.t1
OG0011006	Sp07g00071	g2168.t1
OG0011007	Sp07g00084	g2182.t1
OG0011008	Sp07g00088	g2185.t1
OG0011009	Sp07g00089	g2186.t1
OG0011010	Sp07g00098	g2192.t1
OG0011011	Sp07g00099	g2193.t1
OG0011012	Sp07g00102	g2196.t1
OG0011013	Sp07g00104	g2198.t1
OG0011014	Sp07g00105	g2199.t1
OG0011015	Sp07g00106	g2200.t1
OG0011016	Sp07g00108	g2202.t1
OG0011017	Sp07g00112	g2206.t1
OG0011018	Sp07g00114	g2208.t1
OG0011019	Sp07g00118	g2213.t1
OG0011020	Sp07g00123	g2218.t1
OG0011021	Sp07g00127	g2222.t1
OG0011022	Sp07g00135	g2232.t1
OG0011023	Sp07g00136	g2233.t1
OG0011024	Sp07g00139	g2236.t1
OG0011025	Sp07g00146	g2242.t1
OG0011026	Sp07g00147	g2243.t1
OG0011027	Sp07g00156	g2253.t1
OG0011028	Sp07g00158	g2255.t1
OG0011029	Sp07g00161	g2257.t1
OG0011030	Sp07g00167	g2258.t1
OG0011031	Sp07g00166	g2259.t1
OG0011032	Sp07g00163	g2262.t1
OG0011033	Sp07g00211	g2269.t1
OG0011034	Sp07g00202	g2276.t1
OG0011035	Sp07g00189	g2291.t1
OG0011036	Sp07g00186	g2294.t1
OG0011037	Sp07g00184	g2297.t1
OG0011038	Sp07g00182	g2299.t1
OG0011039	Sp07g00181	g2300.t1
OG0011040	Sp07g00173	g2308.t1
OG0011041	Sp07g00172	g2309.t1
OG0011042	Sp07g00225	g2319.t1
OG0011043	Sp07g00236	g2329.t1
OG0011044	Sp07g00245	g2338.t1
OG0011045	Sp07g00249	g2343.t1
OG0011046	Sp07g00252	g2345.t1
OG0011047	Sp07g00256	g2349.t1
OG0011048	Sp07g00257	g2350.t1
OG0011049	Sp07g00261	g2353.t1
OG0011050	Sp07g00264	g2356.t1
OG0011051	Sp07g00272	g2359.t1
OG0011052	Sp07g00281	g2370.t1
OG0011053	Sp07g00289	g2379.t1
OG0011054	Sp07g00290	g2380.t1
OG0011055	Sp07g00292	g2382.t1
OG0011057	Sp07g00294	g2385.t1
OG0011058	Sp07g00295	g2386.t1
OG0011059	Sp07g00299	g2390.t1
OG0011060	Sp07g00301	g2392.t1
OG0011061	Sp07g00304	g2394.t1
OG0011062	Sp07g00315	g2405.t1
OG0011063	Sp07g00322	g2411.t1
OG0011064	Sp07g00337	g2424.t1
OG0011065	Sp07g00338	g2425.t1
OG0011066	Sp07g00343	g2428.t1
OG0011067	Sp07g00345	g2430.t1
OG0011068	Sp07g00346	g2431.t1
OG0011069	Sp07g00348	g2433.t1
OG0011070	Sp07g00351	g2437.t1
OG0011071	Sp07g00352	g2438.t1
OG0011072	Sp07g00353	g2439.t1
OG0011073	Sp07g00354	g2440.t1
OG0011074	Sp07g00357	g2443.t1
OG0011075	Sp07g00358	g2444.t1
OG0011076	Sp07g00361	g2447.t1
OG0011077	Sp07g00366	g2451.t1
OG0011078	Sp07g00369	g2454.t1
OG0011079	Sp07g00372	g2459.t1
OG0011080	Sp07g00374	g2461.t1
OG0011081	Sp07g00375	g2462.t1
OG0011082	Sp07g00377	g2464.t1
OG0011083	Sp07g00383	g2469.t1
OG0011084	Sp07g00384	g2470.t1
OG0011085	Sp07g00385	g2471.t1
OG0011086	Sp07g00386	g2472.t1
OG0011087	Sp07g00393	g2477.t1
OG0011088	Sp07g00394	g2478.t1
OG0011089	Sp07g00396	g2480.t1
OG0011090	Sp07g00398	g2482.t1
OG0011091	Sp07g00401	g2485.t1
OG0011092	Sp07g00403	g2487.t1
OG0011093	Sp07g00405	g2489.t1
OG0011094	Sp07g00412	g2496.t1
OG0011095	Sp07g00429	g2514.t1
OG0011096	Sp07g00434	g2518.t1
OG0011097	Sp07g00437	g2522.t1
OG0011098	Sp07g00438	g2523.t1
OG0011099	Sp07g00442	g2526.t1
OG0011100	Sp07g00448	g2532.t1
OG0011101	Sp07g00456	g2544.t1
OG0011102	Sp07g00458	g2546.t1
OG0011103	Sp07g00464	g2552.t1
OG0011104	Sp07g00466	g2554.t1
OG0011105	Sp07g00469	g2557.t1
OG0011106	Sp07g00478	g2567.t1
OG0011107	Sp07g00480	g2569.t1
OG0011108	Sp07g00486	g2574.t1
OG0011109	Sp07g00487	g2575.t1
OG0011110	Sp07g00490	g2579.t1
OG0011111	Sp07g00504	g2613.t1
OG0011112	Sp07g00505	g2614.t1
OG0011113	Sp07g00511	g2621.t1
OG0011114	Sp07g00514	g2626.t1
OG0011115	Sp07g00516	g2628.t1
OG0011116	Sp07g00531	g2641.t1
OG0011117	Sp07g00534	g2644.t1
OG0011118	Sp07g00545	g2652.t1
OG0011119	Sp07g00547	g2654.t1
OG0011120	Sp07g00548	g2655.t1
OG0011121	Sp07g00554	g2660.t1
OG0011122	Sp07g00557	g2664.t1
OG0011123	Sp07g00558	g2665.t1
OG0011124	Sp07g00560	g2667.t1
OG0011125	Sp07g00568	g2674.t1
OG0011126	Sp07g00575	g2681.t1
OG0011127	Sp07g00576	g2682.t1
OG0011128	Sp07g00581	g2686.t1
OG0011129	Sp07g00582	g2687.t1
OG0011130	Sp07g00583	g2688.t1
OG0011131	Sp07g00589	g2694.t1
OG0011132	Sp07g00591	g2698.t1
OG0011133	Sp07g00593	g2701.t1
OG0011134	Sp07g00594	g2703.t1
OG0011135	Sp07g00601	g2708.t1
OG0011136	Sp07g00612	g2719.t1
OG0011137	Sp07g00613	g2720.t1
OG0011138	Sp07g00621	g2727.t1
OG0011139	Sp07g00626	g2732.t1
OG0011140	Sp07g00629	g2735.t1
OG0011141	Sp07g00631	g2737.t1
OG0011142	Sp07g00636	g2743.t1
OG0011143	Sp07g00638	g2745.t1
OG0011144	Sp07g00658	g2748.t1
OG0011145	Sp07g00659	g2749.t1
OG0011146	Sp07g00660	g2750.t1
OG0011147	Sp07g00662	g2752.t1
OG0011148	Sp07g00663	g2753.t1
OG0011149	Sp07g00670	g2758.t1
OG0011150	Sp07g00671	g2760.t1
OG0011151	Sp07g00674	g2763.t1
OG0011152	Sp07g00688	g2777.t1
OG0011153	Sp07g00689	g2779.t1
OG0011154	Sp07g00690	g2780.t1
OG0011155	Sp07g00695	g2785.t1
OG0011156	Sp07g00696	g2786.t1
OG0011157	Sp07g00698	g2792.t1
OG0011158	Sp07g00699	g2793.t1
OG0011159	Sp07g00700	g2794.t1
OG0011160	Sp07g00703	g2797.t1
OG0011161	Sp07g00704	g2798.t1
OG0011162	Sp07g00706	g2800.t1
OG0011163	Sp07g00708	g2802.t1
OG0011164	Sp07g00711	g2804.t1
OG0011165	Sp07g00712	g2805.t1
OG0011166	Sp07g00713	g2806.t1
OG0011167	Sp07g00714	g2807.t1
OG0011168	Sp07g00717	g2809.t1
OG0011169	Sp07g00718	g2810.t1
OG0011170	Sp07g00721	g2814.t1
OG0011171	Sp07g00722	g2815.t1
OG0011172	Sp07g00729	g2822.t1
OG0011173	Sp07g00732	g2825.t1
OG0011174	Sp07g00734	g2827.t1
OG0011175	Sp07g00740	g2832.t1
OG0011176	Sp07g00743	g2835.t1
OG0011177	Sp07g00745	g2837.t1
OG0011178	Sp07g00746	g2839.t1
OG0011179	Sp07g00757	g2851.t1
OG0011180	Sp07g00758	g2852.t1
OG0011181	Sp07g00766	g2858.t1
OG0011182	Sp07g00769	g2860.t1
OG0011183	Sp07g00774	g2864.t1
OG0011184	Sp07g00775	g2865.t1
OG0011185	Sp07g00778	g2868.t1
OG0011186	Sp07g00787	g2878.t1
OG0011187	Sp07g00792	g2882.t1
OG0011188	Sp07g00794	g2884.t1
OG0011189	Sp07g00795	g2885.t1
OG0011190	Sp07g00798	g2888.t1
OG0011191	Sp07g00799	g2889.t1
OG0011192	Sp07g00801	g2891.t1
OG0011193	Sp07g00830	g2929.t1
OG0011194	Sp07g00831	g2930.t1
OG0011195	Sp07g00842	g2935.t1
OG0011196	Sp07g00844	g2937.t1
OG0011197	Sp07g00849	g2943.t1
OG0011198	Sp07g00850	g2944.t1
OG0011199	Sp07g00852	g2947.t1
OG0011200	Sp07g00854	g2949.t1
OG0011201	Sp07g00859	g2956.t1
OG0011202	Sp07g00861	g2957.t1
OG0011203	Sp07g00872	g2967.t1
OG0011204	Sp07g00896	g2982.t1
OG0011205	Sp07g00903	g2987.t1
OG0011206	Sp07g00904	g2988.t1
OG0011207	Sp07g00907	g2992.t1
OG0011208	Sp07g00908	g2993.t1
OG0011209	Sp07g00911	g2996.t1
OG0011210	Sp07g00912	g2997.t1
OG0011211	Sp07g00913	g2998.t1
OG0011212	Sp07g00914	g2999.t1
OG0011213	Sp07g00916	g3001.t1
OG0011214	Sp07g00923	g3005.t1
OG0011215	Sp07g00925	g3007.t1
OG0011216	Sp07g00926	g3008.t1
OG0011217	Sp07g00934	g3016.t1
OG0011218	Sp07g00947	g3024.t1
OG0011219	Sp07g00949	g3026.t1
OG0011220	Sp07g00950	g3027.t1
OG0011221	Sp07g00951	g3028.t1
OG0011222	Sp07g00952	g3030.t1
OG0011223	Sp07g00953	g3031.t1
OG0011224	Sp07g00960	g3040.t1
OG0011225	Sp07g00965	g3045.t1
OG0011226	Sp07g00974	g3056.t1
OG0011227	Sp07g00983	g3071.t1
OG0011228	Sp07g00991	g3078.t1
OG0011229	Sp07g00992	g3080.t1
OG0011230	Sp07g01005	g3091.t1
OG0011232	Sp07g01021	g3119.t1
OG0011233	Sp07g01027	g3125.t1
OG0011234	Sp07g01028	g3126.t1
OG0011235	Sp07g01030	g3128.t1
OG0011236	Sp07g01040	g3133.t1
OG0011237	Sp07g01044	g3136.t1
OG0011238	Sp07g01049	g3140.t1
OG0011239	Sp07g01058	g3148.t1
OG0011240	Sp07g01065	g3154.t1
OG0011241	Sp07g01066	g3156.t1
OG0011242	Sp07g01067	g3157.t1
OG0011243	Sp07g01070	g3159.t1
OG0011244	Sp07g01072	g3161.t1
OG0011245	Sp07g01073	g3162.t1
OG0011246	Sp07g01074	g3163.t1
OG0011247	Sp07g01081	g3169.t1
OG0011248	Sp07g01087	g3173.t1
OG0011249	Sp07g01094	g3181.t1
OG0011250	Sp07g01098	g3184.t1
OG0011251	Sp07g01099	g3185.t1
OG0011252	Sp07g00791	g3197.t1
OG0011253	Sp16g00562	g3222.t1
OG0011254	Sp16g00556	g3228.t1
OG0011255	Sp16g00552	g3232.t1
OG0011256	Sp16g00550	g3234.t1
OG0011257	Sp16g00542	g3240.t1
OG0011258	Sp16g00540	g3242.t1
OG0011259	Sp16g00539	g3243.t1
OG0011260	Sp16g00537	g3245.t1
OG0011261	Sp16g00536	g3246.t1
OG0011262	Sp16g00530	g3253.t1
OG0011263	Sp16g00529	g3254.t1
OG0011264	Sp16g00523	g3259.t1
OG0011265	Sp16g00520	g3263.t1
OG0011266	Sp16g00514	g3269.t1
OG0011267	Sp16g00513	g3270.t1
OG0011268	Sp01g01367	g3277.t1
OG0011269	Sp01g01369	g3278.t1
OG0011270	Sp01g01370	g3279.t1
OG0011271	Sp01g01378	g3289.t1
OG0011272	Sp01g01380	g3291.t1
OG0011273	Sp01g01383	g3294.t1
OG0011274	Sp01g01386	g3297.t1
OG0011275	Sp01g01388	g3299.t1
OG0011276	Sp01g01391	g3302.t1
OG0011277	Sp01g01392	g3303.t1
OG0011278	Sp01g01395	g3306.t1
OG0011279	Sp01g01396	g3308.t1
OG0011280	Sp01g01400	g3313.t1
OG0011281	Sp01g01402	g3316.t1
OG0011282	Sp01g01403	g3317.t1
OG0011283	Sp01g01408	g3322.t1
OG0011284	Sp01g01409	g3323.t1
OG0011285	Sp01g01414	g3328.t1
OG0011286	Sp01g01418	g3332.t1
OG0011287	Sp01g01421	g3334.t1
OG0011288	Sp01g01422	g3335.t1
OG0011289	Sp01g01423	g3336.t1
OG0011290	Sp01g01424	g3337.t1
OG0011291	Sp01g01425	g3338.t1
OG0011292	Sp01g01426	g3339.t1
OG0011293	Sp01g01441	g3350.t1
OG0011294	Sp01g01442	g3351.t1
OG0011295	Sp01g01445	g3353.t1
OG0011296	Sp01g01447	g3355.t1
OG0011297	Sp01g01449	g3357.t1
OG0011298	Sp01g01452	g3360.t1
OG0011299	Sp01g01458	g3364.t1
OG0011300	Sp01g01465	g3370.t1
OG0011301	Sp01g01473	g3377.t1
OG0011302	Sp01g01475	g3379.t1
OG0011303	Sp01g01476	g3380.t1
OG0011304	Sp01g01483	g3386.t1
OG0011305	Sp01g01484	g3387.t1
OG0011306	Sp01g01485	g3388.t1
OG0011307	Sp01g01487	g3390.t1
OG0011308	Sp01g01490	g3392.t1
OG0011309	Sp01g01504	g3400.t1
OG0011310	Sp01g01517	g3411.t1
OG0011311	Sp01g01518	g3412.t1
OG0011312	Sp01g01519	g3413.t1
OG0011313	Sp01g01521	g3415.t1
OG0011314	Sp01g01522	g3416.t1
OG0011315	Sp01g01523	g3417.t1
OG0011316	Sp01g01528	g3422.t1
OG0011317	Sp01g01531	g3425.t1
OG0011318	Sp01g01532	g3426.t1
OG0011319	Sp01g01533	g3427.t1
OG0011320	Sp01g01534	g3428.t1
OG0011321	Sp01g01541	g3435.t1
OG0011322	Sp01g01544	g3438.t1
OG0011323	Sp01g01545	g3439.t1
OG0011324	Sp01g01550	g3444.t1
OG0011325	Sp01g01552	g3446.t1
OG0011326	Sp01g01553	g3447.t1
OG0011327	Sp01g01554	g3448.t1
OG0011329	Sp01g01570	g3472.t1
OG0011330	Sp01g01575	g3478.t1
OG0011331	Sp01g01696	g3493.t1
OG0011332	Sp01g01698	g3495.t1
OG0011333	Sp01g01700	g3497.t1
OG0011334	Sp01g01704	g3500.t1
OG0011335	Sp01g01713	g3505.t1
OG0011336	Sp01g01715	g3507.t1
OG0011337	Sp01g01719	g3510.t1
OG0011338	Sp01g01720	g3511.t1
OG0011339	Sp01g01721	g3512.t1
OG0011340	Sp01g01732	g3519.t1
OG0011341	Sp01g01734	g3520.t1
OG0011342	Sp01g01735	g3521.t1
OG0011343	Sp01g01737	g3523.t1
OG0011344	Sp01g01738	g3524.t1
OG0011345	Sp01g01741	g3527.t1
OG0011346	Sp01g01744	g3529.t1
OG0011347	Sp01g01747	g3533.t1
OG0011348	Sp01g01755	g3540.t1
OG0011349	Sp01g01762	g3547.t1
OG0011350	Sp01g01765	g3550.t1
OG0011351	Sp01g01777	g3561.t1
OG0011352	Sp01g01784	g3568.t1
OG0011353	Sp01g01786	g3569.t1
OG0011354	Sp01g01790	g3573.t1
OG0011355	Sp01g01791	g3574.t1
OG0011356	Sp01g01795	g3578.t1
OG0011357	Sp01g01798	g3583.t1
OG0011358	Sp01g01809	g3592.t1
OG0011359	Sp01g01811	g3594.t1
OG0011360	Sp01g01815	g3598.t1
OG0011361	Sp01g01817	g3600.t1
OG0011362	Sp01g01823	g3607.t1
OG0011363	Sp01g01824	g3608.t1
OG0011364	Sp01g01827	g3610.t1
OG0011365	Sp01g01828	g3611.t1
OG0011366	Sp01g01832	g3615.t1
OG0011367	Sp01g01835	g3619.t1
OG0011368	Sp01g01836	g3620.t1
OG0011369	Sp01g01842	g3630.t1
OG0011370	Sp01g01843	g3631.t1
OG0011371	Sp01g01845	g3635.t1
OG0011372	Sp01g01364	g3647.t1
OG0011373	Sp01g01361	g3650.t1
OG0011374	Sp01g01357	g3654.t1
OG0011375	Sp01g01355	g3656.t1
OG0011376	Sp01g01353	g3657.t1
OG0011377	Sp01g01352	g3658.t1
OG0011378	Sp01g01351	g3659.t1
OG0011379	Sp01g01348	g3661.t1
OG0011380	Sp01g01347	g3662.t1
OG0011381	Sp01g01343	g3666.t1
OG0011382	Sp01g01336	g3672.t1
OG0011383	Sp01g01333	g3674.t1
OG0011384	Sp01g01329	g3678.t1
OG0011385	Sp01g01321	g3687.t1
OG0011386	Sp01g01308	g3701.t1
OG0011387	Sp01g01307	g3702.t1
OG0011388	Sp01g01303	g3707.t1
OG0011389	Sp01g01302	g3708.t1
OG0011390	Sp01g01297	g3713.t1
OG0011391	Sp01g01296	g3714.t1
OG0011392	Sp01g01295	g3715.t1
OG0011393	Sp01g01294	g3716.t1
OG0011394	Sp01g01290	g3718.t1
OG0011395	Sp01g01289	g3719.t1
OG0011396	Sp01g01287	g3721.t1
OG0011397	Sp01g01285	g3724.t1
OG0011398	Sp01g01283	g3726.t1
OG0011399	Sp01g01279	g3730.t1
OG0011400	Sp01g01278	g3731.t1
OG0011401	Sp01g01274	g3736.t1
OG0011402	Sp01g01272	g3738.t1
OG0011403	Sp01g01269	g3741.t1
OG0011404	Sp01g01268	g3742.t1
OG0011405	Sp01g01266	g3744.t1
