Orthogroup	Sp7498_pacbio.protein	Sp9509_oxford_v3.proteins
OG0013512	g11935.t1	Sp14g00624
OG0013513	g11944.t1	Sp14g00616
OG0013514	g11948.t1	Sp14g00612
OG0013515	g11951.t1	Sp14g00609
OG0013516	g11955.t1	Sp14g00605
OG0013517	g11957.t1	Sp14g00603
OG0013518	g11960.t1	Sp14g00601
OG0013519	g11961.t1	Sp14g00600
OG0013520	g11964.t1	Sp14g00598
OG0013521	g11970.t1	Sp14g00592
OG0013522	g11971.t1	Sp14g00590
OG0013523	g11973.t1	Sp14g00588
OG0013524	g11980.t1	Sp14g00581
OG0013525	g11991.t1	Sp14g00565
OG0013526	g11992.t1	Sp14g00564
OG0013527	g11995.t1	Sp14g00560
OG0013529	g12004.t1	Sp14g00554
OG0013530	g12007.t1	Sp14g00547
OG0013531	g12008.t1	Sp14g00546
OG0013532	g12014.t1	Sp14g00542
OG0013533	g12021.t1	Sp14g00536
OG0013534	g12024.t1	Sp14g00533
OG0013535	g12033.t1	Sp14g00526
OG0013536	g12041.t1	Sp14g00514
OG0013537	g12046.t1	Sp14g00510
OG0013538	g12049.t1	Sp14g00507
OG0013539	g12055.t1	Sp14g00501
OG0013540	g12059.t1	Sp14g00497
OG0013541	g12061.t1	Sp14g00496
OG0013542	g12066.t1	Sp14g00490
OG0013543	g12071.t1	Sp14g00486
OG0013545	g12080.t1	Sp14g00479
OG0013546	g12088.t1	Sp14g00470
OG0013547	g12089.t1	Sp14g00468
OG0013548	g12090.t1	Sp14g00467
OG0013549	g12095.t1	Sp14g00461
OG0013550	g12097.t1	Sp14g00459
OG0013551	g12104.t1	Sp14g00452
OG0013552	g12109.t1	Sp14g00447
OG0013553	g12112.t1	Sp14g00444
OG0013554	g12120.t1	Sp14g00437
OG0013555	g12122.t1	Sp14g00263
OG0013556	g12127.t1	Sp14g00429
OG0013557	g12131.t1	Sp14g00423
OG0013558	g12132.t1	Sp14g00422
OG0013559	g12135.t1	Sp14g00419
OG0013560	g12140.t1	Sp14g00413
OG0013561	g12142.t1	Sp14g00411
OG0013562	g12143.t1	Sp14g00410
OG0013563	g12147.t1	Sp14g00409
OG0013564	g12148.t1	Sp14g00408
OG0013565	g12155.t1	Sp14g00400
OG0013566	g12156.t1	Sp14g00399
OG0013567	g12159.t1	Sp14g00397
OG0013568	g12161.t1	Sp14g00395
OG0013569	g12163.t1	Sp14g00393
OG0013570	g12165.t1	Sp14g00391
OG0013571	g12170.t1	Sp14g00384
OG0013572	g12172.t1	Sp14g00382
OG0013573	g12181.t1	Sp14g00372
OG0013574	g12188.t1	Sp14g00365
OG0013575	g12190.t1	Sp14g00363
OG0013576	g12193.t1	Sp14g00358
OG0013577	g12197.t1	Sp14g00352
OG0013578	g12198.t1	Sp14g00351
OG0013579	g12199.t1	Sp14g00350
OG0013580	g12204.t1	Sp14g00345
OG0013581	g12205.t1	Sp14g00344
OG0013582	g12211.t1	Sp14g00338
OG0013583	g12212.t1	Sp14g00337
OG0013584	g12226.t1	Sp14g00323
OG0013585	g12237.t1	Sp14g00312
OG0013586	g12249.t1	Sp14g00300
OG0013587	g12250.t1	Sp14g00299
OG0013588	g12251.t1	Sp14g00298
OG0013589	g12252.t1	Sp14g00297
OG0013590	g12257.t1	Sp14g00291
OG0013591	g12260.t1	Sp14g00287
OG0013592	g12262.t1	Sp14g00285
OG0013593	g12265.t1	Sp14g00282
OG0013594	g12266.t1	Sp14g00281
OG0013595	g12272.t1	Sp14g00275
OG0013596	g12277.t1	Sp14g00269
OG0013597	g12280.t1	Sp14g00266
OG0013598	g12286.t1	Sp14g00257
OG0013599	g12297.t1	Sp14g00247
OG0013600	g12301.t1	Sp14g00242
OG0013601	g12302.t1	Sp14g00241
OG0013602	g12311.t1	Sp14g00231
OG0013603	g12312.t1	Sp14g00230
OG0013604	g12324.t1	Sp14g00216
OG0013605	g12329.t1	Sp14g00211
OG0013606	g12331.t1	Sp14g00209
OG0013607	g12332.t1	Sp14g00208
OG0013608	g12335.t1	Sp14g00205
OG0013609	g12339.t1	Sp14g00200
OG0013610	g12347.t1	Sp14g00188
OG0013611	g12350.t1	Sp14g00185
OG0013612	g12358.t1	Sp14g00174
OG0013613	g12361.t1	Sp14g00171
OG0013614	g12367.t1	Sp14g00165
OG0013615	g12370.t1	Sp14g00162
OG0013616	g12373.t1	Sp14g00159
OG0013617	g12377.t1	Sp14g00156
OG0013618	g12381.t1	Sp14g00151
OG0013619	g12382.t1	Sp14g00149
OG0013620	g12384.t1	Sp14g00147
OG0013621	g12385.t1	Sp14g00146
OG0013622	g12389.t1	Sp14g00143
OG0013623	g12390.t1	Sp14g00142
OG0013624	g12391.t1	Sp14g00141
OG0013625	g12392.t1	Sp14g00140
OG0013626	g12398.t1	Sp14g00132
OG0013627	g12401.t1	Sp14g00128
OG0013628	g12404.t1	Sp14g00126
OG0013629	g12409.t1	Sp14g00123
OG0013630	g12426.t1	Sp14g00103
OG0013631	g12429.t1	Sp14g00100
OG0013632	g12438.t1	Sp14g00090
OG0013633	g12439.t1	Sp14g00089
OG0013634	g12440.t1	Sp14g00088
OG0013635	g12446.t1	Sp14g00084
OG0013636	g12452.t1	Sp14g00080
OG0013637	g12456.t1	Sp14g00076
OG0013638	g12457.t1	Sp14g00075
OG0013639	g12459.t1	Sp14g00073
OG0013640	g12460.t1	Sp14g00072
OG0013641	g12477.t1	Sp14g00055
OG0013642	g12478.t1	Sp14g00054
OG0013643	g12479.t1	Sp14g00052
OG0013644	g12483.t1	Sp14g00049
OG0013645	g12488.t1	Sp14g00045
OG0013646	g12495.t1	Sp14g00038
OG0013647	g12496.t1	Sp14g00037
OG0013648	g12498.t1	Sp14g00036
OG0013649	g12501.t1	Sp14g00034
OG0013650	g12502.t1	Sp14g00032
OG0013651	g12503.t1	Sp14g00031
OG0013652	g12505.t1	Sp14g00030
OG0013653	g12511.t1	Sp14g00024
OG0013654	g12512.t1	Sp14g00023
OG0013655	g12514.t1	Sp14g00019
OG0013656	g12515.t1	Sp14g00018
OG0013657	g12519.t1	Sp14g00015
OG0013658	g12520.t1	Sp14g00014
OG0013659	g12530.t1	Sp14g00005
OG0013660	g12535.t1	Sp14g00001
OG0013661	g12536.t1	Sp14g00759
OG0013662	g12537.t1	Sp14g00760
OG0013663	g12538.t1	Sp14g00761
OG0013664	g12539.t1	Sp14g00762
OG0013665	g12543.t1	Sp14g00771
OG0013666	g12545.t1	Sp14g00773
OG0013667	g12547.t1	Sp14g00776
OG0013668	g12549.t1	Sp14g00779
OG0013669	g12556.t1	Sp14g00786
OG0013670	g12557.t1	Sp14g00787
OG0013671	g12564.t1	Sp14g00794
OG0013672	g12567.t1	Sp14g00797
OG0013673	g12572.t1	Sp14g00805
OG0013674	g12573.t1	Sp14g00806
OG0013675	g12575.t1	Sp14g00808
OG0013677	g12588.t1	Sp17g00583
OG0013678	g12589.t1	Sp17g00582
OG0013679	g12591.t1	Sp17g00580
OG0013680	g12597.t1	Sp17g00575
OG0013681	g12599.t1	Sp17g00572
OG0013682	g12601.t1	Sp17g00570
OG0013683	g12609.t1	Sp17g00561
OG0013684	g12613.t1	Sp17g00557
OG0013685	g12620.t1	Sp17g00549
OG0013686	g12621.t1	Sp17g00548
OG0013687	g12622.t1	Sp17g00547
OG0013688	g12623.t1	Sp17g00546
OG0013689	g12625.t1	Sp17g00544
OG0013690	g12628.t1	Sp17g00539
OG0013691	g12636.t1	Sp17g00531
OG0013692	g12637.t1	Sp17g00530
OG0013693	g12643.t1	Sp17g00521
OG0013694	g12644.t1	Sp17g00520
OG0013695	g12646.t1	Sp17g00516
OG0013696	g12650.t1	Sp17g00510
OG0013697	g12651.t1	Sp17g00509
OG0013698	g12653.t1	Sp17g00507
OG0013699	g12655.t1	Sp17g00505
OG0013700	g12656.t1	Sp17g00504
OG0013701	g12657.t1	Sp17g00503
OG0013702	g12658.t1	Sp17g00501
OG0013703	g12660.t1	Sp17g00499
OG0013704	g12674.t1	Sp17g00451
OG0013705	g12699.t1	Sp17g00449
OG0013706	g12701.t1	Sp17g00466
OG0013707	g12704.t1	Sp17g00435
OG0013708	g12705.t1	Sp17g00434
OG0013709	g12706.t1	Sp17g00433
OG0013710	g12718.t1	Sp17g00430
OG0013711	g12721.t1	Sp17g00428
OG0013712	g12723.t1	Sp17g00426
OG0013713	g12730.t1	Sp17g00421
OG0013714	g12734.t1	Sp17g00417
OG0013715	g12749.t1	Sp17g00402
OG0013716	g12752.t1	Sp17g00399
OG0013717	g12755.t1	Sp17g00396
OG0013718	g12759.t1	Sp17g00392
OG0013719	g12761.t1	Sp17g00389
OG0013720	g12770.t1	Sp17g00379
OG0013721	g12772.t1	Sp17g00377
OG0013722	g12775.t1	Sp17g00374
OG0013723	g12776.t1	Sp17g00373
OG0013724	g12780.t1	Sp17g00370
OG0013725	g12781.t1	Sp17g00369
OG0013726	g12784.t1	Sp17g00366
OG0013727	g12790.t1	Sp17g00359
OG0013728	g12791.t1	Sp17g00358
OG0013729	g12796.t1	Sp17g00352
OG0013730	g12810.t1	Sp17g00337
OG0013731	g12813.t1	Sp17g00333
OG0013732	g12819.t1	Sp17g00326
OG0013733	g12832.t1	Sp17g00312
OG0013734	g12836.t1	Sp17g00308
OG0013735	g12837.t1	Sp17g00307
OG0013737	g12840.t1	Sp17g00305
OG0013738	g12842.t1	Sp17g00302
OG0013739	g12843.t1	Sp17g00301
OG0013740	g12844.t1	Sp17g00298
OG0013741	g12854.t1	Sp17g00288
OG0013742	g12860.t1	Sp17g00282
OG0013743	g12861.t1	Sp17g00281
OG0013744	g12866.t1	Sp17g00277
OG0013745	g12870.t1	Sp17g00273
OG0013746	g12874.t1	Sp17g00267
OG0013747	g12875.t1	Sp17g00266
OG0013748	g12882.t1	Sp17g00262
OG0013749	g12887.t1	Sp17g00257
OG0013750	g12888.t1	Sp17g00256
OG0013751	g12890.t1	Sp17g00254
OG0013752	g12892.t1	Sp17g00252
OG0013753	g12893.t1	Sp17g00251
OG0013754	g12894.t1	Sp17g00250
OG0013755	g12898.t1	Sp17g00245
OG0013756	g12900.t1	Sp17g00242
OG0013757	g12905.t1	Sp17g00237
OG0013758	g12909.t1	Sp17g00234
OG0013759	g12914.t1	Sp17g00229
OG0013760	g12915.t1	Sp17g00228
OG0013761	g12916.t1	Sp17g00227
OG0013762	g12921.t1	Sp17g00220
OG0013763	g12922.t1	Sp17g00219
OG0013764	g12929.t1	Sp17g00213
OG0013765	g12932.t1	Sp17g00211
OG0013766	g12934.t1	Sp17g00208
OG0013767	g12945.t1	Sp17g00193
OG0013768	g12946.t1	Sp17g00192
OG0013769	g12947.t1	Sp17g00191
OG0013770	g12948.t1	Sp17g00190
OG0013771	g12949.t1	Sp17g00189
OG0013772	g12951.t1	Sp17g00188
OG0013773	g12952.t1	Sp17g00187
OG0013774	g12959.t1	Sp17g00182
OG0013775	g12964.t1	Sp17g00175
OG0013776	g12966.t1	Sp17g00173
OG0013777	g12967.t1	Sp17g00172
OG0013778	g12970.t1	Sp17g00168
OG0013779	g12972.t1	Sp17g00166
OG0013780	g12974.t1	Sp17g00164
OG0013781	g12975.t1	Sp17g00163
OG0013782	g12978.t1	Sp17g00160
OG0013783	g12996.t1	Sp17g00127
OG0013784	g13000.t1	Sp17g00126
OG0013785	g13001.t1	Sp17g00125
OG0013786	g13004.t1	Sp17g00121
OG0013787	g13014.t1	Sp17g00114
OG0013788	g13016.t1	Sp17g00113
OG0013789	g13020.t1	Sp17g00109
OG0013790	g13023.t1	Sp17g00105
OG0013791	g13024.t1	Sp17g00104
OG0013792	g13028.t1	Sp17g00097
OG0013793	g13029.t1	Sp17g00096
OG0013794	g13031.t1	Sp17g00093
OG0013795	g13033.t1	Sp17g00091
OG0013796	g13035.t1	Sp17g00089
OG0013797	g13048.t1	Sp17g00079
OG0013798	g13049.t1	Sp17g00078
OG0013799	g13054.t1	Sp17g00074
OG0013800	g13056.t1	Sp17g00072
OG0013801	g13060.t1	Sp17g00067
OG0013802	g13062.t1	Sp17g00065
OG0013803	g13064.t1	Sp17g00063
OG0013804	g13066.t1	Sp17g00061
OG0013805	g13068.t1	Sp17g00056
OG0013806	g13069.t1	Sp17g00054
OG0013807	g13078.t1	Sp17g00046
OG0013808	g13089.t1	Sp17g00036
OG0013809	g13092.t1	Sp17g00031
OG0013810	g13095.t1	Sp17g00029
OG0013811	g13098.t1	Sp17g00025
OG0013813	g13108.t1	Sp17g00011
OG0013814	g13109.t1	Sp17g00010
OG0013815	g13114.t1	Sp17g00005
OG0013816	g13116.t1	Sp17g00003
OG0013817	g13118.t1	Sp16g00001
OG0013818	g13123.t1	Sp16g00006
OG0013819	g13125.t1	Sp16g00008
OG0013820	g13130.t1	Sp16g00013
OG0013821	g13135.t1	Sp16g00017
OG0013822	g13138.t1	Sp16g00021
OG0013823	g13139.t1	Sp16g00022
OG0013824	g13143.t1	Sp16g00025
OG0013825	g13145.t1	Sp16g00026
OG0013826	g13149.t1	Sp16g00033
OG0013827	g13157.t1	Sp16g00041
OG0013828	g13158.t1	Sp16g00042
OG0013829	g13163.t1	Sp16g00048
OG0013830	g13168.t1	Sp16g00054
OG0013831	g13169.t1	Sp16g00055
OG0013832	g13172.t1	Sp16g00058
OG0013833	g13173.t1	Sp16g00059
OG0013834	g13176.t1	Sp16g00063
OG0013835	g13177.t1	Sp16g00064
OG0013836	g13178.t1	Sp16g00065
OG0013837	g13179.t1	Sp16g00066
OG0013838	g13184.t1	Sp16g00070
OG0013839	g13185.t1	Sp16g00071
OG0013840	g13188.t1	Sp16g00074
OG0013841	g13189.t1	Sp16g00075
OG0013842	g13198.t1	Sp16g00081
OG0013843	g13201.t1	Sp16g00084
OG0013844	g13208.t1	Sp16g00090
OG0013845	g13222.t1	Sp16g00104
OG0013846	g13223.t1	Sp16g00105
OG0013847	g13224.t1	Sp16g00107
OG0013848	g13233.t1	Sp16g00115
OG0013849	g13247.t1	Sp16g00127
OG0013850	g13251.t1	Sp16g00131
OG0013851	g13260.t1	Sp16g00140
OG0013852	g13270.t1	Sp16g00149
OG0013853	g13272.t1	Sp16g00151
OG0013854	g13275.t1	Sp16g00156
OG0013855	g13276.t1	Sp16g00157
OG0013856	g13278.t1	Sp16g00160
OG0013857	g13293.t1	Sp16g00176
OG0013858	g13294.t1	Sp16g00177
OG0013859	g13298.t1	Sp16g00180
OG0013860	g13300.t1	Sp16g00184
OG0013861	g13308.t1	Sp16g00191
OG0013862	g13309.t1	Sp16g00192
OG0013863	g13312.t1	Sp16g00195
OG0013864	g13313.t1	Sp16g00196
OG0013865	g13315.t1	Sp16g00198
OG0013866	g13319.t1	Sp16g00203
OG0013867	g13326.t1	Sp16g00208
OG0013868	g13330.t1	Sp16g00212
OG0013869	g13335.t1	Sp16g00216
OG0013870	g13344.t1	Sp16g00224
OG0013871	g13350.t1	Sp16g00233
OG0013872	g13355.t1	Sp16g00238
OG0013873	g13356.t1	Sp16g00239
OG0013874	g13368.t1	Sp16g00255
OG0013875	g13374.t1	Sp16g00265
OG0013876	g13376.t1	Sp16g00266
OG0013877	g13379.t1	Sp16g00268
OG0013878	g13381.t1	Sp16g00270
OG0013879	g13382.t1	Sp16g00271
OG0013880	g13392.t1	Sp16g00282
OG0013881	g13396.t1	Sp16g00287
OG0013882	g13397.t1	Sp16g00288
OG0013883	g13399.t1	Sp16g00290
OG0013884	g13400.t1	Sp16g00291
OG0013885	g13405.t1	Sp16g00296
OG0013886	g13406.t1	Sp16g00297
OG0013887	g13414.t1	Sp16g00314
OG0013888	g13415.t1	Sp16g00315
OG0013889	g13420.t1	Sp16g00320
OG0013890	g13428.t1	Sp16g00328
OG0013891	g13434.t1	Sp16g00337
OG0013892	g13435.t1	Sp16g00338
OG0013893	g13441.t1	Sp16g00343
OG0013894	g13443.t1	Sp16g00345
OG0013895	g13445.t1	Sp16g00348
OG0013896	g13454.t1	Sp16g00354
OG0013897	g13456.t1	Sp16g00358
OG0013898	g13458.t1	Sp16g00360
OG0013899	g13462.t1	Sp16g00364
OG0013900	g13471.t1	Sp16g00372
OG0013901	g13473.t1	Sp16g00373
OG0013902	g13474.t1	Sp16g00374
OG0013903	g13477.t1	Sp16g00377
OG0013904	g13483.t1	Sp16g00387
OG0013905	g13485.t1	Sp16g00389
OG0013906	g13486.t1	Sp16g00390
OG0013907	g13488.t1	Sp16g00392
OG0013908	g13489.t1	Sp16g00393
OG0013909	g13491.t1	Sp16g00395
OG0013910	g13492.t1	Sp16g00396
OG0013911	g13493.t1	Sp16g00398
OG0013912	g13496.t1	Sp16g00402
OG0013913	g13497.t1	Sp16g00403
OG0013914	g13503.t1	Sp16g00410
OG0013915	g13504.t1	Sp16g00411
OG0013916	g13524.t1	Sp16g00430
OG0013917	g13532.t1	Sp16g00439
OG0013918	g13534.t1	Sp16g00441
OG0013919	g13535.t1	Sp16g00442
OG0013920	g13537.t1	Sp16g00443
OG0013921	g13547.t1	Sp16g00450
OG0013922	g13548.t1	Sp16g00451
OG0013923	g13552.t1	Sp16g00454
OG0013924	g13554.t1	Sp16g00457
OG0013925	g13558.t1	Sp16g00462
OG0013926	g13560.t1	Sp16g00464
OG0013927	g13561.t1	Sp16g00465
OG0013928	g13565.t1	Sp16g00470
OG0013929	g13567.t1	Sp16g00472
OG0013930	g13572.t1	Sp16g00476
OG0013931	g13585.t1	Sp16g00487
OG0013932	g13588.t1	Sp16g00490
OG0013933	g13593.t1	Sp16g00496
OG0013934	g13619.t1	Sp16g00567
OG0013935	g13631.t1	Sp16g00577
OG0013936	g13641.t1	Sp12g00191
OG0013937	g13644.t1	Sp12g00194
OG0013938	g13649.t1	Sp12g00199
OG0013939	g13651.t1	Sp12g00202
OG0013940	g13652.t1	Sp12g00203
OG0013941	g13653.t1	Sp12g00204
OG0013942	g13662.t1	Sp12g00212
OG0013943	g13670.t1	Sp12g00222
OG0013944	g13671.t1	Sp12g00223
OG0013945	g13672.t1	Sp12g00224
OG0013946	g13673.t1	Sp12g00225
OG0013947	g13677.t1	Sp12g00228
OG0013948	g13681.t1	Sp12g00232
OG0013949	g13683.t1	Sp12g00235
OG0013950	g13687.t1	Sp12g00239
OG0013951	g13689.t1	Sp12g00242
OG0013952	g13692.t1	Sp12g00245
OG0013953	g13693.t1	Sp12g00246
OG0013954	g13694.t1	Sp12g00247
OG0013955	g13695.t1	Sp12g00248
OG0013956	g13697.t1	Sp12g00249
OG0013957	g13700.t1	Sp12g00252
OG0013958	g13702.t1	Sp12g00254
OG0013959	g13704.t1	Sp12g00256
OG0013960	g13705.t1	Sp12g00257
OG0013961	g13711.t1	Sp12g00263
OG0013962	g13714.t1	Sp12g00266
OG0013963	g13722.t1	Sp12g00285
OG0013964	g13723.t1	Sp12g00286
OG0013965	g13728.t1	Sp12g00288
OG0013966	g13734.t1	Sp12g00293
OG0013967	g13735.t1	Sp12g00294
OG0013968	g13736.t1	Sp12g00295
OG0013969	g13738.t1	Sp12g00297
OG0013970	g13743.t1	Sp12g00304
OG0013971	g13744.t1	Sp12g00305
OG0013972	g13748.t1	Sp12g00309
OG0013973	g13750.t1	Sp12g00311
OG0013974	g13753.t1	Sp12g00316
OG0013975	g13756.t1	Sp12g00320
OG0013976	g13778.t1	Sp12g00344
OG0013977	g13783.t1	Sp12g00348
OG0013978	g13788.t1	Sp12g00354
OG0013979	g13790.t1	Sp12g00356
OG0013980	g13799.t1	Sp12g00362
OG0013981	g13809.t1	Sp12g00375
OG0013982	g13811.t1	Sp12g00377
OG0013983	g13823.t1	Sp12g00385
OG0013984	g13826.t1	Sp12g00389
OG0013985	g13833.t1	Sp12g00397
OG0013986	g13834.t1	Sp12g00398
OG0013987	g13835.t1	Sp12g00399
OG0013988	g13836.t1	Sp12g00400
OG0013989	g13837.t1	Sp12g00401
OG0013990	g13838.t1	Sp12g00402
OG0013991	g13839.t1	Sp12g00403
OG0013992	g13840.t1	Sp12g00404
OG0013993	g13841.t1	Sp12g00405
OG0013994	g13849.t1	Sp12g00416
OG0013995	g13850.t1	Sp12g00417
OG0013996	g13861.t1	Sp12g00430
OG0013997	g13862.t1	Sp12g00431
OG0013998	g13863.t1	Sp12g00432
OG0013999	g13864.t1	Sp12g00433
OG0014000	g13866.t1	Sp12g00435
OG0014001	g13867.t1	Sp12g00437
OG0014002	g13869.t1	Sp12g00440
OG0014003	g13870.t1	Sp12g00441
OG0014004	g13871.t1	Sp12g00442
OG0014005	g13874.t1	Sp12g00445
OG0014006	g13879.t1	Sp12g00448
OG0014007	g13884.t1	Sp12g00454
OG0014008	g13885.t1	Sp12g00455
OG0014009	g13886.t1	Sp12g00456
OG0014010	g13887.t1	Sp12g00457
OG0014011	g13895.t1	Sp12g00465
OG0014012	g13900.t1	Sp12g00467
OG0014013	g13904.t1	Sp12g00470
OG0014014	g13905.t1	Sp12g00471
OG0014015	g13910.t1	Sp12g00475
OG0014016	g13911.t1	Sp12g00476
OG0014017	g13912.t1	Sp12g00477
OG0014018	g13916.t1	Sp12g00481
OG0014019	g13921.t1	Sp12g00486
OG0014020	g13923.t1	Sp12g00488
OG0014021	g13925.t1	Sp12g00490
OG0014022	g13926.t1	Sp12g00491
OG0014023	g13928.t1	Sp12g00493
OG0014024	g13942.t1	Sp12g00537
OG0014025	g13949.t1	Sp12g00544
OG0014026	g13950.t1	Sp12g00545
OG0014027	g13955.t1	Sp12g00551
OG0014028	g13956.t1	Sp12g00552
OG0014029	g13958.t1	Sp12g00554
OG0014030	g13959.t1	Sp12g00556
OG0014031	g13961.t1	Sp12g00559
OG0014032	g13965.t1	Sp12g00565
OG0014033	g13967.t1	Sp12g00568
OG0014034	g13970.t1	Sp12g00570
OG0014035	g13971.t1	Sp12g00572
OG0014036	g13979.t1	Sp12g00580
OG0014037	g13982.t1	Sp12g00584
OG0014038	g13986.t1	Sp12g00588
OG0014039	g13989.t1	Sp12g00590
OG0014040	g13994.t1	Sp12g00596
OG0014041	g13995.t1	Sp12g00597
OG0014042	g14000.t1	Sp12g00601
OG0014043	g14001.t1	Sp12g00602
OG0014044	g14004.t1	Sp12g00605
OG0014045	g14021.t1	Sp12g00625
OG0014046	g14024.t1	Sp12g00627
OG0014047	g14026.t1	Sp12g00629
OG0014048	g14034.t1	Sp12g00640
OG0014049	g14036.t1	Sp12g00642
OG0014050	g14038.t1	Sp12g00644
OG0014051	g14043.t1	Sp12g00649
OG0014052	g14044.t1	Sp12g00650
OG0014053	g14046.t1	Sp12g00652
OG0014054	g14049.t1	Sp12g00655
OG0014055	g14050.t1	Sp12g00656
OG0014056	g14052.t1	Sp12g00658
OG0014057	g14055.t1	Sp12g00661
OG0014058	g14057.t1	Sp12g00663
OG0014059	g14071.t1	Sp12g00680
OG0014060	g14073.t1	Sp12g00682
OG0014061	g14074.t1	Sp12g00683
OG0014062	g14077.t1	Sp12g00686
OG0014063	g14082.t1	Sp12g00691
OG0014064	g14085.t1	Sp12g00695
OG0014065	g14089.t1	Sp12g00700
OG0014066	g14091.t1	Sp12g00702
OG0014067	g14097.t1	Sp12g00708
OG0014068	g14114.t1	Sp12g00718
OG0014069	g14117.t1	Sp12g00721
OG0014070	g14122.t1	Sp12g00727
OG0014071	g14128.t1	Sp12g00732
OG0014072	g14137.t1	Sp12g00746
OG0014073	g14145.t1	Sp12g00753
OG0014074	g14147.t1	Sp12g00756
OG0014075	g14148.t1	Sp12g00757
OG0014076	g14149.t1	Sp12g00758
OG0014077	g14151.t1	Sp12g00760
OG0014078	g14152.t1	Sp12g00761
OG0014079	g14157.t1	Sp12g00767
OG0014080	g14158.t1	Sp12g00768
OG0014081	g14162.t1	Sp12g00773
OG0014082	g14167.t1	Sp12g00780
OG0014083	g14171.t1	Sp12g00783
OG0014084	g14172.t1	Sp12g00784
OG0014085	g14173.t1	Sp12g00785
OG0014086	g14174.t1	Sp12g00787
OG0014087	g14178.t1	Sp12g00790
OG0014088	g14180.t1	Sp12g00792
OG0014089	g14183.t1	Sp12g00795
OG0014090	g14184.t1	Sp12g00796
OG0014091	g14186.t1	Sp12g00798
OG0014092	g14187.t1	Sp12g00799
OG0014093	g14188.t1	Sp12g00800
OG0014094	g14191.t1	Sp12g00804
OG0014095	g14207.t1	Sp12g00823
OG0014096	g14211.t1	Sp12g00826
OG0014097	g14215.t1	Sp12g00829
OG0014098	g14218.t1	Sp12g00832
OG0014099	g14220.t1	Sp12g00833
OG0014100	g14221.t1	Sp12g00834
OG0014101	g14227.t1	Sp12g00839
OG0014102	g14236.t1	Sp12g00847
OG0014103	g14240.t1	Sp12g00851
OG0014104	g14241.t1	Sp12g00852
OG0014105	g14246.t1	Sp12g00857
OG0014106	g14248.t1	Sp12g00860
OG0014107	g14252.t1	Sp12g00863
OG0014108	g14253.t1	Sp12g00864
OG0014109	g14254.t1	Sp12g00865
OG0014110	g14269.t1	Sp12g00879
OG0014111	g14280.t1	Sp12g00892
OG0014112	g14281.t1	Sp12g00893
OG0014113	g14287.t1	Sp12g00899
OG0014114	g14289.t1	Sp12g00901
OG0014115	g14290.t1	Sp12g00902
OG0014116	g14291.t1	Sp12g00903
OG0014117	g14295.t1	Sp12g00908
OG0014118	g14296.t1	Sp12g00909
OG0014119	g14300.t1	Sp12g00913
OG0014120	g14301.t1	Sp12g00914
OG0014121	g14303.t1	Sp12g00916
OG0014122	g14305.t1	Sp12g00919
OG0014123	g14312.t1	Sp12g00938
OG0014124	g14313.t1	Sp12g00937
OG0014125	g14314.t1	Sp12g00936
OG0014126	g14315.t1	Sp12g00935
OG0014127	g14319.t1	Sp12g00931
OG0014128	g14323.t1	Sp12g00926
OG0014129	g14326.t1	Sp12g00941
OG0014130	g14328.t1	Sp12g00943
OG0014131	g14330.t1	Sp12g00945
OG0014132	g14332.t1	Sp12g00948
OG0014133	g14334.t1	Sp12g00950
OG0014134	g14337.t1	Sp12g00953
OG0014135	g14338.t1	Sp12g00954
OG0014136	g14354.t1	Sp12g00175
OG0014137	g14356.t1	Sp12g00162
OG0014138	g14368.t1	Sp12g00146
OG0014139	g14371.t1	Sp12g00143
OG0014140	g14374.t1	Sp12g00140
OG0014141	g14383.t1	Sp12g00129
OG0014142	g14389.t1	Sp12g00123
OG0014143	g14390.t1	Sp12g00122
OG0014144	g14395.t1	Sp12g00116
OG0014145	g14396.t1	Sp12g00115
OG0014146	g14401.t1	Sp12g00111
OG0014147	g14403.t1	Sp12g00109
OG0014148	g14404.t1	Sp12g00108
OG0014149	g14405.t1	Sp12g00106
OG0014150	g14408.t1	Sp12g00101
OG0014151	g14412.t1	Sp12g00098
OG0014152	g14415.t1	Sp12g00093
OG0014154	g14420.t1	Sp12g00088
OG0014155	g14425.t1	Sp12g00083
OG0014156	g14430.t1	Sp12g00078
OG0014157	g14433.t1	Sp12g00073
OG0014158	g14434.t1	Sp12g00072
OG0014159	g14438.t1	Sp12g00061
OG0014160	g14439.t1	Sp12g00060
OG0014161	g14444.t1	Sp12g00047
OG0014162	g14452.t1	Sp12g00027
OG0014163	g14455.t1	Sp12g00025
OG0014164	g14458.t1	Sp12g00020
OG0014165	g14461.t1	Sp12g00018
OG0014166	g14464.t1	Sp12g00014
OG0014167	g14466.t1	Sp12g00012
OG0014168	g14478.t1	Sp12g00002
OG0014169	g14485.t1	Sp02g01300
OG0014170	g14492.t1	Sp18g00663
OG0014171	g14494.t1	Sp18g00661
OG0014172	g14497.t1	Sp18g00657
OG0014173	g14498.t1	Sp18g00656
OG0014174	g14499.t1	Sp18g00655
OG0014175	g14500.t1	Sp18g00650
OG0014176	g14502.t1	Sp18g00648
OG0014177	g14503.t1	Sp18g00647
OG0014178	g14504.t1	Sp18g00646
OG0014179	g14509.t1	Sp18g00642
OG0014180	g14511.t1	Sp18g00640
OG0014181	g14513.t1	Sp18g00638
