Orthogroup	Sp7498_pacbio.protein	wa8730.asm201904v2.ann1.proteins
OG0006600	g11934.t1	Wa8730a013g001240_P001
OG0006601	g11936.t1	Wa8730a013g001260_P001
OG0006602	g11938.t1	Wa8730a013g001250_P001
OG0006603	g11939.t1	Wa8730a007g000860_P001
OG0006604	g11942.t1	Wa8730a013g001290_P001
OG0006605	g11943.t1	Wa8730a013g001490_P001
OG0006606	g11947.t1	Wa8730a013g001510_P001
OG0006607	g11949.t1	Wa8730a001g008570_P001
OG0006608	g11952.t1	Wa8730a008g004840_P001
OG0006609	g11953.t1	Wa8730a013g001370_P001
OG0006610	g11956.t1	Wa8730a013g001460_P001
OG0006611	g11962.t1	Wa8730a013g001360_P001
OG0006612	g11965.t1	Wa8730a013g002270_P001
OG0006613	g11966.t1	Wa8730a013g002300_P001
OG0006614	g11968.t1	Wa8730a013g002260_P001
OG0006615	g11977.t1	Wa8730a013g002230_P001
OG0006616	g11983.t1	Wa8730a013g002150_P001
OG0006617	g11984.t1	Wa8730a013g002140_P001
OG0006618	g11985.t1	Wa8730a013g002130_P001
OG0006619	g11986.t1	Wa8730a013g002120_P001
OG0006620	g11987.t1	Wa8730a013g002090_P001
OG0006621	g11989.t1	Wa8730a013g002080_P001
OG0006622	g11990.t1	Wa8730a013g002070_P001
OG0006623	g11993.t1	Wa8730a013g002060_P001
OG0006624	g11994.t1	Wa8730a013g002050_P001
OG0006625	g11996.t1	Wa8730a013g002030_P001
OG0006626	g11998.t1	Wa8730a013g002010_P001
OG0006627	g12009.t1	Wa8730a013g001950_P001
OG0006628	g12019.t1	Wa8730a013g001790_P001
OG0006629	g12020.t1	Wa8730a013g001800_P001
OG0006630	g12022.t1	Wa8730a013g001810_P001
OG0006631	g12023.t1	Wa8730a013g001820_P001
OG0006632	g12025.t1	Wa8730a013g001830_P001
OG0006633	g12027.t1	Wa8730a013g001850_P001
OG0006634	g12029.t1	Wa8730a013g001870_P001
OG0006635	g12037.t1	Wa8730a013g001700_P001
OG0006636	g12038.t1	Wa8730a013g001690_P001
OG0006637	g12042.t1	Wa8730a013g001650_P001
OG0006638	g12043.t1	Wa8730a013g001660_P001
OG0006639	g12045.t1	Wa8730a013g001590_P001
OG0006640	g12047.t1	Wa8730a013g001580_P001
OG0006641	g12048.t1	Wa8730a013g001570_P001
OG0006642	g12052.t1	Wa8730a013g001540_P001
OG0006643	g12053.t1	Wa8730a013g001550_P001
OG0006644	g12054.t1	Wa8730a013g001470_P001
OG0006645	g12057.t1	Wa8730a013g001480_P001
OG0006646	g12063.t1	Wa8730a013g002360_P001
OG0006647	g12064.t1	Wa8730a013g002380_P001
OG0006648	g12065.t1	Wa8730a013g002390_P001
OG0006649	g12067.t1	Wa8730a013g002410_P001
OG0006650	g12070.t1	Wa8730a013g002520_P001
OG0006651	g18202.t1, g12072.t1	Wa8730a013g002510_P001
OG0006652	g12075.t1	Wa8730a013g002470_P001
OG0006653	g12076.t1	Wa8730a013g002450_P001
OG0006654	g12077.t1	Wa8730a013g002440_P001
OG0006655	g12081.t1	Wa8730a013g002540_P001
OG0006656	g12082.t1	Wa8730a013g002530_P001
OG0006657	g12084.t1	Wa8730a013g002570_P001
OG0006658	g12085.t1	Wa8730a013g002580_P001
OG0006659	g12086.t1	Wa8730a013g002590_P001
OG0006660	g12087.t1	Wa8730a013g002610_P001
OG0006661	g12092.t1	Wa8730a013g002640_P001
OG0006662	g12096.t1	Wa8730a013g002650_P001
OG0006663	g12100.t1	Wa8730a013g002670_P001
OG0006664	g12101.t1	Wa8730a013g002680_P001
OG0006665	g12114.t1	Wa8730a013g002810_P001
OG0006666	g12115.t1	Wa8730a013g002780_P001
OG0006667	g12118.t1	Wa8730a013g002760_P001
OG0006668	g12121.t1	Wa8730a003g004870_P001
OG0006669	g12136.t1	Wa8730a013g002920_P001
OG0006670	g12137.t1	Wa8730a013g002910_P001
OG0006671	g12138.t1	Wa8730a013g002900_P001
OG0006672	g12139.t1	Wa8730a013g002890_P001
OG0006673	g12150.t1	Wa8730a013g003170_P001
OG0006674	g12151.t1	Wa8730a013g003180_P001
OG0006675	g12152.t1	Wa8730a013g003190_P001
OG0006676	g12154.t1	Wa8730a013g003200_P001
OG0006677	g12160.t1	Wa8730a013g003340_P001
OG0006678	g12164.t1	Wa8730a013g003290_P001
OG0006679	g12166.t1	Wa8730a013g003300_P001
OG0006680	g12169.t1	Wa8730a013g003330_P001
OG0006681	g12171.t1	Wa8730a013g003360_P001
OG0006682	g12173.t1	Wa8730a013g003370_P001
OG0006683	g12175.t1	Wa8730a013g003380_P001
OG0006684	g12176.t1	Wa8730a013g003390_P001
OG0006685	g12179.t1	Wa8730a013g003420_P001
OG0006686	g12182.t1	Wa8730a013g003470_P001
OG0006687	g12187.t1	Wa8730a013g003520_P001
OG0006688	g12191.t1	Wa8730a013g003100_P001
OG0006689	g12195.t1	Wa8730a013g003090_P001
OG0006690	g12200.t1	Wa8730a013g003000_P001
OG0006691	g12202.t1	Wa8730a013g002990_P001
OG0006692	g12203.t1	Wa8730a013g002980_P001
OG0006693	g12206.t1	Wa8730a013g002960_P001
OG0006694	g12209.t1	Wa8730a013g002950_P001
OG0006695	g12214.t1	Wa8730a013g003010_P001
OG0006696	g12216.t1	Wa8730a013g003020_P001
OG0006697	g12219.t1	Wa8730a013g003560_P001
OG0006698	g12222.t1	Wa8730a013g003580_P001
OG0006699	g12223.t1	Wa8730a013g003590_P001
OG0006700	g12224.t1	Wa8730a013g003680_P001
OG0006701	g12227.t1	Wa8730a013g003630_P001
OG0006702	g12230.t1	Wa8730a013g003670_P001
OG0006703	g12231.t1	Wa8730a014g003860_P001
OG0006704	g12232.t1	Wa8730a013g003690_P001
OG0006705	g12233.t1	Wa8730a013g003700_P001
OG0006706	g12235.t1	Wa8730a013g003720_P001
OG0006707	g12238.t1	Wa8730a013g003740_P001
OG0006708	g12240.t1	Wa8730a013g003730_P001
OG0006709	g12242.t1	Wa8730a013g003790_P001
OG0006710	g12244.t1	Wa8730a013g003830_P001
OG0006711	g12253.t1	Wa8730a013g003860_P001
OG0006712	g12254.t1	Wa8730a013g003870_P001
OG0006713	g12256.t1	Wa8730a013g003890_P001
OG0006714	g12259.t1	Wa8730a013g004020_P001
OG0006715	g12261.t1	Wa8730a013g003920_P001
OG0006716	g12264.t1	Wa8730a013g003940_P001
OG0006717	g12267.t1	Wa8730a013g003950_P001
OG0006718	g12269.t1	Wa8730a013g003980_P001
OG0006719	g12270.t1	Wa8730a013g003990_P001
OG0006720	g12271.t1	Wa8730a013g004000_P001
OG0006721	g12273.t1	Wa8730a013g004030_P001
OG0006722	g12276.t1	Wa8730a013g004050_P001
OG0006723	g12279.t1	Wa8730a013g004080_P001
OG0006724	g12281.t1	Wa8730a013g004100_P001
OG0006725	g12282.t1	Wa8730a013g004110_P001
OG0006726	g12283.t1	Wa8730a013g004130_P001
OG0006727	g12284.t1	Wa8730a013g004140_P001
OG0006728	g12287.t1	Wa8730a020g000490_P001
OG0006729	g12290.t1	Wa8730a013g004150_P001
OG0006730	g12291.t1	Wa8730a013g004170_P001
OG0006731	g12292.t1	Wa8730a013g004180_P001
OG0006732	g12299.t1	Wa8730a013g004250_P001
OG0006733	g12310.t1	Wa8730a013g004320_P001
OG0006734	g12315.t1	Wa8730a013g004370_P001
OG0006735	g12319.t1	Wa8730a013g004400_P001
OG0006736	g12320.t1	Wa8730a013g004420_P001
OG0006737	g12325.t1	Wa8730a013g004450_P001
OG0006738	g12327.t1	Wa8730a013g004430_P001
OG0006739	g12328.t1	Wa8730a013g004480_P001
OG0006740	g12334.t1	Wa8730a013g004540_P001
OG0006741	g12340.t1	Wa8730a013g004620_P001
OG0006742	g12342.t1	Wa8730a013g004600_P001
OG0006743	g12344.t1	Wa8730a013g004650_P001
OG0006744	g12345.t1	Wa8730a013g004630_P001
OG0006745	g12351.t1	Wa8730a013g004670_P001
OG0006746	g12356.t1	Wa8730a013g004740_P001
OG0006747	g12357.t1	Wa8730a013g004890_P001
OG0006748	g12359.t1	Wa8730a013g004900_P001
OG0006749	g12362.t1	Wa8730a013g005990_P001
OG0006750	g12363.t1	Wa8730a013g004930_P001
OG0006751	g12365.t1	Wa8730a013g004950_P001
OG0006752	g12371.t1	Wa8730a013g005060_P001
OG0006753	g12374.t1	Wa8730a013g005010_P001
OG0006754	g12375.t1	Wa8730a013g005020_P001
OG0006755	g12378.t1	Wa8730a013g004810_P001
OG0006756	g12380.t1	Wa8730a013g004840_P001
OG0006757	g12388.t1	Wa8730a013g005070_P001
OG0006758	g12393.t1	Wa8730a002g009170_P001
OG0006759	g12395.t1	Wa8730a013g004990_P001
OG0006760	g12396.t1	Wa8730a013g004800_P001
OG0006761	g12397.t1	Wa8730a013g004780_P001
OG0006762	g12399.t1	Wa8730a013g005080_P001
OG0006763	g12400.t1	Wa8730a013g005160_P001
OG0006764	g12414.t1	Wa8730a013g005250_P001
OG0006765	g12415.t1	Wa8730a013g005260_P001
OG0006766	g12416.t1	Wa8730a013g005270_P001
OG0006767	g12419.t1	Wa8730a013g005370_P001
OG0006768	g12421.t1	Wa8730a013g005360_P001
OG0006769	g12422.t1	Wa8730a013g005350_P001
OG0006770	g12425.t1	Wa8730a013g005320_P001
OG0006771	g12428.t1	Wa8730a013g005310_P001
OG0006772	g12431.t1	Wa8730a013g005290_P001
OG0006773	g12433.t1	Wa8730a013g005500_P001
OG0006774	g12434.t1	Wa8730a013g005490_P001
OG0006775	g12444.t1	Wa8730a013g005400_P001
OG0006776	g12445.t1	Wa8730a013g005410_P001
OG0006777	g12447.t1	Wa8730a013g005440_P001
OG0006778	g12448.t1	Wa8730a013g005450_P001
OG0006779	g12453.t1	Wa8730a013g005540_P001
OG0006780	g12454.t1	Wa8730a013g005550_P001
OG0006781	g12458.t1	Wa8730a013g005570_P001
OG0006782	g12463.t1	Wa8730a013g005630_P001
OG0006783	g12464.t1	Wa8730a013g005600_P001
OG0006784	g12466.t1	Wa8730a013g005590_P001
OG0006785	g12468.t1	Wa8730a013g005670_P001
OG0006786	g12469.t1	Wa8730a013g005680_P001
OG0006787	g12470.t1	Wa8730a013g005690_P001
OG0006788	g12471.t1	Wa8730a013g005700_P001
OG0006789	g12472.t1	Wa8730a013g005710_P001
OG0006790	g12473.t1	Wa8730a013g005720_P001
OG0006791	g12474.t1	Wa8730a013g005730_P001
OG0006792	g12480.t1	Wa8730a013g005820_P001
OG0006793	g12490.t1	Wa8730a013g005850_P001
OG0006794	g12491.t1	Wa8730a013g005860_P001
OG0006795	g12492.t1	Wa8730a013g005870_P001
OG0006796	g12506.t1	Wa8730a013g005940_P001
OG0006797	g12516.t1	Wa8730a013g006080_P001
OG0006798	g12522.t1	Wa8730a013g006070_P001
OG0006799	g12525.t1	Wa8730a013g006060_P001
OG0006800	g12526.t1	Wa8730a013g006050_P001
OG0006801	g12528.t1	Wa8730a013g006040_P001
OG0006802	g12531.t1	Wa8730a013g006010_P001
OG0006803	g12533.t1	Wa8730a013g006000_P001
OG0006804	g12544.t1	Wa8730a013g000350_P001
OG0006805	g12552.t1	Wa8730a001g010360_P001
OG0006806	g12554.t1	Wa8730a013g000320_P001
OG0006807	g12558.t1	Wa8730a013g000250_P001
OG0006808	g12559.t1	Wa8730a013g000240_P001
OG0006809	g12560.t1	Wa8730a013g000230_P001
OG0006810	g12562.t1	Wa8730a013g000210_P001
OG0006811	g12563.t1	Wa8730a013g000200_P001
OG0006812	g12583.t1, g16023.t1	Wa8730a013g000040_P001
OG0006813	g12590.t1	Wa8730a008g006000_P001
OG0006814	g12592.t1	Wa8730a008g006010_P001
OG0006815	g12594.t1	Wa8730a008g005980_P001
OG0006816	g12596.t1	Wa8730a008g005970_P001
OG0006817	g12600.t1	Wa8730a008g005920_P001
OG0006818	g12602.t1	Wa8730a008g005900_P001
OG0006819	g12605.t1	Wa8730a008g005850_P001
OG0006820	g12608.t1	Wa8730a008g005870_P001
OG0006821	g12610.t1	Wa8730a008g005840_P001
OG0006822	g12618.t1	Wa8730a008g005810_P001
OG0006823	g12626.t1	Wa8730a008g005720_P001
OG0006824	g12629.t1	Wa8730a008g005700_P001
OG0006825	g12631.t1	Wa8730a008g005690_P001
OG0006826	g12635.t1	Wa8730a008g005600_P001
OG0006827	g12638.t1	Wa8730a008g005630_P001
OG0006828	g12640.t1	Wa8730a008g005620_P001
OG0006831	g12720.t1	Wa8730a008g005480_P001
OG0006832	g12725.t1	Wa8730a008g005510_P001
OG0006833	g12726.t1	Wa8730a008g005520_P001
OG0006834	g12731.t1	Wa8730a008g005540_P001
OG0006835	g12732.t1	Wa8730a008g005470_P001
OG0006836	g12733.t1	Wa8730a008g005460_P001
OG0006837	g12746.t1	Wa8730a008g004580_P001
OG0006838	g12747.t1	Wa8730a008g004570_P001, Wa8730a008g004560_P001
OG0006839	g12751.t1	Wa8730a008g004480_P001
OG0006840	g12763.t1	Wa8730a008g004970_P001
OG0006841	g12764.t1	Wa8730a008g004980_P001
OG0006842	g12766.t1	Wa8730a008g005010_P001
OG0006843	g12767.t1	Wa8730a008g005030_P001
OG0006844	g12768.t1	Wa8730a008g005040_P001
OG0006845	g12769.t1	Wa8730a008g005050_P001
OG0006846	g12774.t1	Wa8730a008g005080_P001
OG0006847	g12785.t1	Wa8730a008g005180_P001
OG0006848	g12786.t1	Wa8730a008g005190_P001
OG0006849	g12787.t1	Wa8730a008g005200_P001
OG0006850	g12792.t1	Wa8730a008g005220_P001
OG0006851	g12793.t1	Wa8730a008g005140_P001
OG0006852	g12795.t1	Wa8730a008g005150_P001
OG0006853	g12801.t1	Wa8730a008g005260_P001
OG0006854	g12802.t1	Wa8730a008g005270_P001
OG0006855	g12803.t1	Wa8730a008g005280_P001
OG0006856	g12804.t1	Wa8730a008g005300_P001
OG0006857	g12807.t1	Wa8730a008g005310_P001
OG0006858	g12808.t1	Wa8730a008g005320_P001
OG0006859	g12809.t1	Wa8730a008g005330_P001
OG0006860	g12814.t1	Wa8730a008g005370_P001
OG0006862	g12818.t1	Wa8730a008g004710_P001
OG0006863	g12820.t1	Wa8730a008g004720_P001
OG0006864	g12821.t1	Wa8730a008g004730_P001
OG0006865	g12822.t1	Wa8730a008g004900_P001
OG0006866	g12823.t1	Wa8730a008g004700_P001
OG0006867	g12824.t1	Wa8730a008g004690_P001
OG0006868	g12827.t1	Wa8730a008g004650_P001
OG0006869	g12829.t1	Wa8730a008g004750_P001
OG0006870	g12830.t1	Wa8730a008g004760_P001
OG0006871	g12833.t1	Wa8730a008g004790_P001
OG0006872	g12834.t1	Wa8730a008g004800_P001
OG0006873	g12839.t1	Wa8730a008g004820_P001
OG0006874	g12841.t1	Wa8730a008g004830_P001
OG0006875	g12847.t1	Wa8730a008g004220_P001
OG0006876	g12852.t1	Wa8730a008g004240_P001
OG0006877	g12856.t1	Wa8730a008g004260_P001
OG0006878	g12858.t1	Wa8730a008g004300_P001
OG0006879	g12859.t1	Wa8730a013g001520_P001
OG0006881	g12880.t1	Wa8730a008g004340_P001
OG0006882	g12889.t1	Wa8730a006g002150_P001
OG0006883	g12895.t1	Wa8730a010g001930_P001
OG0006884	g12904.t1	Wa8730a008g004090_P001
OG0006885	g12906.t1	Wa8730a008g004740_P001
OG0006886	g12908.t1	Wa8730a008g004160_P001
OG0006887	g12910.t1	Wa8730a008g004170_P001
OG0006888	g12913.t1	Wa8730a008g004180_P001
OG0006889	g12917.t1	Wa8730a008g004410_P001
OG0006890	g12918.t1	Wa8730a008g004420_P001
OG0006891	g12923.t1	Wa8730a008g004390_P001
OG0006892	g12926.t1	Wa8730a008g004070_P001
OG0006893	g12928.t1	Wa8730a008g004040_P001
OG0006894	g12933.t1	Wa8730a008g004020_P001
OG0006895	g12956.t1	Wa8730a013g001380_P001
OG0006896	g12961.t1	Wa8730a008g003910_P001
OG0006897	g12962.t1	Wa8730a008g003890_P001
OG0006898	g12971.t1	Wa8730a008g003720_P001
OG0006899	g12976.t1	Wa8730a008g003750_P001
OG0006900	g12979.t1	Wa8730a008g003760_P001
OG0006901	g12981.t1, g12980.t1	Wa8730a008g003710_P001
OG0006902	g12984.t1	Wa8730a008g003640_P001
OG0006903	g12992.t1	Wa8730a008g003540_P001
OG0006904	g12993.t1	Wa8730a008g003560_P001
OG0006905	g12994.t1	Wa8730a008g003580_P001
OG0006906	g13002.t1	Wa8730a008g003590_P001
OG0006907	g13013.t1	Wa8730a008g003500_P001
OG0006908	g13025.t1	Wa8730a008g003380_P001
OG0006909	g13026.t1	Wa8730a008g003390_P001
OG0006910	g13038.t1	Wa8730a008g003310_P001
OG0006911	g13040.t1	Wa8730a008g003280_P001
OG0006912	g13041.t1	Wa8730a008g003270_P001
OG0006913	g13042.t1	Wa8730a008g003260_P001
OG0006914	g13043.t1	Wa8730a008g003180_P001
OG0006915	g13044.t1	Wa8730a008g003200_P001
OG0006916	g13046.t1	Wa8730a008g003240_P001
OG0006917	g13051.t1	Wa8730a008g003170_P001
OG0006918	g13053.t1	Wa8730a008g003120_P001
OG0006919	g13057.t1	Wa8730a008g003110_P001
OG0006920	g13058.t1	Wa8730a008g003090_P001
OG0006921	g13059.t1	Wa8730a008g003100_P001
OG0006922	g13061.t1	Wa8730a008g003080_P001
OG0006923	g13065.t1	Wa8730a008g003070_P001
OG0006924	g13071.t1	Wa8730a007g003360_P001
OG0006925	g13072.t1	Wa8730a008g003040_P001
OG0006926	g13080.t1	Wa8730a008g002960_P001
OG0006927	g13082.t1	Wa8730a008g002950_P001
OG0006928	g13086.t1	Wa8730a008g002680_P001
OG0006929	g13088.t1	Wa8730a008g002690_P001
OG0006930	g13090.t1	Wa8730a008g002700_P001
OG0006931	g13091.t1	Wa8730a008g002710_P001
OG0006932	g13100.t1	Wa8730a008g002730_P001
OG0006933	g13102.t1	Wa8730a008g002750_P001
OG0006934	g13105.t1	Wa8730a008g002780_P001
OG0006935	g13106.t1	Wa8730a008g002790_P001
OG0006936	g13112.t1	Wa8730a008g002810_P001
OG0006937	g13113.t1	Wa8730a008g002850_P001
OG0006938	g13115.t1	Wa8730a008g002830_P001
OG0006939	g13120.t1	Wa8730a001g010120_P001
OG0006940	g13124.t1	Wa8730a007g000040_P001
OG0006941	g13126.t1	Wa8730a007g000050_P001
OG0006942	g13134.t1	Wa8730a007g000110_P001
OG0006943	g13142.t1	Wa8730a007g000130_P001
OG0006944	g13146.t1	Wa8730a007g000180_P001
OG0006945	g13152.t1	Wa8730a007g000220_P001
OG0006946	g13153.t1	Wa8730a007g000230_P001
OG0006947	g13159.t1	Wa8730a007g000260_P001
OG0006948	g13160.t1	Wa8730a007g000270_P001
OG0006949	g13161.t1	Wa8730a007g000300_P001
OG0006950	g13166.t1	Wa8730a007g000350_P001
OG0006951	g13170.t1	Wa8730a007g000340_P001
OG0006952	g13171.t1	Wa8730a007g000330_P001
OG0006953	g13187.t1	Wa8730a007g000630_P001
OG0006954	g13202.t1	Wa8730a007g000470_P001
OG0006955	g13203.t1	Wa8730a007g000480_P001
OG0006956	g13209.t1	Wa8730a007g000510_P001
OG0006957	g13215.t1	Wa8730a007g000570_P001
OG0006958	g13217.t1	Wa8730a007g000580_P001
OG0006959	g13218.t1	Wa8730a007g000590_P001
OG0006960	g13219.t1	Wa8730a007g000600_P001
OG0006961	g13225.t1	Wa8730a007g000780_P001
OG0006962	g13229.t1	Wa8730a007g000810_P001
OG0006963	g13230.t1	Wa8730a007g000820_P001
OG0006964	g13236.t1	Wa8730a007g001350_P001
OG0006965	g13238.t1	Wa8730a007g001380_P001
OG0006966	g13239.t1	Wa8730a007g001390_P001
OG0006967	g13241.t1	Wa8730a007g001330_P001
OG0006968	g13242.t1	Wa8730a007g001320_P001
OG0006969	g13245.t1	Wa8730a007g001260_P001
OG0006970	g13249.t1	Wa8730a017g004370_P001
OG0006971	g13250.t1	Wa8730a007g001240_P001
OG0006972	g13252.t1	Wa8730a007g001230_P001
OG0006973	g13253.t1	Wa8730a007g001210_P001
OG0006974	g13259.t1	Wa8730a020g000570_P001
OG0006975	g13263.t1	Wa8730a006g004470_P001
OG0006976	g13264.t1	Wa8730a006g004460_P001
OG0006977	g13265.t1	Wa8730a006g004450_P001
OG0006978	g13266.t1	Wa8730a006g004440_P001
OG0006979	g13268.t1	Wa8730a006g004180_P001
OG0006980	g13271.t1	Wa8730a006g004390_P002
OG0006981	g13274.t1	Wa8730a006g004410_P001
OG0006982	g13281.t1	Wa8730a006g004190_P001
OG0006983	g13282.t1	Wa8730a018g001050_P001
OG0006984	g13283.t1	Wa8730a006g004200_P001
OG0006985	g13285.t1	Wa8730a006g004220_P001
OG0006986	g13286.t1	Wa8730a006g004230_P001
OG0006987	g13288.t1	Wa8730a006g004250_P001
OG0006988	g13291.t1	Wa8730a006g004280_P001
OG0006989	g13311.t1	Wa8730a006g004100_P001
OG0006990	g13314.t1	Wa8730a006g004070_P001
OG0006991	g13317.t1	Wa8730a006g004050_P001
OG0006992	g13318.t1	Wa8730a006g004060_P001
OG0006993	g13321.t1	Wa8730a006g004040_P001
OG0006994	g13322.t1	Wa8730a006g004030_P001
OG0006995	g13325.t1	Wa8730a006g004010_P001
OG0006996	g13328.t1	Wa8730a006g003880_P001
OG0006997	g13329.t1	Wa8730a006g003870_P001
OG0006998	g13334.t1	Wa8730a006g003840_P001
OG0006999	g13336.t1	Wa8730a006g003830_P001
OG0007000	g13337.t1	Wa8730a006g003930_P001
OG0007001	g13338.t1	Wa8730a006g003920_P001
OG0007002	g13339.t1	Wa8730a006g003910_P001
OG0007003	g13341.t1	Wa8730a006g003900_P001
OG0007004	g13342.t1	Wa8730a006g003890_P001
OG0007005	g13346.t1	Wa8730a006g003990_P001
OG0007006	g13347.t1	Wa8730a006g004000_P001
OG0007007	g13351.t1	Wa8730a006g003820_P001
OG0007008	g13352.t1	Wa8730a006g003810_P001
OG0007009	g13353.t1	Wa8730a006g003800_P001
OG0007010	g13354.t1	Wa8730a006g003790_P001
OG0007011	g13357.t1	Wa8730a006g003770_P001
OG0007012	g13361.t1	Wa8730a006g003680_P001
OG0007014	g13365.t1	Wa8730a006g003640_P001
OG0007015	g13366.t1	Wa8730a006g003630_P001
OG0007016	g13371.t1	Wa8730a006g003510_P001
OG0007017	g13373.t1	Wa8730a006g003540_P001
OG0007018	g13383.t1	Wa8730a006g003610_P001
OG0007019	g13384.t1	Wa8730a006g003600_P001
OG0007020	g13385.t1	Wa8730a006g003590_P001
OG0007021	g13387.t1	Wa8730a006g003560_P001
OG0007022	g13388.t1	Wa8730a006g003550_P001
OG0007023	g13389.t1	Wa8730a006g003390_P001
OG0007024	g13390.t1	Wa8730a006g003400_P001
OG0007025	g13391.t1	Wa8730a006g003410_P001
OG0007026	g13394.t1	Wa8730a006g003360_P001
OG0007027	g13395.t1	Wa8730a006g003340_P001
OG0007028	g13398.t1	Wa8730a006g003280_P001
OG0007029	g13401.t1	Wa8730a006g003220_P001
OG0007030	g13408.t1	Wa8730a006g003190_P001
OG0007031	g13410.t1	Wa8730a020g001230_P001
OG0007032	g13416.t1	Wa8730a006g002970_P001
OG0007033	g13417.t1	Wa8730a006g002980_P001
OG0007034	g13419.t1	Wa8730a006g002990_P001
OG0007035	g13421.t1	Wa8730a006g003010_P001
OG0007036	g13423.t1	Wa8730a006g003040_P001
OG0007037	g13426.t1	Wa8730a006g002900_P001
OG0007038	g13429.t1	Wa8730a006g002790_P001
OG0007039	g13431.t1	Wa8730a006g002870_P001
OG0007040	g13438.t1	Wa8730a006g002710_P001
OG0007041	g13442.t1	Wa8730a006g002670_P001
OG0007042	g13444.t1	Wa8730a006g002660_P001
OG0007043	g13449.t1	Wa8730a006g002640_P001
OG0007044	g13451.t1	Wa8730a006g002630_P001
OG0007045	g13455.t1	Wa8730a006g002590_P001
OG0007046	g13457.t1	Wa8730a006g002550_P001
OG0007049	g13475.t1	Wa8730a006g002470_P001
OG0007050	g13479.t1	Wa8730a006g002160_P001
OG0007051	g13481.t1	Wa8730a006g002190_P001, Wa8730a006g002190_P002
OG0007052	g13482.t1	Wa8730a006g002230_P001
OG0007054	g13490.t1	Wa8730a006g002220_P001
OG0007055	g13494.t1	Wa8730a006g002210_P001
OG0007056	g13498.t1	Wa8730a006g002240_P001
OG0007057	g13499.t1	Wa8730a006g002250_P001
OG0007058	g13505.t1	Wa8730a002g003290_P001
OG0007059	g13506.t1	Wa8730a006g002290_P001
OG0007060	g13507.t1	Wa8730a006g002300_P001
OG0007061	g13509.t1	Wa8730a006g002310_P001
OG0007062	g13510.t1	Wa8730a006g002320_P001
OG0007063	g13511.t1	Wa8730a006g002330_P001
OG0007064	g13521.t1	Wa8730a006g002450_P001
OG0007065	g13522.t1	Wa8730a006g002460_P001
OG0007066	g13523.t1	Wa8730a006g002140_P001
OG0007067	g13525.t1	Wa8730a006g002130_P001
OG0007068	g13526.t1	Wa8730a006g002110_P001
OG0007069	g13527.t1	Wa8730a006g002100_P001
OG0007070	g13533.t1	Wa8730a006g002070_P001
OG0007071	g13539.t1	Wa8730a006g002050_P001
OG0007072	g13542.t1	Wa8730a006g001740_P001
OG0007073	g13549.t1	Wa8730a006g001760_P001
OG0007074	g13551.t1	Wa8730a006g001770_P001
OG0007075	g13555.t1	Wa8730a006g001930_P001
OG0007076	g13556.t1	Wa8730a006g001920_P001
OG0007077	g13557.t1	Wa8730a006g001900_P001
OG0007078	g13563.t1	Wa8730a006g001860_P001
OG0007079	g13570.t1	Wa8730a006g001800_P001
OG0007080	g13571.t1	Wa8730a006g001810_P001
OG0007081	g13573.t1	Wa8730a006g001620_P001
OG0007082	g13574.t1	Wa8730a006g001630_P001
OG0007083	g13575.t1	Wa8730a006g001640_P001
OG0007084	g13576.t1	Wa8730a006g001670_P001
OG0007085	g13580.t1	Wa8730a006g005850_P001
OG0007086	g13584.t1	Wa8730a006g001710_P001
OG0007087	g13586.t1	Wa8730a006g002010_P001
OG0007088	g13590.t1	Wa8730a006g001700_P001
OG0007089	g13592.t1	Wa8730a006g001960_P001
OG0007090	g13598.t1	Wa8730a006g001790_P001
OG0007091	g13601.t1, g13604.t1	Wa8730a006g001580_P001
OG0007092	g13609.t1	Wa8730a006g001070_P001
OG0007093	g13610.t1	Wa8730a006g001030_P001
OG0007094	g13642.t1	Wa8730a015g004880_P001
OG0007095	g13643.t1	Wa8730a015g004890_P001
OG0007096	g13645.t1	Wa8730a015g004900_P001
OG0007097	g13654.t1	Wa8730a015g005430_P001
OG0007098	g13655.t1	Wa8730a015g005000_P001
OG0007099	g13658.t1	Wa8730a015g005350_P001
OG0007100	g13659.t1	Wa8730a015g005340_P001
OG0007101	g13661.t1	Wa8730a015g005230_P001
OG0007102	g13663.t1	Wa8730a015g005240_P001
OG0007103	g13665.t1	Wa8730a015g005280_P001
OG0007104	g13666.t1	Wa8730a015g005270_P001
OG0007105	g13669.t1	Wa8730a015g004980_P001
OG0007106	g13676.t1	Wa8730a015g004830_P001
OG0007107	g13678.t1	Wa8730a015g004820_P001
OG0007108	g13679.t1	Wa8730a015g004810_P001
OG0007109	g13680.t1	Wa8730a015g004800_P001
OG0007110	g13682.t1	Wa8730a015g004790_P001
OG0007111	g13684.t1	Wa8730a015g004780_P001
OG0007112	g13686.t1	Wa8730a015g004760_P001
OG0007113	g13690.t1	Wa8730a015g004750_P001
OG0007114	g13691.t1	Wa8730a015g004740_P001
OG0007115	g13699.t1	Wa8730a015g004670_P001
OG0007116	g13706.t1	Wa8730a015g004710_P001
OG0007117	g13707.t1	Wa8730a015g004650_P001
OG0007118	g13709.t1	Wa8730a015g004630_P001
OG0007119	g13710.t1	Wa8730a015g004620_P001
OG0007120	g13712.t1	Wa8730a015g004600_P001
OG0007121	g13713.t1	Wa8730a015g004590_P001
